"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"38166","Site",6,42,0.142857142857143,2.52882115117667,1
"10388","Site",5,39,0.128205128205128,2.0753962586446,1
"5960","Site",12,125,0.096,2.29328309208935,1
"16498","Site",13,149,0.087248322147651,2.0818024555596,1
"531","Site",23,699,0.0329041487839771,-1.16632198423144,-1
"17808","Site",15,498,0.0301204819277108,-1.2298294344868,-1
"12417","Site",13,435,0.0298850574712644,-1.16880506035421,-1
"17187","Site",22,753,0.0292164674634794,-1.61025290155667,-1
"34355","Site",9,319,0.0282131661442006,-1.11885706507398,-1
"26880","Site",9,324,0.0277777777777778,-1.15854795663009,-1
"8995","Site",8,297,0.0269360269360269,-1.16652651955157,-1
"2392","Site",13,497,0.0261569416498994,-1.57762517525091,-1
"5968","Site",7,277,0.0252707581227437,-1.23604307442025,-1
"25616","Site",3,158,0.0189873417721519,-1.24549730182024,-1
"14105","Site",2,135,0.0148148148148148,-1.34278043289113,-1
"9075","Site",2,155,0.0129032258064516,-1.5328193489497,-1
"5444","Site",0,79,0,-1.54732276065314,-1
"21129","Site",0,36,0,-1.04452447010298,-1
"16725","Site",0,35,0,-1.02991501675484,-1
"37781","Site",4,35,0.114285714285714,1.64080684784322,0
"35223","Site",5,49,0.102040816326531,1.60285305204011,0
"10531","Site",3,30,0.1,1.21001596168433,0
"14449","Site",4,40,0.1,1.39720608240439,0
"30776","Site",3,32,0.09375,1.11004372240172,0
"13081","Site",12,138,0.0869565217391304,1.98994392162259,0
"25970","Site",6,71,0.0845070422535211,1.34582217499789,0
"18548","Site",14,171,0.0818713450292398,1.9524628914914,0
"32900","Site",3,38,0.0789473684210526,0.849201736866839,0
"6452","Site",5,67,0.0746268656716418,0.987910744880701,0
"14393","Site",5,72,0.0694444444444444,0.850409147003709,0
"29060","Site",11,161,0.0683229813664596,1.21546222582264,0
"24964","Site",4,59,0.0677966101694915,0.719820521778148,0
"5927","Site",11,167,0.0658682634730539,1.11260012098672,0
"39044","Site",4,61,0.0655737704918033,0.663342624333671,0
"17815","Site",3,47,0.0638297872340425,0.53503926127178,0
"6022","Site",9,141,0.0638297872340425,0.926715184566842,0
"34071","Site",20,316,0.0632911392405063,1.34950896260372,0
"30019","Site",2,32,0.0625,0.411766776745545,0
"25476","Site",8,130,0.0615384615384615,0.786637173765059,0
"34694","Site",21,345,0.0608695652173913,1.23240527551066,0
"9522","Site",25,417,0.0599520383693046,1.28090508483096,0
"12937","Site",18,301,0.0598006644518272,1.0778849766823,0
"37186","Site",48,808,0.0594059405940594,1.72169668060422,0
"30212","Site",6,105,0.0571428571428571,0.529047844686927,0
"17172","Site",13,228,0.0570175438596491,0.772118384296636,0
"9044","Site",3,53,0.0566037735849057,0.360368173383349,0
"4659","Site",6,106,0.0566037735849057,0.509637558246351,0
"12432","Site",12,212,0.0566037735849057,0.720736346766698,0
"10497","Site",10,178,0.0561797752808989,0.638072563732522,0
"39000","Site",5,90,0.0555555555555556,0.430321424824575,0
"384","Site",14,253,0.0553359683794466,0.707696224370685,0
"16996","Site",13,240,0.0541666666666667,0.617720380911383,0
"30816","Site",2,37,0.0540540540540541,0.239836353161422,0
"26115","Site",22,411,0.0535279805352798,0.757218546158045,0
"21380","Site",21,399,0.0526315789473684,0.675354310802782,0
"14601","Site",18,348,0.0517241379310345,0.563850627630615,0
"13333","Site",6,118,0.0508474576271186,0.29071662342919,0
"8560","Site",20,396,0.0505050505050505,0.50565478241706,0
"25605","Site",17,338,0.0502958579881657,0.451967439551725,0
"26674","Site",6,122,0.0491803278688525,0.222866524225728,0
"17541","Site",28,576,0.0486111111111111,0.430294844838718,0
"34341","Site",26,557,0.0466786355475763,0.24298429526311,0
"37908","Site",9,194,0.0463917525773196,0.127617084201184,0
"31107","Site",19,413,0.0460048426150121,0.155142404050237,0
"28822","Site",6,132,0.0454545454545455,0.0627347237926768,0
"4354","Site",5,111,0.045045045045045,0.0404865089428194,0
"257","Site",4,89,0.0449438202247191,0.0324808779327176,0
"37191","Site",2,45,0.0444444444444444,0.00986378613543108,0
"37912","Site",2,45,0.0444444444444444,0.00986378613543108,0
"33824","Site",8,180,0.0444444444444444,0.0197275722708622,0
"8594","Site",32,725,0.0441379310344828,0.00699163614899704,0
"29192","Site",4,91,0.043956043956044,-0.00437667659906951,0
"30729","Site",14,322,0.0434782608695652,-0.0420986830765847,0
"38272","Site",12,277,0.0433212996389892,-0.0493652887377811,0
"1028","Site",4,93,0.043010752688172,-0.0404334071016562,0
"20531","Site",15,349,0.0429799426934097,-0.0806005784797943,0
"34869","Site",6,144,0.0416666666666667,-0.114023486527115,0
"14729","Site",11,266,0.0413533834586466,-0.175154995595512,0
"28676","Site",12,292,0.0410958904109589,-0.200896056796993,0
"34903","Site",3,73,0.0410958904109589,-0.100448028398497,0
"34","Site",2,49,0.0408163265306122,-0.0900259082560411,0
"28689","Site",13,321,0.0404984423676012,-0.252917936942991,0
"18777","Site",19,477,0.039832285115304,-0.365778733878438,0
"534","Site",8,202,0.0396039603960396,-0.250850107688498,0
"38404","Site",5,127,0.0393700787401575,-0.20931380157169,0
"10630","Site",10,255,0.0392156862745098,-0.306335202987831,0
"12392","Site",4,102,0.0392156862745098,-0.193743393786313,0
"37728","Site",17,436,0.0389908256880734,-0.419108675669634,0
"22677","Site",15,385,0.038961038961039,-0.396143150072683,0
"12407","Site",2,52,0.0384615384615385,-0.159815171772238,0
"17731","Site",2,52,0.0384615384615385,-0.159815171772238,0
"39048","Site",3,79,0.0379746835443038,-0.214076415480138,0
"17961","Site",13,344,0.0377906976744186,-0.460198348019884,0
"34664","Site",4,107,0.0373831775700935,-0.273310850501274,0
"37702","Site",21,570,0.0368421052631579,-0.681842040739334,0
"6416","Site",7,191,0.0366492146596859,-0.405226328410756,0
"14648","Site",5,137,0.0364963503649635,-0.350262791457094,0
"33617","Site",16,440,0.0363636363636364,-0.638707741955881,0
"10624","Site",4,110,0.0363636363636364,-0.319353870977941,0
"34713","Site",23,633,0.0363349131121643,-0.768940855511468,0
"32913","Site",8,224,0.0357142857142857,-0.494110777249203,0
"13139","Site",4,113,0.0353982300884956,-0.364216442469101,0
"34696","Site",10,283,0.0353356890459364,-0.580542021027291,0
"16992","Site",7,203,0.0344827586206897,-0.539689251961944,0
"18260","Site",1,30,0.0333333333333333,-0.232338695151368,0
"38711","Site",10,301,0.0332225913621262,-0.743532217273613,0
"21541","Site",2,61,0.0327868852459016,-0.348161763174694,0
"4695","Site",7,214,0.0327102803738318,-0.656539832652699,0
"33296","Site",7,215,0.0325581395348837,-0.666883879234209,0
"1881","Site",9,277,0.0324909747292419,-0.761371960147261,0
"24917","Site",2,63,0.0317460317460317,-0.386456720067623,0
"38497","Site",6,190,0.0315789473684211,-0.680228497767008,0
"10371","Site",3,95,0.0315789473684211,-0.48099418352739,0
"6530","Site",7,223,0.031390134529148,-0.748074627801832,0
"33620","Site",6,194,0.0309278350515464,-0.72317429856667,0
"14164","Site",3,116,0.0258620689655172,-0.774719746942258,0
"20578","Site",3,120,0.025,-0.825266054511662,0
"34660","Site",4,162,0.0246913580246914,-0.974389771053217,0
"22033","Site",3,126,0.0238095238095238,-0.898430838495759,0
"18033","Site",1,43,0.0232558139534884,-0.539190383858512,0
"27025","Site",1,49,0.0204081632653061,-0.654318895021424,0
"25664","Site",1,2,0.5,NA,NA
"8240","Site",2,5,0.4,NA,NA
"24680","Site",3,11,0.272727272727273,NA,NA
"30516","Site",2,10,0.2,NA,NA
"17938","Site",1,6,0.166666666666667,NA,NA
"18244","Site",1,6,0.166666666666667,NA,NA
"18806","Site",1,6,0.166666666666667,NA,NA
"24867","Site",3,19,0.157894736842105,NA,NA
"6209","Site",3,23,0.130434782608696,NA,NA
"18179","Site",2,17,0.117647058823529,NA,NA
"36994","Site",2,20,0.1,NA,NA
"16424","Site",2,24,0.0833333333333333,NA,NA
"17444","Site",2,24,0.0833333333333333,NA,NA
"33633","Site",1,14,0.0714285714285714,NA,NA
"17013","Site",2,28,0.0714285714285714,NA,NA
