"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE6991","Site",3,3,1,2.66118375663158,1
"SITE7604","Site",3,4,0.75,2.01588030206208,1
"SITE4314","Site",6,8,0.75,2.85088526329696,1
"SITE1233","Site",4,6,0.666666666666667,2.03742469485469,1
"SITE1786","Site",3,5,0.6,1.54477223780453,0
"SITE3319","Site",3,5,0.6,1.54477223780453,0
"SITE4264","Site",3,5,0.6,1.54477223780453,0
"SITE5384","Site",4,7,0.571428571428571,1.66799729159926,0
"SITE9360","Site",5,9,0.555555555555556,1.79066543623883,0
"SITE2323","Site",3,6,0.5,1.17439596198435,0
"SITE7011","Site",3,6,0.5,1.17439596198435,0
"SITE759","Site",3,6,0.5,1.17439596198435,0
"SITE8210","Site",3,6,0.5,1.17439596198435,0
"SITE4260","Site",4,8,0.5,1.35607564957374,0
"SITE8799","Site",6,13,0.461538461538462,1.43550776556033,0
"SITE3081","Site",5,11,0.454545454545455,1.27144516910733,0
"SITE9346","Site",5,11,0.454545454545455,1.27144516910733,0
"SITE1748","Site",3,7,0.428571428571429,0.868987944026667,0
"SITE1750","Site",3,7,0.428571428571429,0.868987944026667,0
"SITE9414","Site",3,7,0.428571428571429,0.868987944026667,0
"SITE213","Site",5,12,0.416666666666667,1.05059322766301,0
"SITE4590","Site",5,12,0.416666666666667,1.05059322766301,0
"SITE2170","Site",4,10,0.4,0.847639485598473,0
"SITE216","Site",3,8,0.375,0.608670842712134,0
"SITE5895","Site",3,9,0.333333333333333,0.381345416976788,0
"SITE6603","Site",3,9,0.333333333333333,0.381345416976788,0
"SITE5033","Site",3,10,0.3,0.179140303657409,0
"SITE2192","Site",4,14,0.285714285714286,0.0989646801811805,0
"SITE4485","Site",3,11,0.272727272727273,-0.00333275273684746,0
"SITE9142","Site",4,15,0.266666666666667,-0.0535124800399861,0
"SITE4275","Site",1,1,1,NA,NA
"SITE5185","Site",1,1,1,NA,NA
"SITE4028","Site",2,2,1,NA,NA
"SITE3077","Site",2,3,0.666666666666667,NA,NA
"SITE4543","Site",2,3,0.666666666666667,NA,NA
"SITE4597","Site",2,3,0.666666666666667,NA,NA
"SITE1544","Site",1,2,0.5,NA,NA
"SITE4424","Site",1,2,0.5,NA,NA
"SITE4671","Site",1,2,0.5,NA,NA
"SITE5425","Site",1,2,0.5,NA,NA
"SITE6068","Site",1,2,0.5,NA,NA
"SITE7734","Site",1,2,0.5,NA,NA
"SITE7913","Site",1,2,0.5,NA,NA
"SITE8084","Site",1,2,0.5,NA,NA
"SITE8857","Site",1,2,0.5,NA,NA
"SITE9147","Site",1,2,0.5,NA,NA
"SITE9766","Site",1,2,0.5,NA,NA
"SITE2901","Site",2,4,0.5,NA,NA
"SITE3415","Site",2,4,0.5,NA,NA
"SITE8764","Site",2,4,0.5,NA,NA
"SITE1257","Site",2,5,0.4,NA,NA
"SITE1982","Site",2,5,0.4,NA,NA
"SITE2894","Site",2,5,0.4,NA,NA
"SITE3090","Site",2,5,0.4,NA,NA
"SITE7184","Site",2,5,0.4,NA,NA
"SITE8997","Site",2,5,0.4,NA,NA
"SITE9580","Site",2,5,0.4,NA,NA
"SITE9604","Site",2,5,0.4,NA,NA
"SITE2354","Site",1,3,0.333333333333333,NA,NA
"SITE2883","Site",1,3,0.333333333333333,NA,NA
"SITE404","Site",1,3,0.333333333333333,NA,NA
"SITE7838","Site",1,3,0.333333333333333,NA,NA
"SITE9418","Site",1,3,0.333333333333333,NA,NA
"SITE3839","Site",2,6,0.333333333333333,NA,NA
"SITE8354","Site",2,6,0.333333333333333,NA,NA
"SITE8420","Site",2,6,0.333333333333333,NA,NA
"SITE8633","Site",2,6,0.333333333333333,NA,NA
"SITE4874","Site",2,7,0.285714285714286,NA,NA
"SITE5611","Site",2,7,0.285714285714286,NA,NA
"SITE4629","Site",2,8,0.25,NA,NA
"SITE8786","Site",2,8,0.25,NA,NA
"SITE022","Site",1,4,0.25,NA,NA
"SITE1102","Site",1,4,0.25,NA,NA
"SITE2980","Site",1,4,0.25,NA,NA
"SITE3754","Site",1,4,0.25,NA,NA
"SITE9516","Site",1,4,0.25,NA,NA
"SITE4072","Site",2,9,0.222222222222222,NA,NA
"SITE8351","Site",2,9,0.222222222222222,NA,NA
"SITE1910","Site",1,5,0.2,NA,NA
"SITE3719","Site",1,5,0.2,NA,NA
"SITE5062","Site",1,5,0.2,NA,NA
"SITE6184","Site",1,5,0.2,NA,NA
"SITE6832","Site",1,5,0.2,NA,NA
"SITE8835","Site",1,5,0.2,NA,NA
"SITE2532","Site",2,12,0.166666666666667,NA,NA
"SITE8625","Site",2,12,0.166666666666667,NA,NA
"SITE8788","Site",1,6,0.166666666666667,NA,NA
"SITE9737","Site",1,6,0.166666666666667,NA,NA
"SITE4323","Site",2,14,0.142857142857143,NA,NA
"SITE180","Site",1,7,0.142857142857143,NA,NA
"SITE2986","Site",1,7,0.142857142857143,NA,NA
"SITE3289","Site",1,7,0.142857142857143,NA,NA
"SITE3353","Site",1,7,0.142857142857143,NA,NA
"SITE3909","Site",1,7,0.142857142857143,NA,NA
"SITE7809","Site",1,7,0.142857142857143,NA,NA
"SITE8768","Site",1,7,0.142857142857143,NA,NA
"SITE9661","Site",1,7,0.142857142857143,NA,NA
"SITE7004","Site",1,9,0.111111111111111,NA,NA
"SITE958","Site",1,11,0.0909090909090909,NA,NA
"SITE7983","Site",0,13,0,NA,NA
"SITE4959","Site",0,11,0,NA,NA
"SITE1727","Site",0,7,0,NA,NA
"SITE3989","Site",0,7,0,NA,NA
"SITE6900","Site",0,7,0,NA,NA
"SITE8517","Site",0,7,0,NA,NA
"SITE6405","Site",0,6,0,NA,NA
"SITE2373","Site",0,5,0,NA,NA
"SITE6384","Site",0,5,0,NA,NA
"SITE7096","Site",0,5,0,NA,NA
"SITE8091","Site",0,5,0,NA,NA
"SITE1934","Site",0,4,0,NA,NA
"SITE3068","Site",0,4,0,NA,NA
"SITE3938","Site",0,4,0,NA,NA
"SITE6410","Site",0,4,0,NA,NA
"SITE7208","Site",0,4,0,NA,NA
"SITE7860","Site",0,4,0,NA,NA
"SITE9395","Site",0,4,0,NA,NA
"SITE9858","Site",0,4,0,NA,NA
"SITE9884","Site",0,4,0,NA,NA
"SITE1841","Site",0,3,0,NA,NA
"SITE2923","Site",0,3,0,NA,NA
"SITE3871","Site",0,3,0,NA,NA
"SITE6155","Site",0,3,0,NA,NA
"SITE6572","Site",0,3,0,NA,NA
"SITE101","Site",0,2,0,NA,NA
"SITE1935","Site",0,2,0,NA,NA
"SITE4155","Site",0,2,0,NA,NA
"SITE4612","Site",0,2,0,NA,NA
"SITE4703","Site",0,2,0,NA,NA
"SITE4744","Site",0,2,0,NA,NA
"SITE4875","Site",0,2,0,NA,NA
"SITE6123","Site",0,2,0,NA,NA
"SITE7246","Site",0,2,0,NA,NA
"SITE7543","Site",0,2,0,NA,NA
"SITE8627","Site",0,2,0,NA,NA
"SITE9888","Site",0,2,0,NA,NA
"SITE1273","Site",0,1,0,NA,NA
"SITE2030","Site",0,1,0,NA,NA
"SITE2062","Site",0,1,0,NA,NA
"SITE3759","Site",0,1,0,NA,NA
"SITE4754","Site",0,1,0,NA,NA
"SITE4976","Site",0,1,0,NA,NA
"SITE5217","Site",0,1,0,NA,NA
"SITE5289","Site",0,1,0,NA,NA
"SITE6440","Site",0,1,0,NA,NA
"SITE8361","Site",0,1,0,NA,NA
"SITE8616","Site",0,1,0,NA,NA
"SITE9082","Site",0,1,0,NA,NA
