"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",4,49,0.0816326530612245
"257","Site",7,89,0.0786516853932584
"384","Site",12,253,0.0474308300395257
"531","Site",26,699,0.0371959942775393
"534","Site",8,202,0.0396039603960396
"1028","Site",4,93,0.043010752688172
"1881","Site",11,277,0.0397111913357401
"2392","Site",26,497,0.0523138832997988
"4354","Site",4,111,0.036036036036036
"4659","Site",6,106,0.0566037735849057
"4695","Site",9,214,0.0420560747663551
"4723","Site",1,21,0.0476190476190476
"5444","Site",4,79,0.0506329113924051
"5927","Site",6,167,0.0359281437125748
"5960","Site",6,125,0.048
"5968","Site",6,277,0.0216606498194946
"6022","Site",10,141,0.0709219858156028
"6209","Site",2,23,0.0869565217391304
"6416","Site",9,191,0.0471204188481675
"6452","Site",3,67,0.0447761194029851
"6453","Site",1,26,0.0384615384615385
"6530","Site",7,223,0.031390134529148
"8240","Site",1,5,0.2
"8290","Site",0,4,0
"8560","Site",15,396,0.0378787878787879
"8594","Site",34,725,0.0468965517241379
"8995","Site",21,297,0.0707070707070707
"9044","Site",1,53,0.0188679245283019
"9075","Site",10,155,0.0645161290322581
"9522","Site",20,417,0.0479616306954436
"10371","Site",4,95,0.0421052631578947
"10388","Site",4,39,0.102564102564103
"10497","Site",11,178,0.0617977528089888
"10531","Site",1,30,0.0333333333333333
"10624","Site",2,110,0.0181818181818182
"10630","Site",5,255,0.0196078431372549
"12392","Site",5,102,0.0490196078431373
"12407","Site",1,52,0.0192307692307692
"12417","Site",18,435,0.0413793103448276
"12432","Site",5,212,0.0235849056603774
"12937","Site",7,301,0.0232558139534884
"13081","Site",2,138,0.0144927536231884
"13139","Site",5,113,0.0442477876106195
"13333","Site",2,118,0.0169491525423729
"14105","Site",9,135,0.0666666666666667
"14164","Site",5,116,0.0431034482758621
"14169","Site",1,28,0.0357142857142857
"14393","Site",6,72,0.0833333333333333
"14449","Site",2,40,0.05
"14601","Site",16,348,0.0459770114942529
"14648","Site",9,137,0.0656934306569343
"14729","Site",19,266,0.0714285714285714
"16424","Site",1,24,0.0416666666666667
"16498","Site",6,149,0.0402684563758389
"16725","Site",3,35,0.0857142857142857
"16992","Site",13,203,0.0640394088669951
"16996","Site",12,240,0.05
"17013","Site",0,28,0
"17172","Site",8,228,0.0350877192982456
"17187","Site",37,753,0.049136786188579
"17444","Site",1,24,0.0416666666666667
"17541","Site",32,576,0.0555555555555556
"17731","Site",3,52,0.0576923076923077
"17808","Site",19,498,0.0381526104417671
"17815","Site",3,47,0.0638297872340425
"17938","Site",0,6,0
"17961","Site",10,344,0.0290697674418605
"18033","Site",0,43,0
"18179","Site",1,17,0.0588235294117647
"18244","Site",0,6,0
"18260","Site",2,30,0.0666666666666667
"18548","Site",8,171,0.0467836257309941
"18549","Site",1,28,0.0357142857142857
"18777","Site",16,477,0.0335429769392034
"18806","Site",1,6,0.166666666666667
"20531","Site",17,349,0.0487106017191977
"20578","Site",7,120,0.0583333333333333
"20869","Site",2,10,0.2
"21015","Site",1,4,0.25
"21129","Site",3,36,0.0833333333333333
"21380","Site",15,399,0.037593984962406
"21541","Site",3,61,0.0491803278688525
"22033","Site",7,126,0.0555555555555556
"22677","Site",20,385,0.051948051948052
"24680","Site",2,11,0.181818181818182
"24867","Site",4,19,0.210526315789474
"24917","Site",3,63,0.0476190476190476
"24964","Site",4,59,0.0677966101694915
"25476","Site",3,130,0.0230769230769231
"25605","Site",10,338,0.029585798816568
"25616","Site",6,158,0.0379746835443038
"25664","Site",1,2,0.5
"25970","Site",3,71,0.0422535211267606
"26115","Site",16,411,0.0389294403892944
"26674","Site",5,122,0.040983606557377
"26880","Site",15,324,0.0462962962962963
"27025","Site",1,49,0.0204081632653061
"28676","Site",14,292,0.047945205479452
"28689","Site",22,321,0.0685358255451713
"28822","Site",9,132,0.0681818181818182
"29060","Site",5,161,0.031055900621118
"29192","Site",1,91,0.010989010989011
"29254","Site",1,25,0.04
"30019","Site",2,32,0.0625
"30212","Site",4,105,0.0380952380952381
"30516","Site",3,10,0.3
"30729","Site",14,322,0.0434782608695652
"30776","Site",7,32,0.21875
"30816","Site",2,37,0.0540540540540541
"30995","Site",1,24,0.0416666666666667
"31107","Site",13,413,0.0314769975786925
"32900","Site",2,38,0.0526315789473684
"32913","Site",5,224,0.0223214285714286
"33296","Site",8,215,0.0372093023255814
"33617","Site",19,440,0.0431818181818182
"33620","Site",10,194,0.0515463917525773
"33633","Site",0,14,0
"33824","Site",3,180,0.0166666666666667
"34071","Site",17,316,0.0537974683544304
"34326","Site",1,27,0.037037037037037
"34341","Site",28,557,0.0502692998204668
"34343","Site",1,15,0.0666666666666667
"34355","Site",19,319,0.0595611285266458
"34660","Site",9,162,0.0555555555555556
"34664","Site",3,107,0.0280373831775701
"34694","Site",17,345,0.0492753623188406
"34696","Site",12,283,0.0424028268551237
"34713","Site",21,633,0.033175355450237
"34869","Site",8,144,0.0555555555555556
"34903","Site",3,73,0.0410958904109589
"35223","Site",5,49,0.102040816326531
"36994","Site",2,20,0.1
"37186","Site",30,808,0.0371287128712871
"37191","Site",3,45,0.0666666666666667
"37702","Site",21,570,0.0368421052631579
"37728","Site",20,436,0.0458715596330275
"37781","Site",3,35,0.0857142857142857
"37908","Site",12,194,0.0618556701030928
"37912","Site",1,45,0.0222222222222222
"38166","Site",3,42,0.0714285714285714
"38272","Site",9,277,0.0324909747292419
"38404","Site",5,127,0.0393700787401575
"38497","Site",10,190,0.0526315789473684
"38711","Site",14,301,0.0465116279069767
"38758","Site",3,21,0.142857142857143
"39000","Site",1,90,0.0111111111111111
"39044","Site",0,61,0
"39048","Site",3,79,0.0379746835443038
