"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",2,49,0.0408163265306122
"257","Site",3,89,0.0337078651685393
"384","Site",14,253,0.0553359683794466
"531","Site",37,774,0.0478036175710594
"534","Site",7,202,0.0346534653465347
"1028","Site",5,93,0.0537634408602151
"1881","Site",11,277,0.0397111913357401
"2392","Site",17,497,0.03420523138833
"4354","Site",7,111,0.0630630630630631
"4659","Site",7,106,0.0660377358490566
"4695","Site",6,214,0.0280373831775701
"4723","Site",0,21,0
"5444","Site",2,79,0.0253164556962025
"5927","Site",8,167,0.0479041916167665
"5960","Site",11,125,0.088
"5968","Site",16,277,0.0577617328519856
"6022","Site",8,141,0.0567375886524823
"6209","Site",1,23,0.0434782608695652
"6416","Site",10,216,0.0462962962962963
"6452","Site",0,67,0
"6453","Site",4,26,0.153846153846154
"6530","Site",11,223,0.0493273542600897
"8240","Site",0,5,0
"8290","Site",0,4,0
"8560","Site",19,396,0.047979797979798
"8594","Site",35,725,0.0482758620689655
"8995","Site",21,297,0.0707070707070707
"9044","Site",2,53,0.0377358490566038
"9075","Site",5,155,0.032258064516129
"9522","Site",19,417,0.0455635491606715
"10371","Site",3,95,0.0315789473684211
"10388","Site",4,39,0.102564102564103
"10497","Site",11,178,0.0617977528089888
"10531","Site",1,30,0.0333333333333333
"10624","Site",3,110,0.0272727272727273
"10630","Site",9,255,0.0352941176470588
"12392","Site",6,102,0.0588235294117647
"12407","Site",4,52,0.0769230769230769
"12417","Site",18,435,0.0413793103448276
"12432","Site",11,212,0.0518867924528302
"12937","Site",9,301,0.0299003322259136
"13081","Site",7,138,0.0507246376811594
"13139","Site",3,113,0.0265486725663717
"13333","Site",5,118,0.0423728813559322
"14105","Site",4,135,0.0296296296296296
"14164","Site",5,116,0.0431034482758621
"14169","Site",2,28,0.0714285714285714
"14393","Site",3,72,0.0416666666666667
"14449","Site",0,40,0
"14601","Site",12,348,0.0344827586206897
"14648","Site",5,137,0.0364963503649635
"14729","Site",12,266,0.0451127819548872
"16424","Site",1,24,0.0416666666666667
"16498","Site",9,149,0.0604026845637584
"16725","Site",1,35,0.0285714285714286
"16992","Site",12,203,0.0591133004926108
"16996","Site",10,240,0.0416666666666667
"17013","Site",1,28,0.0357142857142857
"17172","Site",11,228,0.0482456140350877
"17187","Site",29,753,0.0385126162018592
"17444","Site",0,24,0
"17541","Site",25,576,0.0434027777777778
"17731","Site",3,52,0.0576923076923077
"17808","Site",26,498,0.0522088353413655
"17815","Site",3,47,0.0638297872340425
"17938","Site",1,6,0.166666666666667
"17961","Site",21,344,0.061046511627907
"18033","Site",2,43,0.0465116279069767
"18179","Site",2,17,0.117647058823529
"18244","Site",1,6,0.166666666666667
"18260","Site",0,30,0
"18548","Site",10,171,0.0584795321637427
"18549","Site",0,28,0
"18777","Site",14,477,0.0293501048218029
"18806","Site",1,6,0.166666666666667
"20531","Site",18,349,0.0515759312320917
"20578","Site",3,120,0.025
"20869","Site",0,10,0
"21015","Site",0,4,0
"21129","Site",2,36,0.0555555555555556
"21380","Site",15,399,0.037593984962406
"21541","Site",2,61,0.0327868852459016
"22033","Site",2,126,0.0158730158730159
"22677","Site",20,385,0.051948051948052
"24680","Site",1,11,0.0909090909090909
"24867","Site",0,19,0
"24917","Site",3,63,0.0476190476190476
"24964","Site",1,59,0.0169491525423729
"25476","Site",7,130,0.0538461538461538
"25605","Site",13,338,0.0384615384615385
"25616","Site",2,158,0.0126582278481013
"25664","Site",3,2,1.5
"25970","Site",0,71,0
"26115","Site",13,411,0.0316301703163017
"26674","Site",2,122,0.0163934426229508
"26880","Site",15,324,0.0462962962962963
"27025","Site",3,49,0.0612244897959184
"28676","Site",5,292,0.0171232876712329
"28689","Site",14,321,0.043613707165109
"28822","Site",6,132,0.0454545454545455
"29060","Site",7,161,0.0434782608695652
"29192","Site",4,91,0.043956043956044
"29254","Site",1,25,0.04
"30019","Site",0,54,0
"30212","Site",4,105,0.0380952380952381
"30516","Site",0,10,0
"30729","Site",9,322,0.0279503105590062
"30776","Site",2,32,0.0625
"30816","Site",3,37,0.0810810810810811
"30995","Site",1,24,0.0416666666666667
"31107","Site",21,415,0.0506024096385542
"32900","Site",0,38,0
"32913","Site",13,224,0.0580357142857143
"33296","Site",7,271,0.025830258302583
"33617","Site",16,440,0.0363636363636364
"33620","Site",5,194,0.0257731958762887
"33633","Site",0,14,0
"33824","Site",8,180,0.0444444444444444
"34071","Site",15,316,0.0474683544303797
"34326","Site",1,27,0.037037037037037
"34341","Site",30,557,0.0538599640933573
"34343","Site",0,15,0
"34355","Site",17,319,0.0532915360501567
"34660","Site",8,162,0.0493827160493827
"34664","Site",0,107,0
"34694","Site",10,345,0.0289855072463768
"34696","Site",12,283,0.0424028268551237
"34713","Site",24,633,0.037914691943128
"34869","Site",6,144,0.0416666666666667
"34903","Site",2,73,0.0273972602739726
"35223","Site",5,49,0.102040816326531
"36994","Site",2,20,0.1
"37186","Site",30,808,0.0371287128712871
"37191","Site",2,45,0.0444444444444444
"37702","Site",29,570,0.0508771929824561
"37728","Site",16,436,0.036697247706422
"37781","Site",3,35,0.0857142857142857
"37908","Site",9,194,0.0463917525773196
"37912","Site",2,45,0.0444444444444444
"38166","Site",4,42,0.0952380952380952
"38272","Site",11,277,0.0397111913357401
"38404","Site",10,127,0.078740157480315
"38497","Site",8,190,0.0421052631578947
"38711","Site",23,301,0.0764119601328904
"38758","Site",0,21,0
"39000","Site",2,90,0.0222222222222222
"39044","Site",2,61,0.0327868852459016
"39048","Site",5,79,0.0632911392405063
