"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",13,49,0.26530612244898
"SITE101","Site",4,117,0.0341880341880342
"SITE1102","Site",11,111,0.0990990990990991
"SITE1233","Site",16,106,0.150943396226415
"SITE1257","Site",21,298,0.0704697986577181
"SITE1273","Site",5,21,0.238095238095238
"SITE1544","Site",8,107,0.0747663551401869
"SITE1727","Site",12,195,0.0615384615384615
"SITE1748","Site",12,125,0.096
"SITE1750","Site",49,389,0.125964010282776
"SITE1786","Site",16,169,0.0946745562130177
"SITE180","Site",18,365,0.0493150684931507
"SITE1841","Site",4,23,0.173913043478261
"SITE1910","Site",20,247,0.0809716599190283
"SITE1934","Site",9,67,0.134328358208955
"SITE1935","Site",5,26,0.192307692307692
"SITE1982","Site",28,307,0.0912052117263844
"SITE2030","Site",0,5,0
"SITE2062","Site",0,4,0
"SITE213","Site",101,1006,0.100397614314115
"SITE216","Site",15,258,0.0581395348837209
"SITE2170","Site",27,536,0.0503731343283582
"SITE2192","Site",89,1005,0.0885572139303483
"SITE2323","Site",21,381,0.0551181102362205
"SITE2354","Site",6,53,0.113207547169811
"SITE2373","Site",5,183,0.0273224043715847
"SITE2532","Site",36,583,0.0617495711835334
"SITE2883","Site",4,123,0.032520325203252
"SITE2894","Site",6,39,0.153846153846154
"SITE2901","Site",33,262,0.125954198473282
"SITE2923","Site",5,30,0.166666666666667
"SITE2980","Site",9,166,0.0542168674698795
"SITE2986","Site",16,367,0.0435967302452316
"SITE3068","Site",12,102,0.117647058823529
"SITE3077","Site",6,52,0.115384615384615
"SITE3081","Site",64,603,0.106135986733002
"SITE3090","Site",15,268,0.0559701492537313
"SITE3289","Site",33,413,0.0799031476997579
"SITE3319","Site",12,194,0.0618556701030928
"SITE3353","Site",14,113,0.123893805309735
"SITE3415","Site",12,174,0.0689655172413793
"SITE3719","Site",10,163,0.0613496932515337
"SITE3754","Site",12,144,0.0833333333333333
"SITE3759","Site",3,28,0.107142857142857
"SITE3839","Site",14,72,0.194444444444444
"SITE3871","Site",8,40,0.2
"SITE3909","Site",34,516,0.0658914728682171
"SITE3938","Site",15,165,0.0909090909090909
"SITE3989","Site",30,350,0.0857142857142857
"SITE4028","Site",4,24,0.166666666666667
"SITE404","Site",5,121,0.0413223140495868
"SITE4072","Site",18,177,0.101694915254237
"SITE4155","Site",4,35,0.114285714285714
"SITE4260","Site",22,259,0.0849420849420849
"SITE4264","Site",33,296,0.111486486486486
"SITE4275","Site",4,28,0.142857142857143
"SITE4314","Site",49,284,0.172535211267606
"SITE4323","Site",59,977,0.060388945752303
"SITE4424","Site",3,24,0.125
"SITE4485","Site",48,800,0.06
"SITE4543","Site",6,52,0.115384615384615
"SITE4590","Site",51,666,0.0765765765765766
"SITE4597","Site",6,47,0.127659574468085
"SITE4612","Site",1,6,0.166666666666667
"SITE4629","Site",61,521,0.117082533589251
"SITE4671","Site",7,43,0.162790697674419
"SITE4703","Site",2,17,0.117647058823529
"SITE4744","Site",0,6,0
"SITE4754","Site",1,30,0.0333333333333333
"SITE4874","Site",7,255,0.0274509803921569
"SITE4875","Site",0,28,0
"SITE4959","Site",43,645,0.0666666666666667
"SITE4976","Site",0,6,0
"SITE5033","Site",38,461,0.0824295010845987
"SITE5062","Site",11,120,0.0916666666666667
"SITE5185","Site",1,10,0.1
"SITE5217","Site",0,4,0
"SITE5289","Site",4,36,0.111111111111111
"SITE5384","Site",27,539,0.0500927643784787
"SITE5425","Site",7,89,0.0786516853932584
"SITE5611","Site",19,169,0.112426035502959
"SITE5895","Site",36,497,0.0724346076458753
"SITE6068","Site",0,11,0
"SITE6123","Site",3,19,0.157894736842105
"SITE6155","Site",8,63,0.126984126984127
"SITE6184","Site",5,59,0.0847457627118644
"SITE6384","Site",10,158,0.0632911392405063
"SITE6405","Site",29,450,0.0644444444444444
"SITE6410","Site",16,214,0.0747663551401869
"SITE6440","Site",0,2,0
"SITE6572","Site",10,71,0.140845070422535
"SITE6603","Site",60,579,0.103626943005181
"SITE6832","Site",8,122,0.0655737704918033
"SITE6900","Site",30,436,0.0688073394495413
"SITE6991","Site",10,49,0.204081632653061
"SITE7004","Site",17,376,0.0452127659574468
