"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE9360","Site",0,880,0,0.0141083916083916,9.66581890721492,-1.14142183688819
"SITE6603","Site",0,848,0,0.0141083916083916,9.66581890721492,-1.12047653754541
"SITE4590","Site",1,960,0.00104166666666667,0.0141083916083916,9.66581890721492,-1.10415412839331
"SITE4323","Site",5,1408,0.00355113636363636,0.0141083916083916,9.66581890721492,-1.08038783141385
"SITE7809","Site",0,688,0,0.0141083916083916,9.66581890721492,-1.00925070151694
"SITE8625","Site",4,1184,0.00337837837837838,0.0141083916083916,9.66581890721492,-1.00693965290998
"SITE8351","Site",1,816,0.00122549019607843,0.0141083916083916,9.66581890721492,-1.0036588018418
"SITE2986","Site",0,608,0,0.0141083916083916,9.66581890721492,-0.94876057684422
"SITE9737","Site",0,608,0,0.0141083916083916,9.66581890721492,-0.94876057684422
"SITE213","Site",6,1296,0.00462962962962963,0.0141083916083916,9.66581890721492,-0.930639439474068
"SITE9580","Site",0,528,0,0.0141083916083916,9.66581890721492,-0.884141553053086
"SITE6900","Site",1,656,0.00152439024390244,0.0141083916083916,9.66581890721492,-0.879018491667083
"SITE8517","Site",1,656,0.00152439024390244,0.0141083916083916,9.66581890721492,-0.879018491667083
"SITE9661","Site",0,496,0,0.0141083916083916,9.66581890721492,-0.856930654895517
"SITE8633","Site",1,608,0.00164473684210526,0.0141083916083916,9.66581890721492,-0.83815537687624
"SITE8091","Site",0,448,0,0.0141083916083916,9.66581890721492,-0.814411406781896
"SITE4072","Site",0,432,0,0.0141083916083916,9.66581890721492,-0.799736125374324
"SITE4874","Site",0,432,0,0.0141083916083916,9.66581890721492,-0.799736125374324
"SITE8354","Site",0,432,0,0.0141083916083916,9.66581890721492,-0.799736125374324
"SITE6405","Site",2,672,0.00297619047619048,0.0141083916083916,9.66581890721492,-0.787033132802697
"SITE1727","Site",0,416,0,0.0141083916083916,9.66581890721492,-0.784786468385513
"SITE3090","Site",0,400,0,0.0141083916083916,9.66581890721492,-0.769546445442557
"SITE216","Site",1,528,0.00189393939393939,0.0141083916083916,9.66581890721492,-0.765452579594906
"SITE2373","Site",0,384,0,0.0141083916083916,9.66581890721492,-0.753998449882719
"SITE7011","Site",2,624,0.00320512820512821,0.0141083916083916,9.66581890721492,-0.742807249685912
"SITE7184","Site",0,368,0,0.0141083916083916,9.66581890721492,-0.738123020341333
"SITE3319","Site",0,352,0,0.0141083916083916,9.66581890721492,-0.721898555123974
"SITE5611","Site",0,352,0,0.0141083916083916,9.66581890721492,-0.721898555123974
"SITE6410","Site",0,352,0,0.0141083916083916,9.66581890721492,-0.721898555123974
"SITE8210","Site",1,480,0.00208333333333333,0.0141083916083916,9.66581890721492,-0.718513848890443
"SITE1748","Site",0,336,0,0.0141083916083916,9.66581890721492,-0.705300967404944
"SITE3938","Site",0,336,0,0.0141083916083916,9.66581890721492,-0.705300967404944
"SITE6384","Site",0,336,0,0.0141083916083916,9.66581890721492,-0.705300967404944
"SITE7096","Site",0,336,0,0.0141083916083916,9.66581890721492,-0.705300967404944
"SITE3719","Site",0,320,0,0.0141083916083916,9.66581890721492,-0.688303265541156
"SITE6832","Site",0,320,0,0.0141083916083916,9.66581890721492,-0.688303265541156
"SITE1257","Site",1,448,0.00223214285714286,0.0141083916083916,9.66581890721492,-0.685560248203153
"SITE3353","Site",0,304,0,0.0141083916083916,9.66581890721492,-0.670875037609008
"SITE5062","Site",0,288,0,0.0141083916083916,9.66581890721492,-0.652981812012523
"SITE8768","Site",0,288,0,0.0141083916083916,9.66581890721492,-0.652981812012523
"SITE3754","Site",0,272,0,0.0141083916083916,9.66581890721492,-0.634584255675656
"SITE9142","Site",13,1552,0.00837628865979381,0.0141083916083916,9.66581890721492,-0.615867342017063
"SITE2883","Site",0,256,0,0.0141083916083916,9.66581890721492,-0.615637156354046
"SITE3068","Site",0,256,0,0.0141083916083916,9.66581890721492,-0.615637156354046
"SITE9346","Site",9,1168,0.00770547945205479,0.0141083916083916,9.66581890721492,-0.596796544582696
"SITE1910","Site",1,368,0.00271739130434783,0.0141083916083916,9.66581890721492,-0.595954505836713
"SITE8764","Site",1,352,0.00284090909090909,0.0141083916083916,9.66581890721492,-0.576534843590336
