"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"SITE6832","Site",90,2256,0.0398936170212766,0.0502634825385705,0.870130663340579,-2.41669909161544,0,0,2
"SITE4874","Site",177,4136,0.0427949709864603,0.0502634825385705,0.870130663340579,-2.35669960531823,0,0,2
"SITE6155","Site",25,752,0.0332446808510638,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE6603","Site",435,9400,0.0462765957446808,0.0502634825385705,0.870130663340579,-1.89660869811377,0,0,2
"SITE4323","Site",641,13536,0.0473552009456265,0.0502634825385705,0.870130663340579,-1.66020430001539,0,0,2
"SITE180","Site",331,7144,0.0463325867861142,0.0502634825385705,0.870130663340579,-1.63020475798058,0,0,2
"SITE9858","Site",29,752,0.038563829787234,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE7809","Site",242,5264,0.0459726443768997,0.0502634825385705,0.870130663340579,-1.52749564858197,0,0,2
"SITE9147","Site",13,376,0.0345744680851064,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE958","Site",499,10528,0.0473974164133739,0.0502634825385705,0.870130663340579,-1.44290936184941,0,0,2
"SITE5611","Site",30,752,0.0398936170212766,0.0502634825385705,0.870130663340579,-1.3952818710945,0,0,2
"SITE6405","Site",374,7896,0.0473657548125633,0.0502634825385705,0.870130663340579,-1.26340052491896,0,0,2
"SITE2894","Site",14,376,0.0372340425531915,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE4028","Site",14,376,0.0372340425531915,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE8616","Site",14,376,0.0372340425531915,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE8788","Site",283,6016,0.0470412234042553,0.0502634825385705,0.870130663340579,-1.22629309888308,0,0,2
"SITE6410","Site",121,2632,0.0459726443768997,0.0502634825385705,0.870130663340579,-1.08010253134525,0,0,2
"SITE8517","Site",359,7520,0.0477393617021277,0.0502634825385705,0.870130663340579,-1.0739868631232,0,0,2
"SITE4875","Site",32,752,0.0425531914893617,0.0502634825385705,0.870130663340579,-1.03743190342073,0,0,2
"SITE7543","Site",32,752,0.0425531914893617,0.0502634825385705,0.870130663340579,-1.03743190342073,0,0,2
"SITE8627","Site",15,376,0.0398936170212766,0.0502634825385705,0.870130663340579,NA,NA,NA,2
"SITE9142","Site",899,18424,0.0487950499348676,0.0502634825385705,0.870130663340579,-0.977970800240254,0,0,2
"SITE3090","Site",269,5640,0.0476950354609929,0.0502634825385705,0.870130663340579,-0.946433448420241,0,0,2
"SITE7004","Site",159,3384,0.0469858156028369,0.0502634825385705,0.870130663340579,-0.935534707836656,0,0,2
"SITE7983","Site",454,9400,0.0482978723404255,0.0502634825385705,0.870130663340579,-0.935063770713639,0,0,2
"SITE4959","Site",418,8648,0.0483348751156337,0.0502634825385705,0.870130663340579,-0.879997789821213,0,0,2
"SITE1910","Site",178,3760,0.0473404255319149,0.0502634825385705,0.870130663340579,-0.879449921839384,0,0,2
"SITE5033","Site",344,7144,0.0481522956326988,0.0502634825385705,0.870130663340579,-0.875542663981311,0,0,2
"SITE1935","Site",33,752,0.0438829787234043,0.0502634825385705,0.870130663340579,-0.858506919583846,0,0,2
"SITE9884","Site",33,752,0.0438829787234043,0.0502634825385705,0.870130663340579,-0.858506919583846,0,0,2
"SITE3839","Site",106,2256,0.0469858156028369,0.0502634825385705,0.870130663340579,-0.763860890287849,0,0,2
"SITE5425","Site",70,1504,0.0465425531914894,0.0502634825385705,0.870130663340579,-0.708035851487607,0,0,2
"SITE7860","Site",34,752,0.0452127659574468,0.0502634825385705,0.870130663340579,-0.679581935746961,0,0,2
"SITE7096","Site",199,4136,0.0481141199226306,0.0502634825385705,0.870130663340579,-0.67823447728888,0,0,2
"SITE2532","Site",292,6016,0.0485372340425532,0.0502634825385705,0.870130663340579,-0.65695728660669,0,0,2
"SITE2170","Site",367,7520,0.0488031914893617,0.0502634825385705,0.870130663340579,-0.621338479736513,0,0,2
"SITE5384","Site",423,8648,0.0489130434782609,0.0502634825385705,0.870130663340579,-0.616187293602279,0,0,2
"SITE101","Site",126,2632,0.0478723404255319,0.0502634825385705,0.870130663340579,-0.601905397451192,0,0,2
"SITE8351","Site",443,9024,0.0490913120567376,0.0502634825385705,0.870130663340579,-0.54634909853744,0,0,2
"SITE2354","Site",53,1128,0.0469858156028369,0.0502634825385705,0.870130663340579,-0.540131215405732,0,0,2
"SITE3989","Site",313,6392,0.0489674593241552,0.0502634825385705,0.870130663340579,-0.508406472388944,0,0,2
"SITE2901","Site",183,3760,0.0486702127659574,0.0502634825385705,0.870130663340579,-0.47936149510706,0,0,2
"SITE4260","Site",72,1504,0.0478723404255319,0.0502634825385705,0.870130663340579,-0.454997712698099,0,0,2
"SITE759","Site",314,6392,0.0491239048811014,0.0502634825385705,0.870130663340579,-0.4470357092396,0,0,2
"SITE2986","Site",221,4512,0.0489804964539007,0.0502634825385705,0.870130663340579,-0.422850061857324,0,0,2
"SITE6384","Site",128,2632,0.0486322188449848,0.0502634825385705,0.870130663340579,-0.410626543893568,0,0,2
"SITE5895","Site",465,9400,0.049468085106383,0.0502634825385705,0.870130663340579,-0.378379865376722,0,0,2
"SITE1544","Site",73,1504,0.0485372340425532,0.0502634825385705,0.870130663340579,-0.328478643303345,0,0,2
"SITE3754","Site",73,1504,0.0485372340425532,0.0502634825385705,0.870130663340579,-0.328478643303345,0,0,2
"SITE8768","Site",73,1504,0.0485372340425532,0.0502634825385705,0.870130663340579,-0.328478643303345,0,0,2
"SITE9737","Site",316,6392,0.0494367959949937,0.0502634825385705,0.870130663340579,-0.324294182940914,0,0,2
"SITE4543","Site",36,752,0.0478723404255319,0.0502634825385705,0.870130663340579,-0.321731968073194,0,0,2
