"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","StudyID","SnapshotDate"
-2,7367.792,8.90487334735208,624.150181249579,0.0847133281245696,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7381,8.90666440977005,625.35300565666,0.0847246993167132,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7394.208,8.90845227001787,626.55590505837,0.0847360400273254,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7407.416,8.91023693952517,627.758879253856,0.0847473503923441,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7420.624,8.91201842966051,628.961928043164,0.0847586305468602,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7433.832,8.91379675173178,630.165051227227,0.084769880625124,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7447.04,8.91557191698667,631.368248607862,0.0847811007605521,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7460.248,8.91734393661307,632.571519987766,0.0847922910857341,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7473.456,8.91911282173948,633.774865170506,0.0848034517324389,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7486.664,8.92087858343548,634.978283960519,0.0848145828316216,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7499.872,8.9226412327121,636.181776163104,0.0848256845134296,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7513.08,8.92440078052224,637.385341584416,0.0848367569072092,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7526.288,8.92615723776109,638.58898003146,0.084847800141512,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7539.496,8.92791061526655,639.792691312092,0.084858814344101,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7552.704,8.92966092381957,640.996475235004,0.0848697996419566,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7565.912,8.93140817414463,642.200331609727,0.0848807561612833,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7579.12,8.93315237691007,643.404260246623,0.0848916840275155,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7592.328,8.9348935427285,644.608260956878,0.0849025833653232,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7605.536,8.9366316821572,645.8123335525,0.0849134542986188,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7618.744,8.93836680569851,647.016477846313,0.084924296950562,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7631.952,8.94009892380017,648.220693651951,0.0849351114435667,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7645.16,8.94182804685574,649.424980783856,0.0849458978993057,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7658.368,8.94355418520495,650.629339057268,0.0849566564387175,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
-2,7671.576,8.94527734913408,651.833768288226,0.0849673871820113,"Analysis_cou0001","AA-AA-000-0000",2012-03-29
