"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"10630","Site",5,255,0.0196078431372549,0.0442263235684238,1.34689215172086,-1.61073650812562
"5968","Site",6,277,0.0216606498194946,0.0442263235684238,1.34689215172086,-1.53879709860848
"33824","Site",3,180,0.0166666666666667,0.0442263235684238,1.34689215172086,-1.51496719416858
"12937","Site",7,301,0.0232558139534884,0.0442263235684238,1.34689215172086,-1.49068335364213
"13081","Site",2,138,0.0144927536231884,0.0442263235684238,1.34689215172086,-1.43113224915307
"39044","Site",0,61,0,0.0442263235684238,1.34689215172086,-1.41526877786964
"32913","Site",5,224,0.0223214285714286,0.0442263235684238,1.34689215172086,-1.34325465481181
"29192","Site",1,91,0.010989010989011,0.0442263235684238,1.34689215172086,-1.29909157705331
"39000","Site",1,90,0.0111111111111111,0.0442263235684238,1.34689215172086,-1.28718796276121
"12432","Site",5,212,0.0235849056603774,0.0442263235684238,1.34689215172086,-1.23140418864844
"13333","Site",2,118,0.0169491525423729,0.0442263235684238,1.34689215172086,-1.21404140798811
"531","Site",26,774,0.0335917312661499,0.0442263235684238,1.34689215172086,-1.21222851254559
"18033","Site",0,43,0,0.0442263235684238,1.34689215172086,-1.18825113041817
"17961","Site",10,344,0.0290697674418605,0.0442263235684238,1.34689215172086,-1.1517889898916
"34713","Site",21,633,0.033175355450237,0.0442263235684238,1.34689215172086,-1.13918786572292
"10624","Site",2,110,0.0181818181818182,0.0442263235684238,1.34689215172086,-1.11919465153284
"25605","Site",10,338,0.029585798816568,0.0442263235684238,1.34689215172086,-1.1028289615718
"31107","Site",13,415,0.0313253012048193,0.0442263235684238,1.34689215172086,-1.07681561776693
"33296","Site",8,271,0.029520295202952,0.0442263235684238,1.34689215172086,-0.991912159396249
"25476","Site",3,130,0.0230769230769231,0.0442263235684238,1.34689215172086,-0.988013563687823
"17013","Site",0,28,0,0.0442263235684238,1.34689215172086,-0.958855191558958
"18777","Site",16,477,0.0335429769392034,0.0442263235684238,1.34689215172086,-0.956003931993231
"37186","Site",30,808,0.0371287128712871,0.0442263235684238,1.34689215172086,-0.826629736960578
"38272","Site",9,277,0.0324909747292419,0.0442263235684238,1.34689215172086,-0.800256218618268
"6530","Site",7,223,0.031390134529148,0.0442263235684238,1.34689215172086,-0.785383377434723
"9044","Site",1,53,0.0188679245283019,0.0442263235684238,1.34689215172086,-0.756402465531497
"12407","Site",1,52,0.0192307692307692,0.0442263235684238,1.34689215172086,-0.738512097615617
"37702","Site",21,570,0.0368421052631579,0.0442263235684238,1.34689215172086,-0.722329122333342
"34664","Site",3,107,0.0280373831775701,0.0442263235684238,1.34689215172086,-0.686125376584045
"29060","Site",5,161,0.031055900621118,0.0442263235684238,1.34689215172086,-0.684708673406244
"27025","Site",1,49,0.0204081632653061,0.0442263235684238,1.34689215172086,-0.683123810750362
"33633","Site",0,14,0,0.0442263235684238,1.34689215172086,-0.678013008127265
"37912","Site",1,45,0.0222222222222222,0.0442263235684238,1.34689215172086,-0.604787857038427
"17172","Site",8,228,0.0350877192982456,0.0442263235684238,1.34689215172086,-0.565380029674463
"17808","Site",19,498,0.0381526104417671,0.0442263235684238,1.34689215172086,-0.55534404112827
"21380","Site",15,399,0.037593984962406,0.0442263235684238,1.34689215172086,-0.542808084919438
"8560","Site",15,396,0.0378787878787879,0.0442263235684238,1.34689215172086,-0.517542374126122
"17938","Site",0,6,0,0.0442263235684238,1.34689215172086,-0.443863704558272
"18244","Site",0,6,0,0.0442263235684238,1.34689215172086,-0.443863704558272
"26115","Site",16,411,0.0389294403892944,0.0442263235684238,1.34689215172086,-0.439981559906168
"5927","Site",6,167,0.0359281437125748,0.0442263235684238,1.34689215172086,-0.439373893321752
"8290","Site",0,4,0,0.0442263235684238,1.34689215172086,-0.362413197169743
"4354","Site",4,111,0.036036036036036,0.0442263235684238,1.34689215172086,-0.353552414370817
"25616","Site",6,158,0.0379746835443038,0.0442263235684238,1.34689215172086,-0.32197019882193
"1881","Site",11,277,0.0397111913357401,0.0442263235684238,1.34689215172086,-0.307895631958124
"534","Site",8,202,0.0396039603960396,0.0442263235684238,1.34689215172086,-0.269173882336607
"30212","Site",4,105,0.0380952380952381,0.0442263235684238,1.34689215172086,-0.257409866606283
"10531","Site",1,30,0.0333333333333333,0.0442263235684238,1.34689215172086,-0.244456118119134
"12417","Site",18,435,0.0413793103448276,0.0442263235684238,1.34689215172086,-0.243291693905895
"39048","Site",3,79,0.0379746835443038,0.0442263235684238,1.34689215172086,-0.227667310926968
"38404","Site",5,127,0.0393700787401575,0.0442263235684238,1.34689215172086,-0.224230974042087
"30019","Site",2,54,0.037037037037037,0.0442263235684238,1.34689215172086,-0.216459096900644
"16498","Site",6,149,0.0402684563758389,0.0442263235684238,1.34689215172086,-0.197946360363474
