"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",4,49,0.0816326530612245
"SITE101","Site",7,89,0.0786516853932584
"SITE1102","Site",4,111,0.036036036036036
"SITE1233","Site",6,106,0.0566037735849057
"SITE1257","Site",9,214,0.0420560747663551
"SITE1273","Site",1,21,0.0476190476190476
"SITE1544","Site",4,79,0.0506329113924051
"SITE1727","Site",6,167,0.0359281437125748
"SITE1748","Site",6,125,0.048
"SITE1750","Site",6,277,0.0216606498194946
"SITE1786","Site",10,141,0.0709219858156028
"SITE180","Site",12,253,0.0474308300395257
"SITE1841","Site",2,23,0.0869565217391304
"SITE1910","Site",9,191,0.0471204188481675
"SITE1934","Site",3,67,0.0447761194029851
"SITE1935","Site",1,26,0.0384615384615385
"SITE1982","Site",7,223,0.031390134529148
"SITE2030","Site",1,5,0.2
"SITE2062","Site",0,4,0
"SITE213","Site",26,699,0.0371959942775393
"SITE216","Site",8,202,0.0396039603960396
"SITE2170","Site",15,396,0.0378787878787879
"SITE2192","Site",34,725,0.0468965517241379
"SITE2323","Site",21,297,0.0707070707070707
"SITE2354","Site",1,53,0.0188679245283019
"SITE2373","Site",10,155,0.0645161290322581
"SITE2532","Site",20,417,0.0479616306954436
"SITE2883","Site",4,95,0.0421052631578947
"SITE2894","Site",4,39,0.102564102564103
"SITE2901","Site",11,178,0.0617977528089888
"SITE2923","Site",1,30,0.0333333333333333
"SITE2980","Site",2,110,0.0181818181818182
"SITE2986","Site",5,255,0.0196078431372549
"SITE3068","Site",5,102,0.0490196078431373
"SITE3077","Site",1,52,0.0192307692307692
"SITE3081","Site",18,435,0.0413793103448276
"SITE3090","Site",5,212,0.0235849056603774
"SITE3289","Site",7,301,0.0232558139534884
"SITE3319","Site",2,138,0.0144927536231884
"SITE3353","Site",5,113,0.0442477876106195
"SITE3415","Site",2,118,0.0169491525423729
"SITE3719","Site",9,135,0.0666666666666667
"SITE3754","Site",5,116,0.0431034482758621
"SITE3759","Site",1,28,0.0357142857142857
"SITE3839","Site",6,72,0.0833333333333333
"SITE3871","Site",2,40,0.05
"SITE3909","Site",16,348,0.0459770114942529
"SITE3938","Site",9,137,0.0656934306569343
"SITE3989","Site",19,266,0.0714285714285714
"SITE4028","Site",1,24,0.0416666666666667
"SITE404","Site",4,93,0.043010752688172
"SITE4072","Site",6,149,0.0402684563758389
"SITE4155","Site",3,35,0.0857142857142857
"SITE4260","Site",13,203,0.0640394088669951
"SITE4264","Site",12,240,0.05
"SITE4275","Site",0,28,0
"SITE4314","Site",8,228,0.0350877192982456
"SITE4323","Site",37,753,0.049136786188579
"SITE4424","Site",1,24,0.0416666666666667
"SITE4485","Site",32,576,0.0555555555555556
"SITE4543","Site",3,52,0.0576923076923077
"SITE4590","Site",19,498,0.0381526104417671
"SITE4597","Site",3,47,0.0638297872340425
"SITE4612","Site",0,6,0
"SITE4629","Site",10,344,0.0290697674418605
"SITE4671","Site",0,43,0
"SITE4703","Site",1,17,0.0588235294117647
"SITE4744","Site",0,6,0
"SITE4754","Site",2,30,0.0666666666666667
"SITE4874","Site",8,171,0.0467836257309941
"SITE4875","Site",1,28,0.0357142857142857
"SITE4959","Site",16,477,0.0335429769392034
"SITE4976","Site",1,6,0.166666666666667
"SITE5033","Site",17,349,0.0487106017191977
"SITE5062","Site",7,120,0.0583333333333333
"SITE5185","Site",2,10,0.2
"SITE5217","Site",1,4,0.25
"SITE5289","Site",3,36,0.0833333333333333
"SITE5384","Site",15,399,0.037593984962406
"SITE5425","Site",3,61,0.0491803278688525
"SITE5611","Site",7,126,0.0555555555555556
"SITE5895","Site",20,385,0.051948051948052
"SITE6068","Site",2,11,0.181818181818182
"SITE6123","Site",4,19,0.210526315789474
"SITE6155","Site",3,63,0.0476190476190476
"SITE6184","Site",4,59,0.0677966101694915
"SITE6384","Site",3,130,0.0230769230769231
"SITE6405","Site",10,338,0.029585798816568
"SITE6410","Site",6,158,0.0379746835443038
"SITE6440","Site",1,2,0.5
"SITE6572","Site",3,71,0.0422535211267606
"SITE6603","Site",16,411,0.0389294403892944
"SITE6832","Site",5,122,0.040983606557377
"SITE6900","Site",15,324,0.0462962962962963
"SITE6991","Site",1,49,0.0204081632653061
"SITE7004","Site",14,292,0.047945205479452
"SITE7011","Site",22,321,0.0685358255451713
"SITE7096","Site",9,132,0.0681818181818182
"SITE7184","Site",5,161,0.031055900621118
"SITE7208","Site",1,91,0.010989010989011
"SITE7246","Site",1,25,0.04
"SITE7543","Site",2,32,0.0625
"SITE759","Site",11,277,0.0397111913357401
"SITE7604","Site",4,105,0.0380952380952381
"SITE7734","Site",3,10,0.3
"SITE7809","Site",14,322,0.0434782608695652
"SITE7838","Site",7,32,0.21875
"SITE7860","Site",2,37,0.0540540540540541
"SITE7913","Site",1,24,0.0416666666666667
"SITE7983","Site",13,413,0.0314769975786925
"SITE8084","Site",2,38,0.0526315789473684
"SITE8091","Site",5,224,0.0223214285714286
