"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE2986","Site",5,255,0.0196078431372549,0.044530087381234,1.32294235379381,-1.63968341597064
"SITE1750","Site",6,277,0.0216606498194946,0.044530087381234,1.32294235379381,-1.56818802988435
"SITE8420","Site",3,180,0.0166666666666667,0.044530087381234,1.32294235379381,-1.5401869918288
"SITE3289","Site",7,301,0.0232558139534884,0.044530087381234,1.32294235379381,-1.52069021189451
"SITE3319","Site",2,138,0.0144927536231884,0.044530087381234,1.32294235379381,-1.45379673600226
"SITE9884","Site",0,61,0,0.044530087381234,1.32294235379381,-1.4329176459133
"SITE8091","Site",5,224,0.0223214285714286,0.044530087381234,1.32294235379381,-1.36945922961862
"SITE7208","Site",1,91,0.010989010989011,0.044530087381234,1.32294235379381,-1.31825812871414
"SITE9858","Site",1,90,0.0111111111111111,0.044530087381234,1.32294235379381,-1.30622250718978
"SITE3090","Site",5,212,0.0235849056603774,0.044530087381234,1.32294235379381,-1.2564778274493
"SITE3415","Site",2,118,0.0169491525423729,0.044530087381234,1.32294235379381,-1.23439101516005
"SITE4671","Site",0,43,0,0.044530087381234,1.32294235379381,-1.20306901358735
"SITE4629","Site",10,344,0.0290697674418605,0.044530087381234,1.32294235379381,-1.18140951523194
"SITE8799","Site",21,633,0.033175355450237,0.044530087381234,1.32294235379381,-1.17701366955699
"SITE2980","Site",2,110,0.0181818181818182,0.044530087381234,1.32294235379381,-1.13854762211044
"SITE6405","Site",10,338,0.029585798816568,0.044530087381234,1.32294235379381,-1.1319737636751
"SITE7983","Site",13,413,0.0314769975786925,0.044530087381234,1.32294235379381,-1.09292690618881
"SITE6384","Site",3,130,0.0230769230769231,0.044530087381234,1.32294235379381,-1.00778015282738
"SITE4959","Site",16,477,0.0335429769392034,0.044530087381234,1.32294235379381,-0.988656544650658
"SITE4275","Site",0,28,0,0.044530087381234,1.32294235379381,-0.970812431776092
"SITE9142","Site",30,808,0.0371287128712871,0.044530087381234,1.32294235379381,-0.866803839846634
"SITE9580","Site",9,277,0.0324909747292419,0.044530087381234,1.32294235379381,-0.825538113926721
"SITE1982","Site",7,223,0.031390134529148,0.044530087381234,1.32294235379381,-0.808442254460682
"SITE213","Site",26,699,0.0371959942775393,0.044530087381234,1.32294235379381,-0.798891449223485
"SITE2354","Site",1,53,0.0188679245283019,0.044530087381234,1.32294235379381,-0.769722102649379
"SITE9346","Site",21,570,0.0368421052631579,0.044530087381234,1.32294235379381,-0.756227660353559
"SITE3077","Site",1,52,0.0192307692307692,0.044530087381234,1.32294235379381,-0.751645833439783
"SITE7184","Site",5,161,0.031055900621118,0.044530087381234,1.32294235379381,-0.704398247344759
"SITE8768","Site",3,107,0.0280373831775701,0.044530087381234,1.32294235379381,-0.702888640840068
"SITE6991","Site",1,49,0.0204081632653061,0.044530087381234,1.32294235379381,-0.695685181880203
"SITE8361","Site",0,14,0,0.044530087381234,1.32294235379381,-0.686468053769077
"SITE9418","Site",1,45,0.0222222222222222,0.044530087381234,1.32294235379381,-0.616548199256418
"SITE4314","Site",8,228,0.0350877192982456,0.044530087381234,1.32294235379381,-0.587423228260144
"SITE4590","Site",19,498,0.0381526104417671,0.044530087381234,1.32294235379381,-0.586362697819668
"SITE5384","Site",15,399,0.037593984962406,0.044530087381234,1.32294235379381,-0.5708272684705
"SITE2170","Site",15,396,0.0378787878787879,0.044530087381234,1.32294235379381,-0.54532682719904
"SITE6603","Site",16,411,0.0389294403892944,0.044530087381234,1.32294235379381,-0.467801787557941
"SITE1727","Site",6,167,0.0359281437125748,0.044530087381234,1.32294235379381,-0.457991687629512
"SITE4612","Site",0,6,0,0.044530087381234,1.32294235379381,-0.449398831223687
"SITE4744","Site",0,6,0,0.044530087381234,1.32294235379381,-0.449398831223687
"SITE8210","Site",8,215,0.0372093023255814,0.044530087381234,1.32294235379381,-0.442262026727677
"SITE1102","Site",4,111,0.036036036036036,0.044530087381234,1.32294235379381,-0.368705093596488
"SITE2062","Site",0,4,0,0.044530087381234,1.32294235379381,-0.366932609167057
"SITE6410","Site",6,158,0.0379746835443038,0.044530087381234,1.32294235379381,-0.339492950372918
"SITE759","Site",11,277,0.0397111913357401,0.044530087381234,1.32294235379381,-0.330438169954969
"SITE216","Site",8,202,0.0396039603960396,0.044530087381234,1.32294235379381,-0.288458973437981
