"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE7838","Site",7,32,0.21875,4.06046290045542,2
"SITE2894","Site",4,39,0.102564102564103,1.49319899371622,0
"SITE8997","Site",5,49,0.102040816326531,1.65863061893778,0
"SITE4155","Site",3,35,0.0857142857142857,1.00384672141108,0
"SITE9395","Site",3,35,0.0857142857142857,1.00384672141108,0
"SITE5289","Site",3,36,0.0833333333333333,0.959228498214567,0
"SITE3839","Site",6,72,0.0833333333333333,1.35655395158982,0
"SITE022","Site",4,49,0.0816326530612245,1.07005166873329,0
"SITE101","Site",7,89,0.0786516853932584,1.3262552974132,0
"SITE9516","Site",3,42,0.0714285714285714,0.718216231507261,0
"SITE3989","Site",19,266,0.0714285714285714,1.8074712122013,0
"SITE1786","Site",10,141,0.0709219858156028,1.29116859322871,0
"SITE2323","Site",21,297,0.0707070707070707,1.85866271520002,0
"SITE7011","Site",22,321,0.0685358255451713,1.77202704994226,0
"SITE7096","Site",9,132,0.0681818181818182,1.11957362547081,0
"SITE6184","Site",4,59,0.0677966101694915,0.736309246165142,0
"SITE4754","Site",2,30,0.0666666666666667,0.499544181240205,0
"SITE9147","Site",3,45,0.0666666666666667,0.611814174007452,0
"SITE3719","Site",9,135,0.0666666666666667,1.05969323417169,0
"SITE3938","Site",9,137,0.0656934306569343,1.02058064077317,0
"SITE2373","Site",10,155,0.0645161290322581,1.0251688540468,0
"SITE4260","Site",13,203,0.0640394088669951,1.14523061769017,0
"SITE4597","Site",3,47,0.0638297872340425,0.545132719879144,0
"SITE7543","Site",2,32,0.0625,0.418816439614409,0
"SITE9414","Site",12,194,0.0618556701030928,0.994240572016337,0
"SITE2901","Site",11,178,0.0617977528089888,0.949175221997123,0
"SITE8633","Site",19,319,0.0595611285266458,1.10608160875744,0
"SITE5062","Site",7,120,0.0583333333333333,0.62298073326408,0
"SITE4543","Site",3,52,0.0576923076923077,0.391051173663874,0
"SITE1233","Site",6,106,0.0566037735849057,0.512148120176094,0
"SITE5611","Site",7,126,0.0555555555555556,0.509900078213792,0
"SITE8835","Site",8,144,0.0555555555555556,0.545106112618641,0
"SITE8764","Site",9,162,0.0555555555555556,0.578172343048319,0
"SITE4485","Site",32,576,0.0555555555555556,1.09021222523728,0
"SITE7860","Site",2,37,0.0540540540540541,0.238683003987206,0
"SITE8517","Site",17,316,0.0537974683544304,0.678739812578498,0
"SITE8084","Site",2,38,0.0526315789473684,0.205759335449886,0
"SITE9661","Site",10,190,0.0526315789473684,0.460091861071127,0
"SITE958","Site",26,497,0.0523138832997988,0.714944617945066,0
"SITE5895","Site",20,385,0.051948051948052,0.59967768085863,0
"SITE8354","Site",10,194,0.0515463917525773,0.402635489010362,0
"SITE1544","Site",4,79,0.0506329113924051,0.223484371556656,0
"SITE8625","Site",28,557,0.0502692998204668,0.558062273788841,0
"SITE3871","Site",2,40,0.05,0.142532253077646,0
"SITE4264","Site",12,240,0.05,0.34913129192947,0
"SITE8786","Site",17,345,0.0492753623188406,0.363139669326125,0
"SITE5425","Site",3,61,0.0491803278688525,0.149638414032329,0
"SITE4323","Site",37,753,0.049136786188579,0.520822901328649,0
"SITE3068","Site",5,102,0.0490196078431373,0.186811155710317,0
"SITE5033","Site",17,349,0.0487106017191977,0.321769737942512,0
"SITE1748","Site",6,125,0.048,0.159836628727711,0
"SITE2532","Site",20,417,0.0479616306954436,0.288708970856802,0
"SITE7004","Site",14,292,0.047945205479452,0.240436234821526,0
"SITE6155","Site",3,63,0.0476190476190476,0.101014881504429,0
"SITE180","Site",12,253,0.0474308300395257,0.19009567164263,0
"SITE1910","Site",9,191,0.0471204188481675,0.147494148500593,0
"SITE2192","Site",34,725,0.0468965517241379,0.262525645129636,0
"SITE4874","Site",8,171,0.0467836257309941,0.121413163295987,0
"SITE9737","Site",14,301,0.0465116279069767,0.141640996210913,0
"SITE6900","Site",15,324,0.0462962962962963,0.130983727022716,0
"SITE3909","Site",16,348,0.0459770114942529,0.111208540793069,0
"SITE9360","Site",20,436,0.0458715596330275,0.115405818217809,0
"SITE1934","Site",3,67,0.0447761194029851,0.00829720466433598,0
"SITE3353","Site",5,113,0.0442477876106195,-0.0123638154261154,0
"SITE7809","Site",14,322,0.0434782608695652,-0.0777633237843657,0
"SITE8351","Site",19,440,0.0431818181818182,-0.116521406346773,0
"SITE3754","Site",5,116,0.0431034482758621,-0.0633061474394073,0
"SITE404","Site",4,93,0.043010752688172,-0.0603667361013296,0
"SITE8788","Site",12,283,0.0424028268551237,-0.147440455910717,0
"SITE6572","Site",3,71,0.0422535211267606,-0.079033685498455,0
"SITE2883","Site",4,95,0.0421052631578947,-0.0973744080498406,0
"SITE1257","Site",9,214,0.0420560747663551,-0.149111645378254,0
"SITE3081","Site",18,435,0.0413793103448276,-0.270747880863859,0
"SITE8857","Site",3,73,0.0410958904109589,-0.120889727005237,0
"SITE6832","Site",5,122,0.040983606557377,-0.161391365955284,0
"SITE4072","Site",6,149,0.0402684563758389,-0.214324462748917,0
"SITE759","Site",11,277,0.0397111913357401,-0.330438169954969,0
"SITE216","Site",8,202,0.0396039603960396,-0.288458973437981,0
"SITE9604","Site",5,127,0.0393700787401575,-0.239582479617641,0
"SITE6603","Site",16,411,0.0389294403892944,-0.467801787557941,0
"SITE4590","Site",19,498,0.0381526104417671,-0.586362697819668,0
"SITE7604","Site",4,105,0.0380952380952381,-0.271666317046454,0
"SITE6410","Site",6,158,0.0379746835443038,-0.339492950372918,0
"SITE9888","Site",3,79,0.0379746835443038,-0.240057767373718,0
"SITE2170","Site",15,396,0.0378787878787879,-0.54532682719904,0
"SITE5384","Site",15,399,0.037593984962406,-0.5708272684705,0
"SITE8210","Site",8,215,0.0372093023255814,-0.442262026727677,0
"SITE213","Site",26,699,0.0371959942775393,-0.798891449223485,0
"SITE9142","Site",30,808,0.0371287128712871,-0.866803839846634,0
"SITE9346","Site",21,570,0.0368421052631579,-0.756227660353559,0
"SITE1102","Site",4,111,0.036036036036036,-0.368705093596488,0
"SITE1727","Site",6,167,0.0359281437125748,-0.457991687629512,0
"SITE4314","Site",8,228,0.0350877192982456,-0.587423228260144,0
"SITE4959","Site",16,477,0.0335429769392034,-0.988656544650658,0
"SITE2923","Site",1,30,0.0333333333333333,-0.252671077192457,0
"SITE8799","Site",21,633,0.033175355450237,-1.17701366955699,0
"SITE9580","Site",9,277,0.0324909747292419,-0.825538113926721,0
"SITE7983","Site",13,413,0.0314769975786925,-1.09292690618881,0
"SITE1982","Site",7,223,0.031390134529148,-0.808442254460682,0
"SITE7184","Site",5,161,0.031055900621118,-0.704398247344759,0
"SITE6405","Site",10,338,0.029585798816568,-1.1319737636751,0
"SITE4629","Site",10,344,0.0290697674418605,-1.18140951523194,0
"SITE8768","Site",3,107,0.0280373831775701,-0.702888640840068,0
"SITE3090","Site",5,212,0.0235849056603774,-1.2564778274493,0
"SITE3289","Site",7,301,0.0232558139534884,-1.52069021189451,0
"SITE6384","Site",3,130,0.0230769230769231,-1.00778015282738,0
"SITE8091","Site",5,224,0.0223214285714286,-1.36945922961862,0
"SITE9418","Site",1,45,0.0222222222222222,-0.616548199256418,0
"SITE1750","Site",6,277,0.0216606498194946,-1.56818802988435,0
"SITE6991","Site",1,49,0.0204081632653061,-0.695685181880203,0
"SITE2986","Site",5,255,0.0196078431372549,-1.63968341597064,0
"SITE3077","Site",1,52,0.0192307692307692,-0.751645833439783,0
"SITE2354","Site",1,53,0.0188679245283019,-0.769722102649379,0
"SITE2980","Site",2,110,0.0181818181818182,-1.13854762211044,0
"SITE3415","Site",2,118,0.0169491525423729,-1.23439101516005,0
"SITE8420","Site",3,180,0.0166666666666667,-1.5401869918288,0
"SITE3319","Site",2,138,0.0144927536231884,-1.45379673600226,0
"SITE9858","Site",1,90,0.0111111111111111,-1.30622250718978,0
"SITE7208","Site",1,91,0.010989010989011,-1.31825812871414,0
"SITE9884","Site",0,61,0,-1.4329176459133,0
"SITE4671","Site",0,43,0,-1.20306901358735,0
"SITE6440","Site",1,2,0.5,NA,NA
"SITE7734","Site",3,10,0.3,NA,NA
"SITE5217","Site",1,4,0.25,NA,NA
"SITE6123","Site",4,19,0.210526315789474,NA,NA
"SITE2030","Site",1,5,0.2,NA,NA
"SITE5185","Site",2,10,0.2,NA,NA
"SITE6068","Site",2,11,0.181818181818182,NA,NA
"SITE4976","Site",1,6,0.166666666666667,NA,NA
"SITE9766","Site",3,21,0.142857142857143,NA,NA
"SITE9082","Site",2,20,0.1,NA,NA
"SITE1841","Site",2,23,0.0869565217391304,NA,NA
"SITE8627","Site",1,15,0.0666666666666667,NA,NA
"SITE4703","Site",1,17,0.0588235294117647,NA,NA
"SITE1273","Site",1,21,0.0476190476190476,NA,NA
"SITE4028","Site",1,24,0.0416666666666667,NA,NA
"SITE4424","Site",1,24,0.0416666666666667,NA,NA
"SITE7913","Site",1,24,0.0416666666666667,NA,NA
"SITE7246","Site",1,25,0.04,NA,NA
"SITE1935","Site",1,26,0.0384615384615385,NA,NA
"SITE8616","Site",1,27,0.037037037037037,NA,NA
"SITE3759","Site",1,28,0.0357142857142857,NA,NA
"SITE4875","Site",1,28,0.0357142857142857,NA,NA
"SITE4275","Site",0,28,0,NA,NA
"SITE8361","Site",0,14,0,NA,NA
"SITE4612","Site",0,6,0,NA,NA
"SITE4744","Site",0,6,0,NA,NA
"SITE2062","Site",0,4,0,NA,NA
