"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",4,49,0.0816326530612245
"257","Site",7,89,0.0786516853932584
"384","Site",29,253,0.114624505928854
"531","Site",54,774,0.0697674418604651
"534","Site",13,202,0.0643564356435644
"1028","Site",11,93,0.118279569892473
"1881","Site",25,277,0.0902527075812274
"2392","Site",32,497,0.0643863179074447
"4354","Site",9,111,0.0810810810810811
"4659","Site",14,106,0.132075471698113
"4695","Site",16,214,0.0747663551401869
"4723","Site",0,21,0
"5444","Site",1,79,0.0126582278481013
"5927","Site",13,167,0.0778443113772455
"5960","Site",26,125,0.208
"5968","Site",19,277,0.0685920577617329
"6022","Site",12,141,0.0851063829787234
"6209","Site",6,23,0.260869565217391
"6416","Site",17,216,0.0787037037037037
"6452","Site",11,67,0.164179104477612
"6453","Site",0,26,0
"6530","Site",14,223,0.062780269058296
"8240","Site",2,5,0.4
"8290","Site",0,4,0
"8560","Site",50,396,0.126262626262626
"8594","Site",66,725,0.0910344827586207
"8995","Site",22,297,0.0740740740740741
"9044","Site",5,53,0.0943396226415094
"9075","Site",7,155,0.0451612903225806
"9522","Site",44,417,0.105515587529976
"10371","Site",7,95,0.0736842105263158
"10388","Site",8,39,0.205128205128205
"10497","Site",16,178,0.0898876404494382
"10531","Site",5,30,0.166666666666667
"10624","Site",7,110,0.0636363636363636
"10630","Site",17,255,0.0666666666666667
"12392","Site",10,102,0.0980392156862745
"12407","Site",3,52,0.0576923076923077
"12417","Site",27,435,0.0620689655172414
"12432","Site",26,212,0.122641509433962
"12937","Site",22,301,0.0730897009966777
"13081","Site",17,138,0.123188405797101
"13139","Site",7,113,0.0619469026548673
"13333","Site",13,118,0.110169491525424
"14105","Site",8,135,0.0592592592592593
"14164","Site",6,116,0.0517241379310345
"14169","Site",1,28,0.0357142857142857
"14393","Site",12,72,0.166666666666667
"14449","Site",6,40,0.15
"14601","Site",31,348,0.089080459770115
"14648","Site",14,137,0.102189781021898
"14729","Site",19,266,0.0714285714285714
"16424","Site",2,24,0.0833333333333333
"16498","Site",21,149,0.140939597315436
"16725","Site",1,35,0.0285714285714286
"16992","Site",20,203,0.0985221674876847
"16996","Site",19,240,0.0791666666666667
"17013","Site",2,28,0.0714285714285714
"17172","Site",29,228,0.12719298245614
"17187","Site",57,753,0.0756972111553785
"17444","Site",4,24,0.166666666666667
"17541","Site",50,576,0.0868055555555556
"17731","Site",2,52,0.0384615384615385
"17808","Site",35,498,0.070281124497992
"17815","Site",4,47,0.0851063829787234
"17938","Site",3,6,0.5
"17961","Site",32,344,0.0930232558139535
"18033","Site",1,43,0.0232558139534884
"18179","Site",4,17,0.235294117647059
"18244","Site",1,6,0.166666666666667
"18260","Site",2,30,0.0666666666666667
"18548","Site",21,171,0.12280701754386
"18549","Site",3,28,0.107142857142857
"18777","Site",35,477,0.0733752620545073
"18806","Site",2,6,0.333333333333333
"20531","Site",37,349,0.106017191977077
"20578","Site",10,120,0.0833333333333333
"20869","Site",0,10,0
"21015","Site",2,4,0.5
"21129","Site",1,36,0.0277777777777778
"21380","Site",38,399,0.0952380952380952
"21541","Site",2,61,0.0327868852459016
"22033","Site",5,126,0.0396825396825397
"22677","Site",27,385,0.0701298701298701
"24680","Site",6,11,0.545454545454545
"24867","Site",4,19,0.210526315789474
"24917","Site",4,63,0.0634920634920635
"24964","Site",11,59,0.186440677966102
"25476","Site",14,130,0.107692307692308
"25605","Site",36,338,0.106508875739645
"25616","Site",12,158,0.0759493670886076
"25664","Site",1,2,0.5
"25970","Site",10,71,0.140845070422535
"26115","Site",45,411,0.109489051094891
"26674","Site",13,122,0.10655737704918
"26880","Site",22,324,0.0679012345679012
"27025","Site",4,49,0.0816326530612245
"28676","Site",20,292,0.0684931506849315
"28689","Site",27,321,0.0841121495327103
"28822","Site",12,132,0.0909090909090909
"29060","Site",16,161,0.0993788819875776
"29192","Site",9,91,0.0989010989010989
"29254","Site",2,25,0.08
"30019","Site",4,54,0.0740740740740741
"30212","Site",12,105,0.114285714285714
"30516","Site",5,10,0.5
"30729","Site",34,322,0.105590062111801
"30776","Site",8,32,0.25
"30816","Site",3,37,0.0810810810810811
"30995","Site",3,24,0.125
"31107","Site",38,415,0.091566265060241
"32900","Site",6,38,0.157894736842105
"32913","Site",17,224,0.0758928571428571
"33296","Site",16,271,0.0590405904059041
"33617","Site",28,440,0.0636363636363636
"33620","Site",13,194,0.0670103092783505
"33633","Site",1,14,0.0714285714285714
"33824","Site",19,180,0.105555555555556
"34071","Site",28,316,0.0886075949367089
"34326","Site",1,27,0.037037037037037
"34341","Site",49,557,0.0879712746858169
"34343","Site",2,15,0.133333333333333
"34355","Site",27,319,0.0846394984326019
"34660","Site",9,162,0.0555555555555556
"34664","Site",5,107,0.0467289719626168
"34694","Site",38,345,0.110144927536232
"34696","Site",24,283,0.0848056537102474
"34713","Site",47,633,0.0742496050552923
"34869","Site",9,144,0.0625
"34903","Site",7,73,0.0958904109589041
"35223","Site",10,49,0.204081632653061
"36994","Site",4,20,0.2
"37186","Site",76,808,0.0940594059405941
"37191","Site",6,45,0.133333333333333
"37702","Site",35,570,0.0614035087719298
"37728","Site",37,436,0.0848623853211009
"37781","Site",7,35,0.2
"37908","Site",18,194,0.0927835051546392
"37912","Site",5,45,0.111111111111111
"38166","Site",8,42,0.19047619047619
"38272","Site",21,277,0.075812274368231
"38404","Site",14,127,0.110236220472441
"38497","Site",14,190,0.0736842105263158
"38711","Site",28,301,0.0930232558139535
"38758","Site",3,21,0.142857142857143
"39000","Site",7,90,0.0777777777777778
"39044","Site",5,61,0.0819672131147541
"39048","Site",6,79,0.0759493670886076
