"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"6416","Site",2,5,0.4,NA,NA
"34071","Site",2,6,0.333333333333333,NA,NA
"34355","Site",2,6,0.333333333333333,NA,NA
"26674","Site",1,5,0.2,NA,NA
"25605","Site",1,6,0.166666666666667,NA,NA
"34696","Site",1,6,0.166666666666667,NA,NA
"12937","Site",1,7,0.142857142857143,NA,NA
"26880","Site",1,7,0.142857142857143,NA,NA
"8560","Site",1,10,0.1,NA,NA
"12417","Site",1,11,0.0909090909090909,NA,NA
"31107","Site",1,13,0.0769230769230769,NA,NA
"37186","Site",0,15,0,NA,NA
"8594","Site",0,14,0,NA,NA
"17187","Site",0,14,0,NA,NA
"34713","Site",0,13,0,NA,NA
"17808","Site",0,12,0,NA,NA
"34341","Site",0,12,0,NA,NA
"531","Site",0,11,0,NA,NA
"2392","Site",0,11,0,NA,NA
"9522","Site",0,11,0,NA,NA
"17541","Site",0,11,0,NA,NA
"18777","Site",0,11,0,NA,NA
"37702","Site",0,11,0,NA,NA
"20531","Site",0,10,0,NA,NA
"16498","Site",0,9,0,NA,NA
"22677","Site",0,9,0,NA,NA
"26115","Site",0,9,0,NA,NA
"28676","Site",0,9,0,NA,NA
"33617","Site",0,9,0,NA,NA
"37728","Site",0,9,0,NA,NA
"534","Site",0,8,0,NA,NA
"16992","Site",0,8,0,NA,NA
"17172","Site",0,8,0,NA,NA
"34694","Site",0,8,0,NA,NA
"384","Site",0,7,0,NA,NA
"5927","Site",0,7,0,NA,NA
"5960","Site",0,7,0,NA,NA
"5968","Site",0,7,0,NA,NA
"10630","Site",0,7,0,NA,NA
"13139","Site",0,7,0,NA,NA
"14601","Site",0,7,0,NA,NA
"14729","Site",0,7,0,NA,NA
"17961","Site",0,7,0,NA,NA
"18548","Site",0,7,0,NA,NA
"21380","Site",0,7,0,NA,NA
"30729","Site",0,7,0,NA,NA
"34664","Site",0,7,0,NA,NA
"37908","Site",0,7,0,NA,NA
"38497","Site",0,7,0,NA,NA
"1881","Site",0,6,0,NA,NA
"4659","Site",0,6,0,NA,NA
"8995","Site",0,6,0,NA,NA
"14393","Site",0,6,0,NA,NA
"22033","Site",0,6,0,NA,NA
"28689","Site",0,6,0,NA,NA
"33296","Site",0,6,0,NA,NA
"33620","Site",0,6,0,NA,NA
"33824","Site",0,6,0,NA,NA
"38711","Site",0,6,0,NA,NA
"4695","Site",0,5,0,NA,NA
"6022","Site",0,5,0,NA,NA
"6530","Site",0,5,0,NA,NA
"9075","Site",0,5,0,NA,NA
"10388","Site",0,5,0,NA,NA
"12432","Site",0,5,0,NA,NA
"13081","Site",0,5,0,NA,NA
"14105","Site",0,5,0,NA,NA
"16996","Site",0,5,0,NA,NA
"20578","Site",0,5,0,NA,NA
"24964","Site",0,5,0,NA,NA
"25476","Site",0,5,0,NA,NA
"28822","Site",0,5,0,NA,NA
"29060","Site",0,5,0,NA,NA
"32913","Site",0,5,0,NA,NA
"34869","Site",0,5,0,NA,NA
"35223","Site",0,5,0,NA,NA
"38272","Site",0,5,0,NA,NA
"38404","Site",0,5,0,NA,NA
"34","Site",0,4,0,NA,NA
"4354","Site",0,4,0,NA,NA
"6452","Site",0,4,0,NA,NA
"10497","Site",0,4,0,NA,NA
"10624","Site",0,4,0,NA,NA
"12392","Site",0,4,0,NA,NA
