"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE4590","Site",0,864,0,0.010902714242147,8.67039419811901,-1.04805786011844
"SITE9360","Site",0,800,0,0.010902714242147,8.67039419811901,-1.00849414610947
"SITE2170","Site",0,784,0,0.010902714242147,8.67039419811901,-0.99835826930132
"SITE6603","Site",0,752,0,0.010902714242147,8.67039419811901,-0.977771351683431
"SITE8351","Site",0,736,0,0.010902714242147,8.67039419811901,-0.967313603397628
"SITE8625","Site",2,1040,0.00192307692307692,0.010902714242147,8.67039419811901,-0.947041966726181
"SITE5384","Site",0,672,0,0.010902714242147,8.67039419811901,-0.9243001524933
"SITE3909","Site",0,656,0,0.010902714242147,8.67039419811901,-0.913230290257828
"SITE4323","Site",4,1280,0.003125,0.010902714242147,8.67039419811901,-0.910019558360614
"SITE7809","Site",0,624,0,0.010902714242147,8.67039419811901,-0.890677913353033
"SITE6900","Site",0,592,0,0.010902714242147,8.67039419811901,-0.867539467474207
"SITE8517","Site",0,560,0,0.010902714242147,8.67039419811901,-0.843766739043409
"SITE2986","Site",0,544,0,0.010902714242147,8.67039419811901,-0.831625577445287
"SITE8633","Site",0,544,0,0.010902714242147,8.67039419811901,-0.831625577445287
"SITE9737","Site",0,528,0,0.010902714242147,8.67039419811901,-0.819304517384388
"SITE213","Site",4,1104,0.0036231884057971,0.010902714242147,8.67039419811901,-0.791008931296954
"SITE9580","Site",0,480,0,0.010902714242147,8.67039419811901,-0.781176206525929
"SITE9661","Site",0,448,0,0.010902714242147,8.67039419811901,-0.754687914261755
"SITE8210","Site",0,432,0,0.010902714242147,8.67039419811901,-0.741088819965608
"SITE4072","Site",0,416,0,0.010902714242147,8.67039419811901,-0.727235470960593
"SITE1257","Site",0,400,0,0.010902714242147,8.67039419811901,-0.713113049500943
"SITE1727","Site",0,400,0,0.010902714242147,8.67039419811901,-0.713113049500943
"SITE8091","Site",0,400,0,0.010902714242147,8.67039419811901,-0.713113049500943
"SITE8354","Site",0,400,0,0.010902714242147,8.67039419811901,-0.713113049500943
"SITE7011","Site",1,560,0.00178571428571429,0.010902714242147,8.67039419811901,-0.705569379536749
"SITE4874","Site",0,384,0,0.010902714242147,8.67039419811901,-0.698705240078957
"SITE2373","Site",0,368,0,0.010902714242147,8.67039419811901,-0.683994008496457
"SITE3090","Site",0,368,0,0.010902714242147,8.67039419811901,-0.683994008496457
"SITE1748","Site",0,336,0,0.010902714242147,8.67039419811901,-0.653578905679772
"SITE1910","Site",0,336,0,0.010902714242147,8.67039419811901,-0.653578905679772
"SITE7184","Site",0,336,0,0.010902714242147,8.67039419811901,-0.653578905679772
"SITE216","Site",1,496,0.00201612903225806,0.010902714242147,8.67039419811901,-0.647246195673953
"SITE3319","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE3938","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE5611","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE6384","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE6410","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE6832","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE7096","Site",0,320,0,0.010902714242147,8.67039419811901,-0.637827701730512
"SITE3353","Site",0,304,0,0.010902714242147,8.67039419811901,-0.621677543618946
"SITE3719","Site",0,304,0,0.010902714242147,8.67039419811901,-0.621677543618946
"SITE8764","Site",0,304,0,0.010902714242147,8.67039419811901,-0.621677543618946
"SITE9142","Site",8,1376,0.00581395348837209,0.010902714242147,8.67039419811901,-0.617326625734714
"SITE6405","Site",2,608,0.00328947368421053,0.010902714242147,8.67039419811901,-0.613924691799453
"SITE5062","Site",0,288,0,0.010902714242147,8.67039419811901,-0.605096487665682
"SITE8768","Site",0,288,0,0.010902714242147,8.67039419811901,-0.605096487665682
"SITE3068","Site",0,256,0,0.010902714242147,8.67039419811901,-0.570490439600754
"SITE3754","Site",0,256,0,0.010902714242147,8.67039419811901,-0.570490439600754
"SITE2883","Site",0,240,0,0.010902714242147,8.67039419811901,-0.552374992936067
"SITE3415","Site",0,240,0,0.010902714242147,8.67039419811901,-0.552374992936067
"SITE9858","Site",0,224,0,0.010902714242147,8.67039419811901,-0.533644941854019
"SITE7604","Site",0,208,0,0.010902714242147,8.67039419811901,-0.514233133035628
"SITE404","Site",0,192,0,0.010902714242147,8.67039419811901,-0.494059213310405
"SITE1934","Site",0,176,0,0.010902714242147,8.67039419811901,-0.473025683660153
"SITE3839","Site",0,176,0,0.010902714242147,8.67039419811901,-0.473025683660153
"SITE6155","Site",0,176,0,0.010902714242147,8.67039419811901,-0.473025683660153
"SITE6572","Site",0,176,0,0.010902714242147,8.67039419811901,-0.473025683660153
"SITE9884","Site",0,176,0,0.010902714242147,8.67039419811901,-0.473025683660153
"SITE2901","Site",1,320,0.003125,0.010902714242147,8.67039419811901,-0.455009779180307
"SITE1544","Site",0,160,0,0.010902714242147,8.67039419811901,-0.451012293122276
"SITE6184","Site",0,160,0,0.010902714242147,8.67039419811901,-0.451012293122276
"SITE8857","Site",0,160,0,0.010902714242147,8.67039419811901,-0.451012293122276
"SITE9414","Site",2,448,0.00446428571428571,0.010902714242147,8.67039419811901,-0.445669224093886
"SITE9346","Site",7,1040,0.00673076923076923,0.010902714242147,8.67039419811901,-0.439996279165743
"SITE022","Site",0,144,0,0.010902714242147,8.67039419811901,-0.427867829700566
"SITE101","Site",0,144,0,0.010902714242147,8.67039419811901,-0.427867829700566
"SITE2354","Site",0,144,0,0.010902714242147,8.67039419811901,-0.427867829700566
"SITE3077","Site",0,144,0,0.010902714242147,8.67039419811901,-0.427867829700566
"SITE4543","Site",0,144,0,0.010902714242147,8.67039419811901,-0.427867829700566
"SITE2894","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE4597","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE5425","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE6991","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE7860","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE9418","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE9516","Site",0,128,0,0.010902714242147,8.67039419811901,-0.403397658443788
"SITE8420","Site",2,400,0.005,0.010902714242147,8.67039419811901,-0.386078407638902
"SITE3871","Site",0,112,0,0.010902714242147,8.67039419811901,-0.377343957130878
"SITE9147","Site",0,112,0,0.010902714242147,8.67039419811901,-0.377343957130878
"SITE9395","Site",0,112,0,0.010902714242147,8.67039419811901,-0.377343957130878
"SITE2923","Site",0,96,0,0.010902714242147,8.67039419811901,-0.349352620039478
"SITE7543","Site",0,96,0,0.010902714242147,8.67039419811901,-0.349352620039478
"SITE7838","Site",0,96,0,0.010902714242147,8.67039419811901,-0.349352620039478
"SITE8084","Site",0,96,0,0.010902714242147,8.67039419811901,-0.349352620039478
"SITE1841","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE1935","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE4155","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE4424","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE4754","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE4875","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE5289","Site",0,80,0,0.010902714242147,8.67039419811901,-0.318913850865256
"SITE3759","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE4028","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE4275","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE6123","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE7246","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE7913","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE8616","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE9766","Site",0,64,0,0.010902714242147,8.67039419811901,-0.285245219800377
"SITE1273","Site",0,48,0,0.010902714242147,8.67039419811901,-0.247029606655203
"SITE4703","Site",0,48,0,0.010902714242147,8.67039419811901,-0.247029606655203
"SITE8627","Site",0,48,0,0.010902714242147,8.67039419811901,-0.247029606655203
"SITE9082","Site",0,48,0,0.010902714242147,8.67039419811901,-0.247029606655203
"SITE4612","Site",0,32,0,0.010902714242147,8.67039419811901,-0.201698829221894
"SITE4744","Site",0,32,0,0.010902714242147,8.67039419811901,-0.201698829221894
"SITE5185","Site",0,32,0,0.010902714242147,8.67039419811901,-0.201698829221894
"SITE6068","Site",0,32,0,0.010902714242147,8.67039419811901,-0.201698829221894
"SITE7734","Site",0,32,0,0.010902714242147,8.67039419811901,-0.201698829221894
"SITE8361","Site",0,32,0,0.010902714242147,8.67039419811901,-0.201698829221894
"SITE9888","Site",1,160,0.00625,0.010902714242147,8.67039419811901,-0.192468707606901
"SITE2030","Site",0,16,0,0.010902714242147,8.67039419811901,-0.142622609900189
"SITE2062","Site",0,16,0,0.010902714242147,8.67039419811901,-0.142622609900189
