"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE7983","Site",0,13,0,0.273202614379085,1.126938023144,-2.08236764496926
"SITE4959","Site",0,11,0,0.273202614379085,1.126938023144,-1.91549963550311
"SITE1727","Site",0,7,0,0.273202614379085,1.126938023144,-1.52804009869112
"SITE3989","Site",0,7,0,0.273202614379085,1.126938023144,-1.52804009869112
"SITE6900","Site",0,7,0,0.273202614379085,1.126938023144,-1.52804009869112
"SITE8517","Site",0,7,0,0.273202614379085,1.126938023144,-1.52804009869112
"SITE6405","Site",0,6,0,0.273202614379085,1.126938023144,-1.41469023662667
"SITE2373","Site",0,5,0,0.273202614379085,1.126938023144,-1.29142959080458
"SITE6384","Site",0,5,0,0.273202614379085,1.126938023144,-1.29142959080458
"SITE7096","Site",0,5,0,0.273202614379085,1.126938023144,-1.29142959080458
"SITE8091","Site",0,5,0,0.273202614379085,1.126938023144,-1.29142959080458
"SITE958","Site",1,11,0.0909090909090909,0.273202614379085,1.126938023144,-1.27811067458102
"SITE1934","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE3068","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE3938","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE6410","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE7208","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE7860","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE9395","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE9858","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE9884","Site",0,4,0,0.273202614379085,1.126938023144,-1.15508974127752
"SITE4323","Site",2,14,0.142857142857143,0.273202614379085,1.126938023144,-1.03100517561886
"SITE7004","Site",1,9,0.111111111111111,0.273202614379085,1.126938023144,-1.02797460228525
"SITE1841","Site",0,3,0,0.273202614379085,1.126938023144,-1.00033705959712
"SITE2923","Site",0,3,0,0.273202614379085,1.126938023144,-1.00033705959712
"SITE3871","Site",0,3,0,0.273202614379085,1.126938023144,-1.00033705959712
"SITE6155","Site",0,3,0,0.273202614379085,1.126938023144,-1.00033705959712
"SITE6572","Site",0,3,0,0.273202614379085,1.126938023144,-1.00033705959712
"SITE101","Site",0,2,0,0.273202614379085,1.126938023144,-0.816771788936346
"SITE1935","Site",0,2,0,0.273202614379085,1.126938023144,-0.816771788936346
"SITE4155","Site",0,2,0,0.273202614379085,1.126938023144,-0.816771788936346
"SITE4612","Site",0,2,0,0.273202614379085,1.126938023144,-0.816771788936346
"SITE4703","Site",0,2,0,0.273202614379085,1.126938023144,-0.816771788936346
