"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",0,4,0
"257","Site",0,2,0
"384","Site",1,7,0.142857142857143
"531","Site",1,12,0.0833333333333333
"534","Site",1,8,0.125
"1028","Site",0,3,0
"1881","Site",0,6,0
"2392","Site",0,11,0
"4354","Site",0,4,0
"4659","Site",0,6,0
"4695","Site",0,5,0
"4723","Site",0,1,0
"5444","Site",0,2,0
"5927","Site",1,7,0.142857142857143
"5960","Site",0,7,0
"5968","Site",0,7,0
"6022","Site",0,5,0
"6209","Site",0,3,0
"6416","Site",0,6,0
"6452","Site",0,4,0
"6453","Site",0,2,0
"6530","Site",0,5,0
"8240","Site",0,1,0
"8290","Site",0,1,0
"8560","Site",0,10,0
"8594","Site",0,14,0
"8995","Site",0,6,0
"9044","Site",0,3,0
"9075","Site",0,5,0
"9522","Site",0,11,0
"10371","Site",0,3,0
"10388","Site",0,5,0
"10497","Site",0,4,0
"10531","Site",0,3,0
"10624","Site",0,4,0
"10630","Site",0,7,0
"12392","Site",0,4,0
"12407","Site",0,3,0
"12417","Site",0,11,0
"12432","Site",0,5,0
"12937","Site",0,7,0
"13081","Site",0,5,0
"13139","Site",0,7,0
"13333","Site",0,4,0
"14105","Site",0,5,0
"14164","Site",0,4,0
"14169","Site",0,1,0
"14393","Site",0,6,0
"14449","Site",0,3,0
"14601","Site",0,7,0
"14648","Site",0,4,0
"14729","Site",0,7,0
"16424","Site",0,2,0
"16498","Site",0,9,0
"16725","Site",0,2,0
"16992","Site",0,8,0
"16996","Site",1,5,0.2
"17013","Site",0,1,0
"17172","Site",0,8,0
"17187","Site",1,14,0.0714285714285714
"17444","Site",0,2,0
"17541","Site",1,11,0.0909090909090909
"17731","Site",0,3,0
"17808","Site",0,12,0
"17815","Site",0,3,0
"17938","Site",0,2,0
"17961","Site",0,7,0
"18033","Site",0,2,0
"18179","Site",0,2,0
"18244","Site",0,2,0
"18260","Site",0,1,0
"18548","Site",0,7,0
"18549","Site",0,2,0
"18777","Site",0,11,0
"18806","Site",0,1,0
"20531","Site",0,10,0
"20578","Site",0,5,0
"20869","Site",0,1,0
"21015","Site",0,1,0
"21129","Site",0,1,0
"21380","Site",0,7,0
"21541","Site",0,2,0
"22033","Site",0,6,0
"22677","Site",0,9,0
"24680","Site",0,2,0
"24867","Site",0,2,0
"24917","Site",0,3,0
"24964","Site",0,5,0
"25476","Site",0,5,0
"25605","Site",0,6,0
"25616","Site",0,4,0
"25664","Site",0,1,0
"25970","Site",0,3,0
"26115","Site",0,9,0
"26674","Site",0,5,0
"26880","Site",0,7,0
"27025","Site",0,3,0
"28676","Site",0,9,0
"28689","Site",0,6,0
"28822","Site",0,5,0
"29060","Site",0,5,0
"29192","Site",0,4,0
"29254","Site",0,2,0
"30019","Site",0,3,0
"30212","Site",1,4,0.25
"30516","Site",0,2,0
"30729","Site",0,7,0
"30776","Site",0,3,0
"30816","Site",0,4,0
"30995","Site",0,2,0
"31107","Site",0,14,0
"32900","Site",0,2,0
"32913","Site",1,5,0.2
"33296","Site",0,7,0
"33617","Site",0,9,0
"33620","Site",0,6,0
"33633","Site",0,1,0
"33824","Site",0,6,0
"34071","Site",2,6,0.333333333333333
"34326","Site",0,1,0
"34341","Site",0,12,0
"34343","Site",0,2,0
"34355","Site",0,6,0
"34660","Site",0,4,0
"34664","Site",0,7,0
"34694","Site",0,8,0
"34696","Site",0,6,0
"34713","Site",0,13,0
"34869","Site",0,5,0
"34903","Site",0,2,0
"35223","Site",0,5,0
"36994","Site",0,1,0
"37186","Site",1,15,0.0666666666666667
"37191","Site",0,2,0
"37702","Site",1,11,0.0909090909090909
"37728","Site",0,9,0
"37781","Site",0,4,0
"37908","Site",1,7,0.142857142857143
"37912","Site",0,3,0
"38166","Site",0,4,0
"38272","Site",0,5,0
"38404","Site",0,5,0
"38497","Site",0,7,0
"38711","Site",0,6,0
"38758","Site",0,2,0
"39000","Site",0,4,0
"39044","Site",0,4,0
"39048","Site",0,2,0
