"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",1016,4000,0.254
"SITE101","Site",497,2000,0.2485
"SITE1102","Site",521,2000,0.2605
"SITE1233","Site",1279,5000,0.2558
"SITE1257","Site",1050,4000,0.2625
"SITE1273","Site",259,1000,0.259
"SITE1544","Site",494,2000,0.247
"SITE1727","Site",1315,5000,0.263
"SITE1748","Site",1294,5000,0.2588
"SITE1750","Site",1532,6000,0.255333333333333
"SITE1786","Site",1263,5000,0.2526
"SITE180","Site",1824,7000,0.260571428571429
"SITE1841","Site",253,1000,0.253
"SITE1910","Site",986,4000,0.2465
"SITE1934","Site",1020,4000,0.255
"SITE1935","Site",498,2000,0.249
"SITE1982","Site",1281,5000,0.2562
"SITE2030","Site",237,1000,0.237
"SITE213","Site",2614,10000,0.2614
"SITE216","Site",1251,5000,0.2502
"SITE2170","Site",1562,6000,0.260333333333333
"SITE2192","Site",2844,11000,0.258545454545455
"SITE2323","Site",1550,6000,0.258333333333333
"SITE2354","Site",792,3000,0.264
"SITE2373","Site",1326,5000,0.2652
"SITE2532","Site",1583,6000,0.263833333333333
"SITE2883","Site",746,3000,0.248666666666667
"SITE2894","Site",255,1000,0.255
"SITE2901","Site",1042,4000,0.2605
"SITE2923","Site",258,1000,0.258
"SITE2980","Site",827,3000,0.275666666666667
"SITE2986","Site",1247,5000,0.2494
"SITE3068","Site",1022,4000,0.2555
"SITE3077","Site",519,2000,0.2595
"SITE3081","Site",2626,10000,0.2626
"SITE3090","Site",1085,4000,0.27125
"SITE3289","Site",1299,5000,0.2598
"SITE3319","Site",1045,4000,0.26125
"SITE3353","Site",1030,4000,0.2575
"SITE3415","Site",810,3000,0.27
"SITE3719","Site",753,3000,0.251
"SITE3754","Site",742,3000,0.247333333333333
"SITE3759","Site",256,1000,0.256
"SITE3839","Site",1551,6000,0.2585
"SITE3871","Site",491,2000,0.2455
"SITE3909","Site",1287,5000,0.2574
"SITE3938","Site",1036,4000,0.259
"SITE3989","Site",1542,6000,0.257
"SITE4028","Site",244,1000,0.244
"SITE404","Site",768,3000,0.256
"SITE4072","Site",1069,4000,0.26725
"SITE4260","Site",793,3000,0.264333333333333
"SITE4264","Site",1325,5000,0.265
"SITE4314","Site",1325,5000,0.265
"SITE4323","Site",3159,12000,0.26325
"SITE4424","Site",565,2000,0.2825
"SITE4485","Site",2110,8000,0.26375
"SITE4543","Site",536,2000,0.268
"SITE4590","Site",2873,11000,0.261181818181818
"SITE4612","Site",240,1000,0.24
"SITE4629","Site",1071,4000,0.26775
"SITE4671","Site",550,2000,0.275
"SITE4703","Site",245,1000,0.245
"SITE4744","Site",256,1000,0.256
"SITE4754","Site",288,1000,0.288
"SITE4874","Site",1083,4000,0.27075
"SITE4875","Site",530,2000,0.265
"SITE4959","Site",2143,8000,0.267875
"SITE4976","Site",260,1000,0.26
"SITE5033","Site",2067,8000,0.258375
"SITE5062","Site",1041,4000,0.26025
"SITE5217","Site",254,1000,0.254
"SITE5289","Site",260,1000,0.26
"SITE5384","Site",1854,7000,0.264857142857143
"SITE5425","Site",509,2000,0.2545
"SITE5611","Site",520,2000,0.26
"SITE5895","Site",1833,7000,0.261857142857143
"SITE6068","Site",261,1000,0.261
"SITE6123","Site",503,2000,0.2515
"SITE6155","Site",532,2000,0.266
"SITE6184","Site",792,3000,0.264
"SITE6384","Site",1292,5000,0.2584
"SITE6405","Site",1624,6000,0.270666666666667
"SITE6410","Site",770,3000,0.256666666666667
"SITE6440","Site",252,1000,0.252
"SITE6572","Site",525,2000,0.2625
"SITE6603","Site",2339,9000,0.259888888888889
"SITE6832","Site",1276,5000,0.2552
"SITE6900","Site",1567,6000,0.261166666666667
"SITE6991","Site",258,1000,0.258
"SITE7004","Site",1031,4000,0.25775
"SITE7011","Site",1044,4000,0.261
"SITE7096","Site",1308,5000,0.2616
"SITE7184","Site",1358,5000,0.2716
"SITE7208","Site",498,2000,0.249
"SITE7543","Site",541,2000,0.2705
"SITE759","Site",1262,5000,0.2524
"SITE7604","Site",786,3000,0.262
"SITE7809","Site",1323,5000,0.2646
"SITE7838","Site",242,1000,0.242
"SITE7860","Site",541,2000,0.2705
"SITE7983","Site",3128,12000,0.260666666666667
"SITE8091","Site",543,2000,0.2715
"SITE8210","Site",1070,4000,0.2675
"SITE8351","Site",2114,8000,0.26425
"SITE8354","Site",1081,4000,0.27025
"SITE8361","Site",284,1000,0.284
"SITE8420","Site",802,3000,0.267333333333333
"SITE8517","Site",1005,4000,0.25125
"SITE8616","Site",277,1000,0.277
"SITE8625","Site",2918,11000,0.265272727272727
"SITE8627","Site",277,1000,0.277
"SITE8633","Site",1294,5000,0.2588
"SITE8764","Site",1100,4000,0.275
"SITE8768","Site",1047,4000,0.26175
"SITE8786","Site",2115,8000,0.264375
"SITE8788","Site",1338,5000,0.2676
"SITE8799","Site",3083,12000,0.256916666666667
"SITE8835","Site",1092,4000,0.273
"SITE8857","Site",522,2000,0.261
"SITE8997","Site",1094,4000,0.2735
"SITE9082","Site",269,1000,0.269
"SITE9142","Site",3612,14000,0.258
"SITE9147","Site",255,1000,0.255
"SITE9346","Site",2774,11000,0.252181818181818
"SITE9360","Site",2118,8000,0.26475
"SITE9395","Site",757,3000,0.252333333333333
"SITE9414","Site",1546,6000,0.257666666666667
"SITE9418","Site",259,1000,0.259
"SITE9516","Site",770,3000,0.256666666666667
"SITE958","Site",2099,8000,0.262375
"SITE9580","Site",1059,4000,0.26475
"SITE9604","Site",1049,4000,0.26225
"SITE9661","Site",771,3000,0.257
"SITE9737","Site",1304,5000,0.2608
"SITE9858","Site",515,2000,0.2575
"SITE9884","Site",542,2000,0.271
"SITE9888","Site",277,1000,0.277
