"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"33617","Site",8,17,0.470588235294118,0.238805970149254,1.06945850385571,2.16746661936279,1,8,16
"18548","Site",7,14,0.5,0.238805970149254,1.06945850385571,2.21653716757046,1,8,16
"21129","Site",3,4,0.75,0.238805970149254,1.06945850385571,2.31880123521544,1,8,16
"36994","Site",3,4,0.75,0.238805970149254,1.06945850385571,2.31880123521544,1,8,16
"29192","Site",6,10,0.6,0.238805970149254,1.06945850385571,2.59052815966017,1,8,16
"257","Site",5,7,0.714285714285714,0.238805970149254,1.06945850385571,2.85317752663563,1,8,16
"531","Site",0,12,0,0.238805970149254,1.06945850385571,-1.87621911920426,0,0,16
"17541","Site",0,11,0,0.238805970149254,1.06945850385571,-1.79634304481688,0,0,16
"8560","Site",0,10,0,0.238805970149254,1.06945850385571,-1.71274589068441,0,0,16
"16498","Site",0,9,0,0.238805970149254,1.06945850385571,-1.62485342029695,0,0,16
"17187","Site",1,15,0.0666666666666667,0.238805970149254,1.06945850385571,-1.51207532079586,0,0,16
"31107","Site",1,15,0.0666666666666667,0.238805970149254,1.06945850385571,-1.51207532079586,0,0,16
"5927","Site",0,7,0,0.238805970149254,1.06945850385571,-1.43298602234615,0,0,16
"34664","Site",0,7,0,0.238805970149254,1.06945850385571,-1.43298602234615,0,0,16
"34713","Site",1,14,0.0714285714285714,0.238805970149254,1.06945850385571,-1.42039320534107,0,0,16
"17808","Site",1,13,0.0769230769230769,0.238805970149254,1.06945850385571,-1.32379393814281,0,0,16
"2392","Site",1,12,0.0833333333333333,0.238805970149254,1.06945850385571,-1.2214968223986,0,0,16
"12417","Site",1,12,0.0833333333333333,0.238805970149254,1.06945850385571,-1.2214968223986,0,0,16
"10388","Site",0,5,0,0.238805970149254,1.06945850385571,-1.21109423375234,0,0,16
"14105","Site",0,5,0,0.238805970149254,1.06945850385571,-1.21109423375234,0,0,16
"24964","Site",0,5,0,0.238805970149254,1.06945850385571,-1.21109423375234,0,0,16
"25476","Site",0,5,0,0.238805970149254,1.06945850385571,-1.21109423375234,0,0,16
"34869","Site",0,5,0,0.238805970149254,1.06945850385571,-1.21109423375234,0,0,16
"4354","Site",0,4,0,0.238805970149254,1.06945850385571,-1.0832356135313,0,0,16
"30816","Site",0,4,0,0.238805970149254,1.06945850385571,-1.0832356135313,0,0,16
"39000","Site",0,4,0,0.238805970149254,1.06945850385571,-1.0832356135313,0,0,16
"8594","Site",2,16,0.125,0.238805970149254,1.06945850385571,-1.03245894414702,0,0,16
"14449","Site",0,3,0,0.238805970149254,1.06945850385571,-0.938109559602128,0,0,16
"25970","Site",0,3,0,0.238805970149254,1.06945850385571,-0.938109559602128,0,0,16
"30776","Site",0,3,0,0.238805970149254,1.06945850385571,-0.938109559602128,0,0,16
"17172","Site",1,9,0.111111111111111,0.238805970149254,1.06945850385571,-0.868845231686564,0,0,16
"34341","Site",2,14,0.142857142857143,0.238805970149254,1.06945850385571,-0.81423814318915,0,0,16
"13139","Site",1,8,0.125,0.238805970149254,1.06945850385571,-0.730058720703061,0,0,16
"14601","Site",1,8,0.125,0.238805970149254,1.06945850385571,-0.730058720703061,0,0,16
"14729","Site",1,8,0.125,0.238805970149254,1.06945850385571,-0.730058720703061,0,0,16
"26880","Site",1,8,0.125,0.238805970149254,1.06945850385571,-0.730058720703061,0,0,16
"30729","Site",1,8,0.125,0.238805970149254,1.06945850385571,-0.730058720703061,0,0,16
"9522","Site",2,13,0.153846153846154,0.238805970149254,1.06945850385571,-0.694757102287714,0,0,16
"18777","Site",2,13,0.153846153846154,0.238805970149254,1.06945850385571,-0.694757102287714,0,0,16
"37186","Site",3,18,0.166666666666667,0.238805970149254,1.06945850385571,-0.69415419345537,0,0,16
"4659","Site",1,7,0.142857142857143,0.238805970149254,1.06945850385571,-0.575753312549791,0,0,16
"6416","Site",1,7,0.142857142857143,0.238805970149254,1.06945850385571,-0.575753312549791,0,0,16
