"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE4754","Site",288,1000,0.288,2.04898913572829,1
"SITE4424","Site",565,2000,0.2825,2.31073512612467,1
"SITE8764","Site",1100,4000,0.275,2.13591115845491,1
"SITE8361","Site",284,1000,0.284,1.74713265680496,0
"SITE8616","Site",277,1000,0.277,1.21888381868912,0
"SITE8627","Site",277,1000,0.277,1.21888381868912,0
"SITE9888","Site",277,1000,0.277,1.21888381868912,0
"SITE2980","Site",827,3000,0.275666666666667,1.93689178313011,0
"SITE4671","Site",550,2000,0.275,1.51031726415548,0
"SITE8997","Site",1094,4000,0.2735,1.90951879926241,0
"SITE8835","Site",1092,4000,0.273,1.83405467953157,0
"SITE7184","Site",1358,5000,0.2716,1.81429540672963,0
"SITE8091","Site",543,2000,0.2715,1.13678892856986,0
"SITE3090","Site",1085,4000,0.27125,1.56993026047365,0
"SITE9884","Site",542,2000,0.271,1.08342773777191,0
"SITE4874","Site",1083,4000,0.27075,1.49446614074282,0
"SITE6405","Site",1624,6000,0.270666666666667,1.81493569240741,0
"SITE7543","Site",541,2000,0.2705,1.03006654697397,0
"SITE7860","Site",541,2000,0.2705,1.03006654697397,0
"SITE8354","Site",1081,4000,0.27025,1.41900202101198,0
"SITE3415","Site",810,3000,0.27,1.19621487583727,0
"SITE9082","Site",269,1000,0.269,0.615170860842451,0
"SITE4543","Site",536,2000,0.268,0.763260592984234,0
"SITE4959","Site",2143,8000,0.267875,1.49984059056949,0
"SITE4629","Site",1071,4000,0.26775,1.04168142235781,0
"SITE8788","Site",1338,5000,0.2676,1.13932380040832,0
"SITE8210","Site",1070,4000,0.2675,1.0039493624924,0
"SITE8420","Site",802,3000,0.267333333333333,0.847661037111229,0
"SITE4072","Site",1069,4000,0.26725,0.96621730262698,0
"SITE6155","Site",532,2000,0.266,0.549815829792449,0
"SITE8625","Site",2918,11000,0.265272727272727,1.10740611087008,0
"SITE2373","Site",1326,5000,0.2652,0.734340836615535,0
"SITE4875","Site",530,2000,0.265,0.443093448196557,0
"SITE4264","Site",1325,5000,0.265,0.700592256299474,0
"SITE4314","Site",1325,5000,0.265,0.700592256299474,0
"SITE5384","Site",1854,7000,0.264857142857143,0.800429180492717,0
"SITE9580","Site",1059,4000,0.26475,0.58889670397281,0
"SITE9360","Site",2118,8000,0.26475,0.832825705595162,0
"SITE7809","Site",1323,5000,0.2646,0.633095095667341,0
"SITE8786","Site",2115,8000,0.264375,0.752783919398251,0
"SITE4260","Site",793,3000,0.264333333333333,0.455537968544433,0
"SITE8351","Site",2114,8000,0.26425,0.726103323999269,0
"SITE2354","Site",792,3000,0.264,0.411968738703683,0
"SITE6184","Site",792,3000,0.264,0.411968738703683,0
"SITE2532","Site",1583,6000,0.263833333333333,0.551803679677005,0
"SITE4485","Site",2110,8000,0.26375,0.619380942403377,0
"SITE4323","Site",3159,12000,0.26325,0.62787594312396,0
"SITE1727","Site",1315,5000,0.263,0.363106453138818,0
"SITE3081","Site",2626,10000,0.2626,0.418054670626469,0
"SITE6572","Site",525,2000,0.2625,0.176287494206826,0
"SITE1257","Site",1050,4000,0.2625,0.249308165184062,0
"SITE958","Site",2099,8000,0.262375,0.325894393014682,0
"SITE9604","Site",1049,4000,0.26225,0.211576105318641,0
"SITE7604","Site",786,3000,0.262,0.150553359659152,0
"SITE5895","Site",1833,7000,0.261857142857143,0.20145129934415,0
"SITE8768","Site",1047,4000,0.26175,0.136111985587807,0
"SITE7096","Site",1308,5000,0.2616,0.126866390926357,0
"SITE213","Site",2614,10000,0.2614,0.131688470663569,0
"SITE3319","Site",1045,4000,0.26125,0.0606478658569727,0
"SITE4590","Site",2873,11000,0.261181818181818,0.0835081415361309,0
"SITE6900","Site",1567,6000,0.261166666666667,0.0588741137334375,0
"SITE6068","Site",261,1000,0.261,0.01145790299578,0
"SITE8857","Site",522,2000,0.261,0.0162039218129874,0
"SITE7011","Site",1044,4000,0.261,0.02291580599156,0
"SITE9737","Site",1304,5000,0.2608,-0.00812793033790863,0
"SITE7983","Site",3128,12000,0.260666666666667,-0.0474471194077419,0
"SITE180","Site",1824,7000,0.260571428571429,-0.055253506862377,0
"SITE2901","Site",1042,4000,0.2605,-0.0525483137392739,0
"SITE1102","Site",521,2000,0.2605,-0.0371572689849588,0
"SITE2170","Site",1562,6000,0.260333333333333,-0.0951663756239217,0
"SITE5062","Site",1041,4000,0.26025,-0.090280373604695,0
"SITE5611","Site",520,2000,0.26,-0.090518459782905,0
"SITE4976","Site",260,1000,0.26,-0.0640062167350539,0
"SITE5289","Site",260,1000,0.26,-0.0640062167350539,0
"SITE6603","Site",2339,9000,0.259888888888889,-0.217173356782108,0
"SITE3289","Site",1299,5000,0.2598,-0.176870831918236,0
"SITE3077","Site",519,2000,0.2595,-0.143879650580851,0
"SITE3938","Site",1036,4000,0.259,-0.278940672931776,0
