"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"SITE7983","Site",0,13,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE8625","Site",0,12,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE4485","Site",0,11,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE4959","Site",0,11,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE1727","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE2986","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3289","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3909","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3989","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE6900","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE7809","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE8517","Site",0,7,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3839","Site",0,6,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE6405","Site",0,6,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE8788","Site",0,6,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE9737","Site",0,6,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE1257","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE1910","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE2373","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3719","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE6384","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE7096","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE8091","Site",0,5,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE1934","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3068","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3938","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE6410","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE7208","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE7860","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE9395","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE9858","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE9884","Site",0,4,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE1841","Site",0,3,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE2883","Site",0,3,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE2923","Site",0,3,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
"SITE3871","Site",0,3,0,0.188235294117647,1.06804801098279,NA,NA,NA,32
