"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE1910","Site",2,5,0.4,NA,NA
"SITE8633","Site",2,6,0.333333333333333,NA,NA
"SITE8517","Site",2,7,0.285714285714286,NA,NA
"SITE6832","Site",1,5,0.2,NA,NA
"SITE6405","Site",1,6,0.166666666666667,NA,NA
"SITE8788","Site",1,6,0.166666666666667,NA,NA
"SITE3289","Site",1,7,0.142857142857143,NA,NA
"SITE6900","Site",1,7,0.142857142857143,NA,NA
"SITE2170","Site",1,10,0.1,NA,NA
"SITE3081","Site",1,11,0.0909090909090909,NA,NA
"SITE7983","Site",1,13,0.0769230769230769,NA,NA
"SITE9142","Site",0,15,0,NA,NA
"SITE2192","Site",0,14,0,NA,NA
"SITE4323","Site",0,14,0,NA,NA
"SITE8799","Site",0,13,0,NA,NA
"SITE213","Site",0,12,0,NA,NA
"SITE2532","Site",0,12,0,NA,NA
"SITE4590","Site",0,12,0,NA,NA
"SITE8625","Site",0,12,0,NA,NA
"SITE4485","Site",0,11,0,NA,NA
"SITE4959","Site",0,11,0,NA,NA
"SITE9346","Site",0,11,0,NA,NA
"SITE958","Site",0,11,0,NA,NA
"SITE5033","Site",0,10,0,NA,NA
"SITE4072","Site",0,9,0,NA,NA
"SITE5895","Site",0,9,0,NA,NA
"SITE6603","Site",0,9,0,NA,NA
"SITE7004","Site",0,9,0,NA,NA
"SITE8351","Site",0,9,0,NA,NA
"SITE9360","Site",0,9,0,NA,NA
"SITE216","Site",0,8,0,NA,NA
"SITE4260","Site",0,8,0,NA,NA
"SITE4314","Site",0,8,0,NA,NA
"SITE4629","Site",0,8,0,NA,NA
"SITE8786","Site",0,8,0,NA,NA
"SITE1727","Site",0,7,0,NA,NA
"SITE1748","Site",0,7,0,NA,NA
"SITE1750","Site",0,7,0,NA,NA
"SITE180","Site",0,7,0,NA,NA
"SITE2986","Site",0,7,0,NA,NA
"SITE3353","Site",0,7,0,NA,NA
"SITE3909","Site",0,7,0,NA,NA
"SITE3989","Site",0,7,0,NA,NA
"SITE4874","Site",0,7,0,NA,NA
"SITE5384","Site",0,7,0,NA,NA
"SITE5611","Site",0,7,0,NA,NA
"SITE7809","Site",0,7,0,NA,NA
"SITE8768","Site",0,7,0,NA,NA
"SITE9414","Site",0,7,0,NA,NA
"SITE9661","Site",0,7,0,NA,NA
"SITE1233","Site",0,6,0,NA,NA
"SITE2323","Site",0,6,0,NA,NA
"SITE3839","Site",0,6,0,NA,NA
"SITE7011","Site",0,6,0,NA,NA
"SITE759","Site",0,6,0,NA,NA
"SITE8210","Site",0,6,0,NA,NA
"SITE8354","Site",0,6,0,NA,NA
"SITE8420","Site",0,6,0,NA,NA
"SITE9737","Site",0,6,0,NA,NA
"SITE1257","Site",0,5,0,NA,NA
"SITE1786","Site",0,5,0,NA,NA
"SITE1982","Site",0,5,0,NA,NA
"SITE2373","Site",0,5,0,NA,NA
"SITE2894","Site",0,5,0,NA,NA
"SITE3090","Site",0,5,0,NA,NA
"SITE3319","Site",0,5,0,NA,NA
"SITE3719","Site",0,5,0,NA,NA
"SITE4264","Site",0,5,0,NA,NA
"SITE5062","Site",0,5,0,NA,NA
"SITE6184","Site",0,5,0,NA,NA
"SITE6384","Site",0,5,0,NA,NA
"SITE7096","Site",0,5,0,NA,NA
"SITE7184","Site",0,5,0,NA,NA
"SITE8091","Site",0,5,0,NA,NA
"SITE8835","Site",0,5,0,NA,NA
"SITE8997","Site",0,5,0,NA,NA
"SITE9580","Site",0,5,0,NA,NA
"SITE9604","Site",0,5,0,NA,NA
"SITE022","Site",0,4,0,NA,NA
"SITE1102","Site",0,4,0,NA,NA
"SITE1934","Site",0,4,0,NA,NA
"SITE2901","Site",0,4,0,NA,NA
"SITE2980","Site",0,4,0,NA,NA
"SITE3068","Site",0,4,0,NA,NA
"SITE3415","Site",0,4,0,NA,NA
"SITE3754","Site",0,4,0,NA,NA
"SITE3938","Site",0,4,0,NA,NA
"SITE6410","Site",0,4,0,NA,NA
"SITE7208","Site",0,4,0,NA,NA
"SITE7604","Site",0,4,0,NA,NA
"SITE7860","Site",0,4,0,NA,NA
"SITE8764","Site",0,4,0,NA,NA
"SITE9395","Site",0,4,0,NA,NA
"SITE9516","Site",0,4,0,NA,NA
"SITE9858","Site",0,4,0,NA,NA
"SITE9884","Site",0,4,0,NA,NA
"SITE1841","Site",0,3,0,NA,NA
"SITE2354","Site",0,3,0,NA,NA
"SITE2883","Site",0,3,0,NA,NA
"SITE2923","Site",0,3,0,NA,NA
"SITE3077","Site",0,3,0,NA,NA
"SITE3871","Site",0,3,0,NA,NA
"SITE404","Site",0,3,0,NA,NA
"SITE4543","Site",0,3,0,NA,NA
"SITE4597","Site",0,3,0,NA,NA
"SITE6155","Site",0,3,0,NA,NA
"SITE6572","Site",0,3,0,NA,NA
"SITE6991","Site",0,3,0,NA,NA
"SITE7838","Site",0,3,0,NA,NA
"SITE9418","Site",0,3,0,NA,NA
"SITE101","Site",0,2,0,NA,NA
"SITE1544","Site",0,2,0,NA,NA
"SITE1935","Site",0,2,0,NA,NA
"SITE4028","Site",0,2,0,NA,NA
"SITE4155","Site",0,2,0,NA,NA
"SITE4424","Site",0,2,0,NA,NA
"SITE4612","Site",0,2,0,NA,NA
"SITE4671","Site",0,2,0,NA,NA
