"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",2,49,0.0408163265306122
"257","Site",4,89,0.0449438202247191
"384","Site",14,253,0.0553359683794466
"531","Site",23,774,0.0297157622739018
"534","Site",8,202,0.0396039603960396
"1028","Site",4,93,0.043010752688172
"1881","Site",9,277,0.0324909747292419
"2392","Site",13,497,0.0261569416498994
"4354","Site",5,111,0.045045045045045
"4659","Site",6,106,0.0566037735849057
"4695","Site",7,214,0.0327102803738318
"4723","Site",0,21,0
"5444","Site",0,79,0
"5927","Site",11,167,0.0658682634730539
"5960","Site",12,125,0.096
"5968","Site",7,277,0.0252707581227437
"6022","Site",9,141,0.0638297872340425
"6209","Site",3,23,0.130434782608696
"6416","Site",7,216,0.0324074074074074
"6452","Site",5,67,0.0746268656716418
"6453","Site",0,26,0
"6530","Site",7,223,0.031390134529148
"8240","Site",2,5,0.4
"8290","Site",0,4,0
"8560","Site",20,396,0.0505050505050505
"8594","Site",32,725,0.0441379310344828
"8995","Site",8,297,0.0269360269360269
"9044","Site",3,53,0.0566037735849057
"9075","Site",2,155,0.0129032258064516
"9522","Site",25,417,0.0599520383693046
"10371","Site",3,95,0.0315789473684211
"10388","Site",5,39,0.128205128205128
"10497","Site",10,178,0.0561797752808989
"10531","Site",3,30,0.1
"10624","Site",4,110,0.0363636363636364
"10630","Site",10,255,0.0392156862745098
"12392","Site",4,102,0.0392156862745098
"12407","Site",2,52,0.0384615384615385
"12417","Site",13,435,0.0298850574712644
"12432","Site",13,212,0.0613207547169811
"12937","Site",18,301,0.0598006644518272
"13081","Site",12,138,0.0869565217391304
"13139","Site",4,113,0.0353982300884956
"13333","Site",6,118,0.0508474576271186
"14105","Site",2,135,0.0148148148148148
"14164","Site",3,116,0.0258620689655172
"14169","Site",0,28,0
"14393","Site",5,72,0.0694444444444444
"14449","Site",4,40,0.1
"14601","Site",18,348,0.0517241379310345
"14648","Site",5,137,0.0364963503649635
"14729","Site",11,266,0.0413533834586466
"16424","Site",2,24,0.0833333333333333
"16498","Site",13,149,0.087248322147651
"16725","Site",0,35,0
"16992","Site",7,203,0.0344827586206897
"16996","Site",13,240,0.0541666666666667
"17013","Site",2,28,0.0714285714285714
"17172","Site",13,228,0.0570175438596491
"17187","Site",22,753,0.0292164674634794
"17444","Site",2,24,0.0833333333333333
"17541","Site",28,576,0.0486111111111111
"17731","Site",2,52,0.0384615384615385
"17808","Site",15,498,0.0301204819277108
"17815","Site",3,47,0.0638297872340425
"17938","Site",1,6,0.166666666666667
"17961","Site",13,344,0.0377906976744186
"18033","Site",1,43,0.0232558139534884
"18179","Site",2,17,0.117647058823529
"18244","Site",1,6,0.166666666666667
"18260","Site",1,30,0.0333333333333333
"18548","Site",14,171,0.0818713450292398
"18549","Site",1,28,0.0357142857142857
"18777","Site",19,477,0.039832285115304
"18806","Site",1,6,0.166666666666667
"20531","Site",15,349,0.0429799426934097
"20578","Site",3,120,0.025
"20869","Site",0,10,0
"21015","Site",0,4,0
"21129","Site",0,36,0
"21380","Site",21,399,0.0526315789473684
"21541","Site",2,61,0.0327868852459016
"22033","Site",3,126,0.0238095238095238
"22677","Site",15,385,0.038961038961039
"24680","Site",3,11,0.272727272727273
"24867","Site",3,19,0.157894736842105
"24917","Site",2,63,0.0317460317460317
"24964","Site",4,59,0.0677966101694915
"25476","Site",8,130,0.0615384615384615
"25605","Site",17,338,0.0502958579881657
"25616","Site",3,158,0.0189873417721519
"25664","Site",1,2,0.5
"25970","Site",6,71,0.0845070422535211
"26115","Site",22,411,0.0535279805352798
"26674","Site",6,122,0.0491803278688525
"26880","Site",10,324,0.0308641975308642
"27025","Site",1,49,0.0204081632653061
"28676","Site",12,292,0.0410958904109589
"28689","Site",13,321,0.0404984423676012
