"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",3,49,0.0612244897959184
"SITE101","Site",0,89,0
"SITE1102","Site",2,111,0.018018018018018
"SITE1233","Site",3,106,0.0283018867924528
"SITE1257","Site",4,214,0.0186915887850467
"SITE1273","Site",1,21,0.0476190476190476
"SITE1544","Site",1,79,0.0126582278481013
"SITE1727","Site",2,167,0.0119760479041916
"SITE1748","Site",3,125,0.024
"SITE1750","Site",7,277,0.0252707581227437
"SITE1786","Site",2,141,0.0141843971631206
"SITE180","Site",6,253,0.0237154150197628
"SITE1841","Site",1,23,0.0434782608695652
"SITE1910","Site",5,191,0.0261780104712042
"SITE1934","Site",2,67,0.0298507462686567
"SITE1935","Site",0,26,0
"SITE1982","Site",6,223,0.0269058295964126
"SITE2030","Site",0,5,0
"SITE2062","Site",0,4,0
"SITE213","Site",19,699,0.0271816881258941
"SITE216","Site",2,202,0.0099009900990099
"SITE2170","Site",5,396,0.0126262626262626
"SITE2192","Site",18,725,0.0248275862068966
"SITE2323","Site",3,297,0.0101010101010101
"SITE2354","Site",1,53,0.0188679245283019
"SITE2373","Site",0,155,0
"SITE2532","Site",5,417,0.0119904076738609
"SITE2883","Site",1,95,0.0105263157894737
"SITE2894","Site",1,39,0.0256410256410256
"SITE2901","Site",10,178,0.0561797752808989
"SITE2923","Site",1,30,0.0333333333333333
"SITE2980","Site",0,110,0
"SITE2986","Site",8,255,0.0313725490196078
"SITE3068","Site",2,102,0.0196078431372549
"SITE3077","Site",1,52,0.0192307692307692
"SITE3081","Site",9,435,0.0206896551724138
"SITE3090","Site",3,212,0.0141509433962264
"SITE3289","Site",4,301,0.0132890365448505
"SITE3319","Site",1,138,0.0072463768115942
"SITE3353","Site",5,113,0.0442477876106195
"SITE3415","Site",2,118,0.0169491525423729
"SITE3719","Site",2,135,0.0148148148148148
"SITE3754","Site",2,116,0.0172413793103448
"SITE3759","Site",1,28,0.0357142857142857
"SITE3839","Site",4,72,0.0555555555555556
"SITE3871","Site",0,40,0
"SITE3909","Site",6,348,0.0172413793103448
"SITE3938","Site",4,137,0.0291970802919708
"SITE3989","Site",6,266,0.0225563909774436
"SITE4028","Site",1,24,0.0416666666666667
"SITE404","Site",1,93,0.010752688172043
"SITE4072","Site",1,149,0.00671140939597315
"SITE4155","Site",1,35,0.0285714285714286
"SITE4260","Site",6,203,0.0295566502463054
"SITE4264","Site",4,240,0.0166666666666667
"SITE4275","Site",0,28,0
"SITE4314","Site",7,228,0.0307017543859649
"SITE4323","Site",13,753,0.0172642762284197
"SITE4424","Site",1,24,0.0416666666666667
"SITE4485","Site",5,576,0.00868055555555556
"SITE4543","Site",2,52,0.0384615384615385
"SITE4590","Site",5,498,0.0100401606425703
"SITE4597","Site",3,47,0.0638297872340425
"SITE4612","Site",0,6,0
"SITE4629","Site",9,344,0.0261627906976744
"SITE4671","Site",1,43,0.0232558139534884
"SITE4703","Site",1,17,0.0588235294117647
"SITE4744","Site",0,6,0
"SITE4754","Site",1,30,0.0333333333333333
"SITE4874","Site",1,171,0.00584795321637427
"SITE4875","Site",0,28,0
"SITE4959","Site",11,477,0.0230607966457023
"SITE4976","Site",0,6,0
"SITE5033","Site",8,349,0.0229226361031519
"SITE5062","Site",2,120,0.0166666666666667
"SITE5185","Site",0,10,0
"SITE5217","Site",0,4,0
"SITE5289","Site",0,36,0
"SITE5384","Site",10,399,0.025062656641604
"SITE5425","Site",2,61,0.0327868852459016
"SITE5611","Site",4,126,0.0317460317460317
"SITE5895","Site",10,385,0.025974025974026
"SITE6068","Site",0,11,0
"SITE6123","Site",1,19,0.0526315789473684
"SITE6155","Site",0,63,0
"SITE6184","Site",1,59,0.0169491525423729
"SITE6384","Site",1,130,0.00769230769230769
"SITE6405","Site",3,338,0.00887573964497041
"SITE6410","Site",2,158,0.0126582278481013
"SITE6440","Site",0,2,0
"SITE6572","Site",2,71,0.028169014084507
"SITE6603","Site",14,411,0.0340632603406326
"SITE6832","Site",0,122,0
"SITE6900","Site",5,324,0.0154320987654321
"SITE6991","Site",2,49,0.0408163265306122
"SITE7004","Site",5,292,0.0171232876712329
"SITE7011","Site",10,321,0.0311526479750779
"SITE7096","Site",4,132,0.0303030303030303
"SITE7184","Site",1,161,0.0062111801242236
"SITE7208","Site",2,91,0.021978021978022
"SITE7246","Site",0,25,0
"SITE7543","Site",1,32,0.03125
"SITE759","Site",5,277,0.0180505415162455
"SITE7604","Site",2,105,0.019047619047619
"SITE7734","Site",0,10,0
"SITE7809","Site",3,322,0.0093167701863354
"SITE7838","Site",0,32,0
"SITE7860","Site",0,37,0
"SITE7913","Site",2,24,0.0833333333333333
"SITE7983","Site",5,413,0.0121065375302663
"SITE8084","Site",1,38,0.0263157894736842
"SITE8091","Site",1,224,0.00446428571428571
"SITE8210","Site",3,215,0.013953488372093
"SITE8351","Site",10,440,0.0227272727272727
"SITE8354","Site",2,194,0.0103092783505155
"SITE8361","Site",0,14,0
"SITE8420","Site",8,180,0.0444444444444444
"SITE8517","Site",2,316,0.00632911392405063
"SITE8616","Site",0,27,0
"SITE8625","Site",4,557,0.00718132854578097
"SITE8627","Site",1,15,0.0666666666666667
"SITE8633","Site",2,319,0.00626959247648903
"SITE8764","Site",1,162,0.00617283950617284
"SITE8768","Site",1,107,0.00934579439252336
"SITE8786","Site",6,345,0.0173913043478261
"SITE8788","Site",5,283,0.0176678445229682
"SITE8799","Site",19,633,0.0300157977883096
"SITE8835","Site",1,144,0.00694444444444444
"SITE8857","Site",0,73,0
"SITE8997","Site",3,49,0.0612244897959184
"SITE9082","Site",0,20,0
"SITE9142","Site",8,808,0.0099009900990099
"SITE9147","Site",1,45,0.0222222222222222
"SITE9346","Site",14,570,0.0245614035087719
"SITE9360","Site",12,436,0.0275229357798165
"SITE9395","Site",0,35,0
"SITE9414","Site",5,194,0.0257731958762887
"SITE9418","Site",1,45,0.0222222222222222
"SITE9516","Site",0,42,0
"SITE958","Site",13,497,0.0261569416498994
"SITE9580","Site",2,277,0.0072202166064982
"SITE9604","Site",4,127,0.031496062992126
"SITE9661","Site",4,190,0.0210526315789474
"SITE9737","Site",7,301,0.0232558139534884
"SITE9766","Site",1,21,0.0476190476190476
"SITE9858","Site",2,90,0.0222222222222222
"SITE9884","Site",1,61,0.0163934426229508
"SITE9888","Site",0,79,0
