"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE7983","Site",11,413,0.026634382566586,0.0974167207234708,2.58378840370852,-2.86717832601905
"SITE8091","Site",4,224,0.0178571428571429,0.0974167207234708,2.58378840370852,-2.37340172613604
"SITE7809","Site",13,322,0.0403726708074534,0.0974167207234708,2.58378840370852,-2.04029545280785
"SITE2373","Site",5,155,0.032258064516129,0.0974167207234708,2.58378840370852,-1.61693567362943
"SITE8210","Site",10,215,0.0465116279069767,0.0974167207234708,2.58378840370852,-1.48776808503936
"SITE4874","Site",7,171,0.0409356725146199,0.0974167207234708,2.58378840370852,-1.47216191327539
"SITE8768","Site",3,107,0.0280373831775701,0.0974167207234708,2.58378840370852,-1.43046360354455
"SITE7004","Site",17,292,0.0582191780821918,0.0974167207234708,2.58378840370852,-1.33507308774709
"SITE2170","Site",26,396,0.0656565656565657,0.0974167207234708,2.58378840370852,-1.25975178300293
"SITE8786","Site",22,345,0.063768115942029,0.0974167207234708,2.58378840370852,-1.24575139822134
"SITE8633","Site",20,319,0.0626959247648903,0.0974167207234708,2.58378840370852,-1.23606067233785
"SITE5384","Site",27,399,0.0676691729323308,0.0974167207234708,2.58378840370852,-1.18438362233899
"SITE8788","Site",18,283,0.0636042402826855,0.0974167207234708,2.58378840370852,-1.13377016279663
"SITE8354","Site",11,194,0.056701030927835,0.0974167207234708,2.58378840370852,-1.13036170660485
"SITE4323","Site",58,753,0.0770252324037185,0.0974167207234708,2.58378840370852,-1.11532435944635
"SITE2986","Site",16,255,0.0627450980392157,0.0974167207234708,2.58378840370852,-1.10356783163884
"SITE8517","Site",21,316,0.0664556962025316,0.0974167207234708,2.58378840370852,-1.09701771112303
"SITE9580","Site",18,277,0.0649819494584837,0.0974167207234708,2.58378840370852,-1.07598322031565
"SITE2883","Site",4,95,0.0421052631578947,0.0974167207234708,2.58378840370852,-1.07456249957815
"SITE9888","Site",3,79,0.0379746835443038,0.0974167207234708,2.58378840370852,-1.05308155301318
"SITE2323","Site",20,297,0.0673400673400673,0.0974167207234708,2.58378840370852,-1.0331479304496
"SITE4875","Site",0,28,0,0.0974167207234708,2.58378840370852,-1.02746561402704
"SITE8616","Site",0,27,0,0.0974167207234708,2.58378840370852,-1.00895120362354
"SITE101","Site",4,89,0.0449438202247191,0.0974167207234708,2.58378840370852,-0.986699365380262
"SITE7860","Site",1,37,0.027027027027027,0.0974167207234708,2.58378840370852,-0.853423724957834
"SITE404","Site",5,93,0.0537634408602151,0.0974167207234708,2.58378840370852,-0.839098855203021
"SITE180","Site",18,253,0.0711462450592885,0.0974167207234708,2.58378840370852,-0.83288103189247
"SITE9858","Site",5,90,0.0555555555555556,0.0974167207234708,2.58378840370852,-0.791566382579641
"SITE3090","Site",15,212,0.0707547169811321,0.0974167207234708,2.58378840370852,-0.773776418488674
"SITE9142","Site",68,808,0.0841584158415842,0.0974167207234708,2.58378840370852,-0.751187680014865
"SITE6832","Site",8,122,0.0655737704918033,0.0974167207234708,2.58378840370852,-0.701048376637652
"SITE4754","Site",1,30,0.0333333333333333,0.0974167207234708,2.58378840370852,-0.699617818627451
"SITE4485","Site",48,576,0.0833333333333333,0.0974167207234708,2.58378840370852,-0.673710229761279
"SITE1727","Site",12,167,0.0718562874251497,0.0974167207234708,2.58378840370852,-0.658386961757121
"SITE216","Site",15,202,0.0742574257425743,0.0974167207234708,2.58378840370852,-0.656078481467383
"SITE6068","Site",0,11,0,0.0974167207234708,2.58378840370852,-0.643998155168376
"SITE7734","Site",0,10,0,0.0974167207234708,2.58378840370852,-0.614028148496224
"SITE759","Site",22,277,0.0794223826714801,0.0974167207234708,2.58378840370852,-0.596939797923902
"SITE9414","Site",15,194,0.077319587628866,0.0974167207234708,2.58378840370852,-0.557942890730967
"SITE2532","Site",35,417,0.0839328537170264,0.0974167207234708,2.58378840370852,-0.548829266756267
"SITE3719","Site",10,135,0.0740740740740741,0.0974167207234708,2.58378840370852,-0.540594664146387
"SITE6405","Site",28,338,0.0828402366863905,0.0974167207234708,2.58378840370852,-0.534153288022495
"SITE8625","Site",48,557,0.0861759425493716,0.0974167207234708,2.58378840370852,-0.528784540512136
