"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",1016,4000,0.254
"257","Site",497,2000,0.2485
"384","Site",1824,7000,0.260571428571429
"531","Site",2614,10000,0.2614
"534","Site",1251,5000,0.2502
"1028","Site",768,3000,0.256
"1881","Site",1262,5000,0.2524
"2392","Site",2099,8000,0.262375
"4354","Site",521,2000,0.2605
"4659","Site",1279,5000,0.2558
"4695","Site",1050,4000,0.2625
"4723","Site",259,1000,0.259
"5444","Site",494,2000,0.247
"5927","Site",1315,5000,0.263
"5960","Site",1294,5000,0.2588
"5968","Site",1532,6000,0.255333333333333
"6022","Site",1263,5000,0.2526
"6209","Site",253,1000,0.253
"6416","Site",986,4000,0.2465
"6452","Site",1020,4000,0.255
"6453","Site",498,2000,0.249
"6530","Site",1281,5000,0.2562
"8240","Site",237,1000,0.237
"8560","Site",1562,6000,0.260333333333333
"8594","Site",2844,11000,0.258545454545455
"8995","Site",1550,6000,0.258333333333333
"9044","Site",792,3000,0.264
"9075","Site",1326,5000,0.2652
"9522","Site",1583,6000,0.263833333333333
"10371","Site",746,3000,0.248666666666667
"10388","Site",255,1000,0.255
"10497","Site",1042,4000,0.2605
"10531","Site",258,1000,0.258
"10624","Site",827,3000,0.275666666666667
"10630","Site",1247,5000,0.2494
"12392","Site",1022,4000,0.2555
"12407","Site",519,2000,0.2595
"12417","Site",2626,10000,0.2626
"12432","Site",1085,4000,0.27125
"12937","Site",1299,5000,0.2598
"13081","Site",1045,4000,0.26125
"13139","Site",1030,4000,0.2575
"13333","Site",810,3000,0.27
"14105","Site",753,3000,0.251
"14164","Site",742,3000,0.247333333333333
"14169","Site",256,1000,0.256
"14393","Site",1551,6000,0.2585
"14449","Site",491,2000,0.2455
"14601","Site",1287,5000,0.2574
"14648","Site",1036,4000,0.259
"14729","Site",1542,6000,0.257
"16424","Site",244,1000,0.244
"16498","Site",1069,4000,0.26725
"16992","Site",793,3000,0.264333333333333
"16996","Site",1325,5000,0.265
"17172","Site",1325,5000,0.265
"17187","Site",3159,12000,0.26325
"17444","Site",565,2000,0.2825
"17541","Site",2110,8000,0.26375
"17731","Site",536,2000,0.268
"17808","Site",2873,11000,0.261181818181818
"17938","Site",240,1000,0.24
"17961","Site",1071,4000,0.26775
"18033","Site",550,2000,0.275
"18179","Site",245,1000,0.245
"18244","Site",256,1000,0.256
"18260","Site",288,1000,0.288
"18548","Site",1083,4000,0.27075
"18549","Site",530,2000,0.265
"18777","Site",2143,8000,0.267875
"18806","Site",260,1000,0.26
"20531","Site",2067,8000,0.258375
"20578","Site",1041,4000,0.26025
"21015","Site",254,1000,0.254
"21129","Site",260,1000,0.26
"21380","Site",1854,7000,0.264857142857143
"21541","Site",509,2000,0.2545
"22033","Site",520,2000,0.26
"22677","Site",1833,7000,0.261857142857143
"24680","Site",261,1000,0.261
"24867","Site",503,2000,0.2515
"24917","Site",532,2000,0.266
"24964","Site",792,3000,0.264
"25476","Site",1292,5000,0.2584
"25605","Site",1624,6000,0.270666666666667
"25616","Site",770,3000,0.256666666666667
"25664","Site",252,1000,0.252
"25970","Site",525,2000,0.2625
"26115","Site",2339,9000,0.259888888888889
"26674","Site",1276,5000,0.2552
"26880","Site",1567,6000,0.261166666666667
"27025","Site",258,1000,0.258
"28676","Site",1031,4000,0.25775
"28689","Site",1044,4000,0.261
"28822","Site",1308,5000,0.2616
"29060","Site",1358,5000,0.2716
"29192","Site",498,2000,0.249
"30019","Site",541,2000,0.2705
"30212","Site",786,3000,0.262
"30729","Site",1323,5000,0.2646
"30776","Site",242,1000,0.242
"30816","Site",541,2000,0.2705
"31107","Site",3128,12000,0.260666666666667
"32913","Site",543,2000,0.2715
"33296","Site",1070,4000,0.2675
"33617","Site",2114,8000,0.26425
"33620","Site",1081,4000,0.27025
"33633","Site",284,1000,0.284
"33824","Site",802,3000,0.267333333333333
"34071","Site",1005,4000,0.25125
"34326","Site",277,1000,0.277
"34341","Site",2918,11000,0.265272727272727
"34343","Site",277,1000,0.277
"34355","Site",1294,5000,0.2588
"34660","Site",1100,4000,0.275
"34664","Site",1047,4000,0.26175
"34694","Site",2115,8000,0.264375
"34696","Site",1338,5000,0.2676
"34713","Site",3083,12000,0.256916666666667
"34869","Site",1092,4000,0.273
"34903","Site",522,2000,0.261
"35223","Site",1094,4000,0.2735
"36994","Site",269,1000,0.269
"37186","Site",3612,14000,0.258
"37191","Site",255,1000,0.255
"37702","Site",2774,11000,0.252181818181818
"37728","Site",2118,8000,0.26475
"37781","Site",757,3000,0.252333333333333
"37908","Site",1546,6000,0.257666666666667
"37912","Site",259,1000,0.259
"38166","Site",770,3000,0.256666666666667
"38272","Site",1059,4000,0.26475
"38404","Site",1049,4000,0.26225
"38497","Site",771,3000,0.257
"38711","Site",1304,5000,0.2608
"39000","Site",515,2000,0.2575
"39044","Site",542,2000,0.271
"39048","Site",277,1000,0.277
