"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE6991","Site",3,3,1,3.03023680212329,2
"SITE4314","Site",6,8,0.75,3.34394021631629,2
"SITE1233","Site",4,6,0.666666666666667,2.43278224050017,1
"SITE1786","Site",3,5,0.6,1.88257564326059,0
"SITE7011","Site",3,6,0.5,1.50647236936784,0
"SITE8210","Site",3,6,0.5,1.50647236936784,0
"SITE4260","Site",4,8,0.5,1.73952445596252,0
"SITE9346","Site",5,11,0.454545454545455,1.69771064127156,0
"SITE1748","Site",3,7,0.428571428571429,1.1983779838755,0
"SITE5384","Site",3,7,0.428571428571429,1.1983779838755,0
"SITE9414","Site",3,7,0.428571428571429,1.1983779838755,0
"SITE213","Site",4,11,0.363636363636364,1.01358546239225,0
"SITE6603","Site",3,9,0.333333333333333,0.710551044287676,0
"SITE9360","Site",3,9,0.333333333333333,0.710551044287676,0
"SITE4590","Site",4,12,0.333333333333333,0.820473673384919,0
"SITE8799","Site",4,13,0.307692307692308,0.644208195954318,0
"SITE2170","Site",3,10,0.3,0.50981438429854,0
"SITE9142","Site",3,15,0.2,-0.254382151031269,0
"SITE4275","Site",1,1,1,NA,NA
"SITE5185","Site",1,1,1,NA,NA
"SITE4028","Site",2,2,1,NA,NA
"SITE3077","Site",2,3,0.666666666666667,NA,NA
"SITE4543","Site",2,3,0.666666666666667,NA,NA
"SITE4597","Site",2,3,0.666666666666667,NA,NA
"SITE1544","Site",1,2,0.5,NA,NA
"SITE4424","Site",1,2,0.5,NA,NA
"SITE4671","Site",1,2,0.5,NA,NA
"SITE5425","Site",1,2,0.5,NA,NA
"SITE6068","Site",1,2,0.5,NA,NA
"SITE7734","Site",1,2,0.5,NA,NA
"SITE7913","Site",1,2,0.5,NA,NA
"SITE8084","Site",1,2,0.5,NA,NA
"SITE8857","Site",1,2,0.5,NA,NA
"SITE9147","Site",1,2,0.5,NA,NA
"SITE9766","Site",1,2,0.5,NA,NA
"SITE2901","Site",2,4,0.5,NA,NA
"SITE3415","Site",2,4,0.5,NA,NA
"SITE7604","Site",2,4,0.5,NA,NA
"SITE8764","Site",2,4,0.5,NA,NA
"SITE1982","Site",2,5,0.4,NA,NA
"SITE2894","Site",2,5,0.4,NA,NA
