"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",376,4000,0.094
"SITE101","Site",658,2000,0.329
"SITE1102","Site",188,2000,0.094
"SITE1233","Site",470,5000,0.094
"SITE1257","Site",1034,4000,0.2585
"SITE1273","Site",94,1000,0.094
"SITE1544","Site",376,2000,0.188
"SITE1727","Site",846,5000,0.1692
"SITE1748","Site",470,5000,0.094
"SITE1750","Site",1786,6000,0.297666666666667
"SITE1786","Site",846,5000,0.1692
"SITE180","Site",1786,7000,0.255142857142857
"SITE1841","Site",94,1000,0.094
"SITE1910","Site",940,4000,0.235
"SITE1934","Site",376,4000,0.094
"SITE1935","Site",188,2000,0.094
"SITE1982","Site",1598,5000,0.3196
"SITE2030","Site",94,1000,0.094
"SITE213","Site",3854,10000,0.3854
"SITE216","Site",752,5000,0.1504
"SITE2170","Site",1880,6000,0.313333333333333
"SITE2192","Site",3760,11000,0.341818181818182
"SITE2323","Site",2162,6000,0.360333333333333
"SITE2354","Site",282,3000,0.094
"SITE2373","Site",846,5000,0.1692
"SITE2532","Site",1504,6000,0.250666666666667
"SITE2883","Site",470,3000,0.156666666666667
"SITE2894","Site",94,1000,0.094
"SITE2901","Site",940,4000,0.235
"SITE2923","Site",94,1000,0.094
"SITE2980","Site",376,3000,0.125333333333333
"SITE2986","Site",1128,5000,0.2256
"SITE3068","Site",658,4000,0.1645
"SITE3077","Site",188,2000,0.094
"SITE3081","Site",1974,10000,0.1974
"SITE3090","Site",1410,4000,0.3525
"SITE3289","Site",1222,5000,0.2444
"SITE3319","Site",658,4000,0.1645
"SITE3353","Site",376,4000,0.094
"SITE3415","Site",282,3000,0.094
"SITE3719","Site",376,3000,0.125333333333333
"SITE3754","Site",376,3000,0.125333333333333
"SITE3759","Site",94,1000,0.094
"SITE3839","Site",564,6000,0.094
"SITE3871","Site",188,2000,0.094
"SITE3909","Site",1598,5000,0.3196
"SITE3938","Site",658,4000,0.1645
"SITE3989","Site",1598,6000,0.266333333333333
"SITE4028","Site",94,1000,0.094
"SITE404","Site",658,3000,0.219333333333333
"SITE4072","Site",470,4000,0.1175
"SITE4260","Site",376,3000,0.125333333333333
"SITE4264","Site",1034,5000,0.2068
"SITE4314","Site",1034,5000,0.2068
"SITE4323","Site",3384,12000,0.282
"SITE4424","Site",188,2000,0.094
