"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE8091","Site",1128,2000,0.564,2.48171321654097,1
"SITE8517","Site",1880,4000,0.47,2.52435042307158,1
"SITE7011","Site",1692,4000,0.423,2.03168939023098,1
"SITE213","Site",3854,10000,0.3854,2.58921059428934,1
"SITE2323","Site",2162,6000,0.360333333333333,1.68378906320474,0
"SITE3090","Site",1410,4000,0.3525,1.29269784097007,0
"SITE4629","Site",1410,4000,0.3525,1.29269784097007,0
"SITE9580","Site",1410,4000,0.3525,1.29269784097007,0
"SITE2192","Site",3760,11000,0.341818181818182,1.95801823985907,0
"SITE8625","Site",3760,11000,0.341818181818182,1.95801823985907,0
"SITE5895","Site",2350,7000,0.335714285714286,1.47731804421624,0
"SITE9346","Site",3666,11000,0.333272727272727,1.80947534942623,0
"SITE101","Site",658,2000,0.329,0.739893430801166,0
"SITE6405","Site",1974,6000,0.329,1.28153301433407,0
"SITE958","Site",2632,8000,0.329,1.47978686160233,0
"SITE9142","Site",4606,14000,0.329,1.95757401459026,0
"SITE1982","Site",1598,5000,0.3196,1.05971187763425,0
"SITE3909","Site",1598,5000,0.3196,1.05971187763425,0
"SITE759","Site",1598,5000,0.3196,1.05971187763425,0
"SITE9737","Site",1598,5000,0.3196,1.05971187763425,0
"SITE4485","Site",2538,8000,0.31725,1.30560488302835,0
"SITE2170","Site",1880,6000,0.313333333333333,1.08040498989873,0
"SITE5384","Site",2162,7000,0.308857142857143,1.10490130891668,0
"SITE8633","Site",1504,5000,0.3008,0.839387165774878,0
"SITE8788","Site",1504,5000,0.3008,0.839387165774878,0
"SITE1750","Site",1786,6000,0.297666666666667,0.87927696546339,0
"SITE6900","Site",1786,6000,0.297666666666667,0.87927696546339,0
"SITE4754","Site",282,1000,0.282,0.276853145854581,0
"SITE8351","Site",2256,8000,0.282,0.78305894730641,0
"SITE9360","Site",2256,8000,0.282,0.78305894730641,0
"SITE4323","Site",3384,12000,0.282,0.959047429710823,0
"SITE8799","Site",3384,12000,0.282,0.959047429710823,0
"SITE4959","Site",2162,8000,0.27025,0.60887696873243,0
"SITE3989","Site",1598,6000,0.266333333333333,0.477020916592713,0
"SITE7809","Site",1316,5000,0.2632,0.398737742056137,0
"SITE6603","Site",2350,9000,0.261111111111111,0.50211874900334,0
"SITE1257","Site",1034,4000,0.2585,0.30737577528886,0
"SITE4874","Site",1034,4000,0.2585,0.30737577528886,0
"SITE180","Site",1786,7000,0.255142857142857,0.360067838317552,0
"SITE2532","Site",1504,6000,0.250666666666667,0.275892892157375,0
"SITE4590","Site",2726,11000,0.247818181818182,0.32404644509782,0
"SITE3289","Site",1222,5000,0.2444,0.178413030196768,0
"SITE1910","Site",940,4000,0.235,0.0610452588685566,0
"SITE2901","Site",940,4000,0.235,0.0610452588685566,0
"SITE8354","Site",940,4000,0.235,0.0610452588685566,0
"SITE2986","Site",1128,5000,0.2256,-0.0419116816626027,0
"SITE5033","Site",1786,8000,0.22325,-0.0878509455634909,0
"SITE404","Site",658,3000,0.219333333333333,-0.089352245004114,0
