"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"32913","Site",1128,2000,0.564,2.48171321654097,1
"34071","Site",1880,4000,0.47,2.52435042307158,1
"28689","Site",1692,4000,0.423,2.03168939023098,1
"531","Site",3854,10000,0.3854,2.58921059428934,1
"8995","Site",2162,6000,0.360333333333333,1.68378906320474,0
"12432","Site",1410,4000,0.3525,1.29269784097007,0
"17961","Site",1410,4000,0.3525,1.29269784097007,0
"38272","Site",1410,4000,0.3525,1.29269784097007,0
"8594","Site",3760,11000,0.341818181818182,1.95801823985907,0
"34341","Site",3760,11000,0.341818181818182,1.95801823985907,0
"22677","Site",2350,7000,0.335714285714286,1.47731804421624,0
"37702","Site",3666,11000,0.333272727272727,1.80947534942623,0
"257","Site",658,2000,0.329,0.739893430801166,0
"25605","Site",1974,6000,0.329,1.28153301433407,0
"2392","Site",2632,8000,0.329,1.47978686160233,0
"37186","Site",4606,14000,0.329,1.95757401459026,0
"1881","Site",1598,5000,0.3196,1.05971187763425,0
"6530","Site",1598,5000,0.3196,1.05971187763425,0
"14601","Site",1598,5000,0.3196,1.05971187763425,0
"38711","Site",1598,5000,0.3196,1.05971187763425,0
"17541","Site",2538,8000,0.31725,1.30560488302835,0
"8560","Site",1880,6000,0.313333333333333,1.08040498989873,0
"21380","Site",2162,7000,0.308857142857143,1.10490130891668,0
"34355","Site",1504,5000,0.3008,0.839387165774878,0
"34696","Site",1504,5000,0.3008,0.839387165774878,0
"5968","Site",1786,6000,0.297666666666667,0.87927696546339,0
"26880","Site",1786,6000,0.297666666666667,0.87927696546339,0
"18260","Site",282,1000,0.282,0.276853145854581,0
"33617","Site",2256,8000,0.282,0.78305894730641,0
"37728","Site",2256,8000,0.282,0.78305894730641,0
"17187","Site",3384,12000,0.282,0.959047429710823,0
"34713","Site",3384,12000,0.282,0.959047429710823,0
"18777","Site",2162,8000,0.27025,0.60887696873243,0
"14729","Site",1598,6000,0.266333333333333,0.477020916592713,0
"30729","Site",1316,5000,0.2632,0.398737742056137,0
"26115","Site",2350,9000,0.261111111111111,0.50211874900334,0
"4695","Site",1034,4000,0.2585,0.30737577528886,0
"18548","Site",1034,4000,0.2585,0.30737577528886,0
"384","Site",1786,7000,0.255142857142857,0.360067838317552,0
"9522","Site",1504,6000,0.250666666666667,0.275892892157375,0
"17808","Site",2726,11000,0.247818181818182,0.32404644509782,0
"12937","Site",1222,5000,0.2444,0.178413030196768,0
"6416","Site",940,4000,0.235,0.0610452588685566,0
"10497","Site",940,4000,0.235,0.0610452588685566,0
"33620","Site",940,4000,0.235,0.0610452588685566,0
"10630","Site",1128,5000,0.2256,-0.0419116816626027,0
"20531","Site",1786,8000,0.22325,-0.0878509455634909,0
"1028","Site",658,3000,0.219333333333333,-0.089352245004114,0
"25616","Site",658,3000,0.219333333333333,-0.089352245004114,0
"33824","Site",658,3000,0.219333333333333,-0.089352245004114,0
"38497","Site",658,3000,0.219333333333333,-0.089352245004114,0
"34694","Site",1692,8000,0.2115,-0.262032924137471,0
"28676","Site",846,4000,0.2115,-0.185285257551746,0
