"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",2,49,0.0408163265306122
"SITE101","Site",3,89,0.0337078651685393
"SITE1102","Site",7,111,0.0630630630630631
"SITE1233","Site",7,106,0.0660377358490566
"SITE1257","Site",6,214,0.0280373831775701
"SITE1273","Site",0,21,0
"SITE1544","Site",2,79,0.0253164556962025
"SITE1727","Site",8,167,0.0479041916167665
"SITE1748","Site",11,125,0.088
"SITE1750","Site",16,277,0.0577617328519856
"SITE1786","Site",8,141,0.0567375886524823
"SITE180","Site",14,253,0.0553359683794466
"SITE1841","Site",1,23,0.0434782608695652
"SITE1910","Site",10,191,0.0523560209424084
"SITE1934","Site",0,67,0
"SITE1935","Site",4,26,0.153846153846154
"SITE1982","Site",11,223,0.0493273542600897
"SITE2030","Site",0,5,0
"SITE2062","Site",0,4,0
"SITE213","Site",37,699,0.0529327610872675
"SITE216","Site",7,202,0.0346534653465347
"SITE2170","Site",19,396,0.047979797979798
"SITE2192","Site",35,725,0.0482758620689655
"SITE2323","Site",21,297,0.0707070707070707
"SITE2354","Site",2,53,0.0377358490566038
"SITE2373","Site",5,155,0.032258064516129
"SITE2532","Site",19,417,0.0455635491606715
"SITE2883","Site",3,95,0.0315789473684211
"SITE2894","Site",4,39,0.102564102564103
"SITE2901","Site",11,178,0.0617977528089888
"SITE2923","Site",1,30,0.0333333333333333
"SITE2980","Site",3,110,0.0272727272727273
"SITE2986","Site",9,255,0.0352941176470588
"SITE3068","Site",6,102,0.0588235294117647
"SITE3077","Site",4,52,0.0769230769230769
"SITE3081","Site",18,435,0.0413793103448276
"SITE3090","Site",11,212,0.0518867924528302
"SITE3289","Site",9,301,0.0299003322259136
"SITE3319","Site",7,138,0.0507246376811594
"SITE3353","Site",3,113,0.0265486725663717
"SITE3415","Site",5,118,0.0423728813559322
"SITE3719","Site",4,135,0.0296296296296296
"SITE3754","Site",5,116,0.0431034482758621
"SITE3759","Site",2,28,0.0714285714285714
"SITE3839","Site",3,72,0.0416666666666667
"SITE3871","Site",0,40,0
"SITE3909","Site",12,348,0.0344827586206897
"SITE3938","Site",5,137,0.0364963503649635
"SITE3989","Site",12,266,0.0451127819548872
"SITE4028","Site",1,24,0.0416666666666667
"SITE404","Site",5,93,0.0537634408602151
"SITE4072","Site",9,149,0.0604026845637584
"SITE4155","Site",1,35,0.0285714285714286
"SITE4260","Site",12,203,0.0591133004926108
"SITE4264","Site",10,240,0.0416666666666667
"SITE4275","Site",1,28,0.0357142857142857
"SITE4314","Site",11,228,0.0482456140350877
"SITE4323","Site",29,753,0.0385126162018592
"SITE4424","Site",0,24,0
"SITE4485","Site",25,576,0.0434027777777778
"SITE4543","Site",3,52,0.0576923076923077
"SITE4590","Site",26,498,0.0522088353413655
"SITE4597","Site",3,47,0.0638297872340425
"SITE4612","Site",1,6,0.166666666666667
"SITE4629","Site",21,344,0.061046511627907
"SITE4671","Site",2,43,0.0465116279069767
"SITE4703","Site",2,17,0.117647058823529
"SITE4744","Site",1,6,0.166666666666667
"SITE4754","Site",0,30,0
"SITE4874","Site",10,171,0.0584795321637427
"SITE4875","Site",0,28,0
"SITE4959","Site",14,477,0.0293501048218029
"SITE4976","Site",1,6,0.166666666666667
"SITE5033","Site",18,349,0.0515759312320917
"SITE5062","Site",3,120,0.025
"SITE5185","Site",0,10,0
"SITE5217","Site",0,4,0
"SITE5289","Site",2,36,0.0555555555555556
"SITE5384","Site",15,399,0.037593984962406
"SITE5425","Site",2,61,0.0327868852459016
"SITE5611","Site",2,126,0.0158730158730159
"SITE5895","Site",20,385,0.051948051948052
"SITE6068","Site",1,11,0.0909090909090909
"SITE6123","Site",0,19,0
"SITE6155","Site",3,63,0.0476190476190476
"SITE6184","Site",1,59,0.0169491525423729
"SITE6384","Site",7,130,0.0538461538461538
"SITE6405","Site",13,338,0.0384615384615385
"SITE6410","Site",2,158,0.0126582278481013
"SITE6440","Site",3,2,1.5
"SITE6572","Site",0,71,0
"SITE6603","Site",13,411,0.0316301703163017
"SITE6832","Site",2,122,0.0163934426229508
"SITE6900","Site",15,324,0.0462962962962963
"SITE6991","Site",3,49,0.0612244897959184
"SITE7004","Site",5,292,0.0171232876712329
"SITE7011","Site",14,321,0.043613707165109
"SITE7096","Site",6,132,0.0454545454545455
"SITE7184","Site",7,161,0.0434782608695652
"SITE7208","Site",4,91,0.043956043956044
"SITE7246","Site",1,25,0.04
"SITE7543","Site",0,32,0
"SITE759","Site",11,277,0.0397111913357401
"SITE7604","Site",4,105,0.0380952380952381
"SITE7734","Site",0,10,0
"SITE7809","Site",9,322,0.0279503105590062
"SITE7838","Site",2,32,0.0625
"SITE7860","Site",3,37,0.0810810810810811
"SITE7913","Site",1,24,0.0416666666666667
"SITE7983","Site",21,413,0.0508474576271186
"SITE8084","Site",0,38,0
"SITE8091","Site",13,224,0.0580357142857143
"SITE8210","Site",7,215,0.0325581395348837
"SITE8351","Site",16,440,0.0363636363636364
"SITE8354","Site",5,194,0.0257731958762887
"SITE8361","Site",0,14,0
"SITE8420","Site",8,180,0.0444444444444444
"SITE8517","Site",15,316,0.0474683544303797
"SITE8616","Site",1,27,0.037037037037037
"SITE8625","Site",30,557,0.0538599640933573
"SITE8627","Site",0,15,0
"SITE8633","Site",17,319,0.0532915360501567
"SITE8764","Site",8,162,0.0493827160493827
"SITE8768","Site",0,107,0
"SITE8786","Site",10,345,0.0289855072463768
"SITE8788","Site",12,283,0.0424028268551237
"SITE8799","Site",24,633,0.037914691943128
"SITE8835","Site",6,144,0.0416666666666667
"SITE8857","Site",2,73,0.0273972602739726
"SITE8997","Site",5,49,0.102040816326531
"SITE9082","Site",2,20,0.1
"SITE9142","Site",30,808,0.0371287128712871
"SITE9147","Site",2,45,0.0444444444444444
"SITE9346","Site",29,570,0.0508771929824561
"SITE9360","Site",16,436,0.036697247706422
"SITE9395","Site",3,35,0.0857142857142857
"SITE9414","Site",9,194,0.0463917525773196
"SITE9418","Site",2,45,0.0444444444444444
"SITE9516","Site",4,42,0.0952380952380952
"SITE958","Site",17,497,0.03420523138833
"SITE9580","Site",11,277,0.0397111913357401
"SITE9604","Site",10,127,0.078740157480315
"SITE9661","Site",8,190,0.0421052631578947
"SITE9737","Site",23,301,0.0764119601328904
"SITE9766","Site",0,21,0
"SITE9858","Site",2,90,0.0222222222222222
"SITE9884","Site",2,61,0.0327868852459016
"SITE9888","Site",5,79,0.0632911392405063
