"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE4314","Site",49,284,0.172535211267606,3.44916223873994,2
"SITE7983","Site",11,497,0.0221327967806841,-2.48422675109945,-2
"SITE8091","Site",4,308,0.012987012987013,-2.29297935871883,-2
"SITE022","Site",13,49,0.26530612244898,2.79753660009469,1
"SITE3839","Site",14,72,0.194444444444444,2.1274049294671,1
"SITE1750","Site",49,389,0.125964010282776,2.10624300394521,1
"SITE4629","Site",61,521,0.117082533589251,2.01147755807165,1
"SITE2170","Site",27,536,0.0503731343283582,-1.20573163544004,-1
"SITE5384","Site",27,539,0.0500927643784787,-1.22278159992134,-1
"SITE9580","Site",18,361,0.0498614958448753,-1.00994485668311,-1
"SITE180","Site",18,365,0.0493150684931507,-1.03746551040734,-1
"SITE8788","Site",18,367,0.0490463215258856,-1.05112457285136,-1
"SITE8517","Site",22,450,0.0488888888888889,-1.17095047004625,-1
"SITE8633","Site",21,431,0.0487238979118329,-1.15316281809377,-1
"SITE8786","Site",22,457,0.0481400437636762,-1.21366797173161,-1
"SITE7004","Site",17,376,0.0452127659574468,-1.22016674212834,-1
"SITE8354","Site",11,250,0.044,-1.0352377277708,-1
"SITE2986","Site",16,367,0.0435967302452316,-1.27054177212437,-1
"SITE8210","Site",10,299,0.0334448160535117,-1.51575137071337,-1
"SITE7809","Site",13,434,0.0299539170506912,-1.97899995754382,-1
"SITE8768","Site",3,107,0.0280373831775701,-1.02430233935771,-1
"SITE9888","Site",3,107,0.0280373831775701,-1.02430233935771,-1
"SITE4874","Site",7,255,0.0274509803921569,-1.6009518848716,-1
"SITE2373","Site",5,183,0.0273224043715847,-1.35988681525697,-1
"SITE6991","Site",10,49,0.204081632653061,1.8968018491844,0
"SITE3871","Site",8,40,0.2,1.65952072992548,0
"SITE8084","Site",7,38,0.184210526315789,1.41293486665675,0
"SITE2923","Site",5,30,0.166666666666667,1.05346831135385,0
"SITE8997","Site",8,49,0.163265306122449,1.29631201524421,0
"SITE4671","Site",7,43,0.162790697674419,1.20781420395577,0
"SITE7838","Site",5,32,0.15625,0.964172683697826,0
"SITE2894","Site",6,39,0.153846153846154,1.03286685487311,0
"SITE1233","Site",16,106,0.150943396226415,1.63999396292096,0
"SITE6572","Site",10,71,0.140845070422535,1.16336899169895,0
"SITE1934","Site",9,67,0.134328358208955,1.01801420755311,0
"SITE9604","Site",17,127,0.133858267716535,1.3904471630993,0
"SITE9418","Site",6,45,0.133333333333333,0.820272280533451,0
"SITE4597","Site",6,47,0.127659574468085,0.756551315064503,0
"SITE6155","Site",8,63,0.126984126984127,0.864642800071645,0
"SITE2901","Site",33,262,0.125954198473282,1.72822565962643,0
"SITE3353","Site",14,113,0.123893805309735,1.0889497963161,0
"SITE8857","Site",9,73,0.123287671232877,0.864361478814642,0
"SITE8420","Site",29,236,0.122881355932203,1.54102065361595,0
"SITE3068","Site",12,102,0.117647058823529,0.90199590227311,0
"SITE3077","Site",6,52,0.115384615384615,0.609741213139777,0
"SITE4543","Site",6,52,0.115384615384615,0.609741213139777,0
"SITE4155","Site",4,35,0.114285714285714,0.486575769448412,0
"SITE2354","Site",6,53,0.113207547169811,0.582265496638052,0
"SITE5611","Site",19,169,0.112426035502959,1.01839143441605,0
"SITE4264","Site",33,296,0.111486486486486,1.31380111901617,0
