"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE6832","Site",90,2256,0.0398936170212766,0.0502634825385705,0.870130663340579,-2.41669909161544
"SITE4874","Site",177,4136,0.0427949709864603,0.0502634825385705,0.870130663340579,-2.35669960531823
"SITE6155","Site",25,752,0.0332446808510638,0.0502634825385705,0.870130663340579,-2.28990679027892
"SITE6603","Site",435,9400,0.0462765957446808,0.0502634825385705,0.870130663340579,-1.89660869811377
"SITE4323","Site",641,13536,0.0473552009456265,0.0502634825385705,0.870130663340579,-1.66020430001539
"SITE180","Site",331,7144,0.0463325867861142,0.0502634825385705,0.870130663340579,-1.63020475798058
"SITE9858","Site",29,752,0.038563829787234,0.0502634825385705,0.870130663340579,-1.57420685493138
"SITE7809","Site",242,5264,0.0459726443768997,0.0502634825385705,0.870130663340579,-1.52749564858197
"SITE9147","Site",13,376,0.0345744680851064,0.0502634825385705,0.870130663340579,-1.49268955029659
"SITE958","Site",499,10528,0.0473974164133739,0.0502634825385705,0.870130663340579,-1.44290936184941
"SITE5611","Site",30,752,0.0398936170212766,0.0502634825385705,0.870130663340579,-1.3952818710945
"SITE6405","Site",374,7896,0.0473657548125633,0.0502634825385705,0.870130663340579,-1.26340052491896
"SITE2894","Site",14,376,0.0372340425531915,0.0502634825385705,0.870130663340579,-1.23965141150708
"SITE4028","Site",14,376,0.0372340425531915,0.0502634825385705,0.870130663340579,-1.23965141150708
"SITE8616","Site",14,376,0.0372340425531915,0.0502634825385705,0.870130663340579,-1.23965141150708
"SITE8788","Site",283,6016,0.0470412234042553,0.0502634825385705,0.870130663340579,-1.22629309888308
"SITE6410","Site",121,2632,0.0459726443768997,0.0502634825385705,0.870130663340579,-1.08010253134525
"SITE8517","Site",359,7520,0.0477393617021277,0.0502634825385705,0.870130663340579,-1.0739868631232
"SITE4875","Site",32,752,0.0425531914893617,0.0502634825385705,0.870130663340579,-1.03743190342073
"SITE7543","Site",32,752,0.0425531914893617,0.0502634825385705,0.870130663340579,-1.03743190342073
"SITE8627","Site",15,376,0.0398936170212766,0.0502634825385705,0.870130663340579,-0.986613272717573
"SITE9142","Site",899,18424,0.0487950499348676,0.0502634825385705,0.870130663340579,-0.977970800240254
"SITE3090","Site",269,5640,0.0476950354609929,0.0502634825385705,0.870130663340579,-0.946433448420241
"SITE7004","Site",159,3384,0.0469858156028369,0.0502634825385705,0.870130663340579,-0.935534707836656
"SITE7983","Site",454,9400,0.0482978723404255,0.0502634825385705,0.870130663340579,-0.935063770713639
"SITE4959","Site",418,8648,0.0483348751156337,0.0502634825385705,0.870130663340579,-0.879997789821213
"SITE1910","Site",178,3760,0.0473404255319149,0.0502634825385705,0.870130663340579,-0.879449921839384
"SITE5033","Site",344,7144,0.0481522956326988,0.0502634825385705,0.870130663340579,-0.875542663981311
"SITE1935","Site",33,752,0.0438829787234043,0.0502634825385705,0.870130663340579,-0.858506919583846
"SITE9884","Site",33,752,0.0438829787234043,0.0502634825385705,0.870130663340579,-0.858506919583846
"SITE3839","Site",106,2256,0.0469858156028369,0.0502634825385705,0.870130663340579,-0.763860890287849
"SITE5425","Site",70,1504,0.0465425531914894,0.0502634825385705,0.870130663340579,-0.708035851487607
"SITE7860","Site",34,752,0.0452127659574468,0.0502634825385705,0.870130663340579,-0.679581935746961
