"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE1934","Site",94,1504,0.0625,2.32842181398649,1
"SITE9661","Site",157,2632,0.0596504559270517,2.36291683269198,1
"SITE9346","Site",807,14664,0.0550327332242226,2.83371574815939,1
"SITE4424","Site",46,752,0.0611702127659574,1.46751787029564,0
"SITE3871","Site",44,752,0.0585106382978723,1.10966790262188,0
"SITE1748","Site",110,1880,0.0585106382978723,1.75453900933353,0
"SITE9395","Site",65,1128,0.0576241134751773,1.21296843513864,0
"SITE3319","Site",149,2632,0.0566109422492401,1.59780141846149,0
"SITE7184","Site",228,4136,0.0551257253384913,1.53428773693162,0
"SITE404","Site",145,2632,0.0550911854103343,1.21524371134624,0
"SITE3289","Site",269,4888,0.0550327332242226,1.63604655000671,0
"SITE6184","Site",62,1128,0.0549645390070922,0.774693522502548,0
"SITE9414","Site",227,4136,0.0548839458413926,1.45799386747574,0
"SITE1786","Site",185,3384,0.0546690307328605,1.25746249500575,0
"SITE1102","Site",41,752,0.0545212765957447,0.572892951111226,0
"SITE5289","Site",41,752,0.0545212765957447,0.572892951111226,0
"SITE5062","Site",102,1880,0.0542553191489362,0.849242242560146,0
"SITE4754","Site",61,1128,0.0540780141843972,0.628601884957184,0
"SITE3909","Site",345,6392,0.053973717146433,1.45545794839006,0
"SITE022","Site",81,1504,0.0538563829787234,0.683673911854687,0
"SITE3353","Site",81,1504,0.0538563829787234,0.683673911854687,0
"SITE1982","Site",343,6392,0.0536608260325407,1.33271642209137,0
"SITE3068","Site",141,2632,0.0535714285714286,0.832686004230988,0
"SITE9360","Site",483,9024,0.0535239361702128,1.51969865312205,0
"SITE6900","Site",382,7144,0.053471444568869,1.33039268770886,0
"SITE9516","Site",60,1128,0.0531914893617021,0.482510247411819,0
"SITE6572","Site",80,1504,0.0531914893617021,0.557154842459933,0
"SITE2883","Site",100,1880,0.0531914893617021,0.622918050866799,0
"SITE4590","Site",580,10904,0.0531914893617021,1.5001853248699,0
"SITE1750","Site",377,7144,0.0527715565509519,1.04013803617068,0
"SITE1233","Site",99,1880,0.0526595744680851,0.509755955020125,0
"SITE7208","Site",79,1504,0.0525265957446809,0.43063577306518,0
"SITE8210","Site",138,2632,0.0524316109422492,0.545767723894553,0
"SITE8354","Site",197,3760,0.0523936170212766,0.640886099743446,0
"SITE2323","Site",452,8648,0.0522664199814986,0.913913584467544,0
"SITE4264","Site",216,4136,0.0522243713733075,0.618761303461069,0
"SITE4485","Site",528,10152,0.0520094562647754,0.863164192053999,0
"SITE9580","Site",293,5640,0.0519503546099291,0.621586547559096,0
"SITE4671","Site",39,752,0.0518617021276596,0.215042983437457,0
"SITE1257","Site",214,4136,0.0517408123791103,0.466173564549311,0
"SITE1727","Site",175,3384,0.0517139479905437,0.414002032374053,0
"SITE7011","Site",349,6768,0.0515661938534279,0.525845627754449,0
"SITE3415","Site",58,1128,0.0514184397163121,0.19032697232109,0
"SITE8764","Site",154,3008,0.0511968085106383,0.251160983038032,0
"SITE7604","Site",96,1880,0.051063829787234,0.170269667480105,0
"SITE8420","Site",134,2632,0.0509118541033435,0.163210016779305,0
"SITE8835","Site",153,3008,0.0508643617021277,0.161698491119589,0
"SITE9604","Site",172,3384,0.0508274231678487,0.160963893584545,0
"SITE3081","Site",401,7896,0.0507852077001013,0.227470592570035,0
"SITE8799","Site",686,13536,0.0506796690307329,0.23758174090592,0
"SITE8625","Site",761,15040,0.0505984042553191,0.201533447309617,0
"SITE3077","Site",38,752,0.050531914893617,0.0361179996005732,0
"SITE6123","Site",38,752,0.050531914893617,0.0361179996005732,0
"SITE8857","Site",76,1504,0.050531914893617,0.0510785648809167,0
