"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"SITE9142","Site",0,15,0,0.0183006535947712,1.07891762655649,-0.509091135152894
"SITE2192","Site",0,14,0,0.0183006535947712,1.07891762655649,-0.491828762509722
"SITE4323","Site",0,14,0,0.0183006535947712,1.07891762655649,-0.491828762509722
"SITE8799","Site",0,13,0,0.0183006535947712,1.07891762655649,-0.473938054361988
"SITE213","Site",0,12,0,0.0183006535947712,1.07891762655649,-0.455344953977761
"SITE2532","Site",0,12,0,0.0183006535947712,1.07891762655649,-0.455344953977761
"SITE4590","Site",0,12,0,0.0183006535947712,1.07891762655649,-0.455344953977761
"SITE8625","Site",0,12,0,0.0183006535947712,1.07891762655649,-0.455344953977761
"SITE4485","Site",0,11,0,0.0183006535947712,1.07891762655649,-0.435959602318371
"SITE4959","Site",0,11,0,0.0183006535947712,1.07891762655649,-0.435959602318371
"SITE9346","Site",0,11,0,0.0183006535947712,1.07891762655649,-0.435959602318371
"SITE958","Site",0,11,0,0.0183006535947712,1.07891762655649,-0.435959602318371
"SITE5033","Site",0,10,0,0.0183006535947712,1.07891762655649,-0.415671171232952
"SITE4072","Site",0,9,0,0.0183006535947712,1.07891762655649,-0.394340297629797
"SITE5895","Site",0,9,0,0.0183006535947712,1.07891762655649,-0.394340297629797
"SITE6603","Site",0,9,0,0.0183006535947712,1.07891762655649,-0.394340297629797
"SITE7004","Site",0,9,0,0.0183006535947712,1.07891762655649,-0.394340297629797
"SITE8351","Site",0,9,0,0.0183006535947712,1.07891762655649,-0.394340297629797
"SITE9360","Site",0,9,0,0.0183006535947712,1.07891762655649,-0.394340297629797
"SITE216","Site",0,8,0,0.0183006535947712,1.07891762655649,-0.371787598065535
"SITE4260","Site",0,8,0,0.0183006535947712,1.07891762655649,-0.371787598065535
"SITE4314","Site",0,8,0,0.0183006535947712,1.07891762655649,-0.371787598065535
"SITE4629","Site",0,8,0,0.0183006535947712,1.07891762655649,-0.371787598065535
"SITE8786","Site",0,8,0,0.0183006535947712,1.07891762655649,-0.371787598065535
"SITE1727","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE1748","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE1750","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE180","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE2986","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE3353","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE3909","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE3989","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE4874","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE5384","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE5611","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE7809","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE8768","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE9414","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE9661","Site",0,7,0,0.0183006535947712,1.07891762655649,-0.347775453153212
"SITE1233","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE2323","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE3839","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE7011","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE759","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE8210","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE8354","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE8420","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE9737","Site",0,6,0,0.0183006535947712,1.07891762655649,-0.321977504736751
"SITE1257","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE1786","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE1982","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE2373","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE2894","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE3090","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE3319","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE3719","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE4264","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE5062","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE6184","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE6384","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE7096","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE7184","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE8091","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE8835","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE8997","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE9580","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE9604","Site",0,5,0,0.0183006535947712,1.07891762655649,-0.293923903922575
"SITE022","Site",0,4,0,0.0183006535947712,1.07891762655649,-0.262893531753198
"SITE1102","Site",0,4,0,0.0183006535947712,1.07891762655649,-0.262893531753198
