"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",81,1504,0.0538563829787234
"SITE101","Site",126,2632,0.0478723404255319
"SITE1102","Site",41,752,0.0545212765957447
"SITE1233","Site",99,1880,0.0526595744680851
"SITE1257","Site",214,4136,0.0517408123791103
"SITE1273","Site",21,376,0.0558510638297872
"SITE1544","Site",73,1504,0.0485372340425532
"SITE1727","Site",175,3384,0.0517139479905437
"SITE1748","Site",110,1880,0.0585106382978723
"SITE1750","Site",377,7144,0.0527715565509519
"SITE1786","Site",185,3384,0.0546690307328605
"SITE180","Site",331,7144,0.0463325867861142
"SITE1841","Site",20,376,0.0531914893617021
"SITE1910","Site",178,3760,0.0473404255319149
"SITE1934","Site",94,1504,0.0625
"SITE1935","Site",33,752,0.0438829787234043
"SITE1982","Site",343,6392,0.0536608260325407
"SITE2030","Site",28,376,0.074468085106383
"SITE213","Site",775,15416,0.0502724442138038
"SITE216","Site",151,3008,0.0501994680851064
"SITE2170","Site",367,7520,0.0488031914893617
"SITE2192","Site",754,15040,0.0501329787234043
"SITE2323","Site",452,8648,0.0522664199814986
"SITE2354","Site",53,1128,0.0469858156028369
"SITE2373","Site",169,3384,0.0499408983451537
"SITE2532","Site",292,6016,0.0485372340425532
"SITE2883","Site",100,1880,0.0531914893617021
"SITE2894","Site",14,376,0.0372340425531915
"SITE2901","Site",183,3760,0.0486702127659574
"SITE2923","Site",21,376,0.0558510638297872
"SITE2980","Site",74,1504,0.0492021276595745
"SITE2986","Site",221,4512,0.0489804964539007
"SITE3068","Site",141,2632,0.0535714285714286
"SITE3077","Site",38,752,0.050531914893617
"SITE3081","Site",401,7896,0.0507852077001013
"SITE3090","Site",269,5640,0.0476950354609929
"SITE3289","Site",269,4888,0.0550327332242226
"SITE3319","Site",149,2632,0.0566109422492401
"SITE3353","Site",81,1504,0.0538563829787234
"SITE3415","Site",58,1128,0.0514184397163121
"SITE3719","Site",74,1504,0.0492021276595745
"SITE3754","Site",73,1504,0.0485372340425532
"SITE3759","Site",25,376,0.0664893617021277
"SITE3839","Site",106,2256,0.0469858156028369
"SITE3871","Site",44,752,0.0585106382978723
"SITE3909","Site",345,6392,0.053973717146433
"SITE3938","Site",130,2632,0.0493920972644377
"SITE3989","Site",313,6392,0.0489674593241552
"SITE4028","Site",14,376,0.0372340425531915
"SITE404","Site",145,2632,0.0550911854103343
"SITE4072","Site",94,1880,0.05
"SITE4260","Site",72,1504,0.0478723404255319
"SITE4264","Site",216,4136,0.0522243713733075
"SITE4314","Site",206,4136,0.0498065764023211
"SITE4323","Site",641,13536,0.0473552009456265
"SITE4424","Site",46,752,0.0611702127659574
"SITE4485","Site",528,10152,0.0520094562647754
"SITE4543","Site",36,752,0.0478723404255319
"SITE4590","Site",580,10904,0.0531914893617021
"SITE4612","Site",24,376,0.0638297872340425
"SITE4629","Site",279,5640,0.049468085106383
"SITE4671","Site",39,752,0.0518617021276596
"SITE4703","Site",19,376,0.050531914893617
"SITE4744","Site",21,376,0.0558510638297872
"SITE4754","Site",61,1128,0.0540780141843972
"SITE4874","Site",177,4136,0.0427949709864603
"SITE4875","Site",32,752,0.0425531914893617
"SITE4959","Site",418,8648,0.0483348751156337
"SITE4976","Site",23,376,0.0611702127659574
"SITE5033","Site",344,7144,0.0481522956326988
"SITE5062","Site",102,1880,0.0542553191489362
"SITE5217","Site",22,376,0.0585106382978723
"SITE5289","Site",41,752,0.0545212765957447
"SITE5384","Site",423,8648,0.0489130434782609
"SITE5425","Site",70,1504,0.0465425531914894
"SITE5611","Site",30,752,0.0398936170212766
"SITE5895","Site",465,9400,0.049468085106383
"SITE6068","Site",20,376,0.0531914893617021
"SITE6123","Site",38,752,0.050531914893617
"SITE6155","Site",25,752,0.0332446808510638
"SITE6184","Site",62,1128,0.0549645390070922
"SITE6384","Site",128,2632,0.0486322188449848
"SITE6405","Site",374,7896,0.0473657548125633
"SITE6410","Site",121,2632,0.0459726443768997
"SITE6440","Site",22,376,0.0585106382978723
"SITE6572","Site",80,1504,0.0531914893617021
"SITE6603","Site",435,9400,0.0462765957446808
