"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"SITE3839","Site",564,6000,0.094,0.229176265270506,158.850886730023,-1.73538735219601,0,0,2
"SITE1233","Site",470,5000,0.094,0.229176265270506,158.850886730023,-1.58418466467819,0,0,2
"SITE1748","Site",470,5000,0.094,0.229176265270506,158.850886730023,-1.58418466467819,0,0,2
"SITE022","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326,0,0,2
"SITE1934","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326,0,0,2
"SITE3353","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326,0,0,2
"SITE8768","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326,0,0,2
"SITE8997","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326,0,0,2
"SITE6832","Site",564,5000,0.1128,0.229176265270506,158.850886730023,-1.36385995281882,0,0,2
"SITE2354","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317,0,0,2
"SITE3415","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317,0,0,2
"SITE6184","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317,0,0,2
"SITE9395","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317,0,0,2
"SITE9516","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317,0,0,2
"SITE4072","Site",470,4000,0.1175,0.229176265270506,158.850886730023,-1.17060732323296,0,0,2
"SITE5062","Site",470,4000,0.1175,0.229176265270506,158.850886730023,-1.17060732323296,0,0,2
"SITE6384","Site",658,5000,0.1316,0.229176265270506,158.850886730023,-1.14353524095945,0,0,2
"SITE1102","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE1935","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE3077","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE3871","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE4424","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE4543","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE4671","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE4875","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE5611","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE6123","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE6155","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE7543","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE7860","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE9858","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE9884","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864,0,0,2
"SITE2980","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402,0,0,2
"SITE3719","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402,0,0,2
"SITE3754","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402,0,0,2
"SITE4260","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402,0,0,2
"SITE216","Site",752,5000,0.1504,0.229176265270506,158.850886730023,-0.923210529100083,0,0,2
"SITE9414","Site",1034,6000,0.172333333333333,0.229176265270506,158.850886730023,-0.729747230019317,0,0,2
"SITE1273","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE1841","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE2030","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE2894","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE2923","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE3759","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE4028","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE4612","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE4703","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE4744","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE4976","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE5217","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE6068","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE6440","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE6991","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE7838","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE8361","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE8616","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE8627","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE9082","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE9147","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
"SITE9418","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663,0,0,2
