"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"14393","Site",564,6000,0.094,0.229176265270506,158.850886730023,-1.73538735219601
"4659","Site",470,5000,0.094,0.229176265270506,158.850886730023,-1.58418466467819
"5960","Site",470,5000,0.094,0.229176265270506,158.850886730023,-1.58418466467819
"34","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326
"6452","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326
"13139","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326
"34664","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326
"35223","Site",376,4000,0.094,0.229176265270506,158.850886730023,-1.41693783965326
"26674","Site",564,5000,0.1128,0.229176265270506,158.850886730023,-1.36385995281882
"9044","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317
"13333","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317
"24964","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317
"37781","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317
"38166","Site",282,3000,0.094,0.229176265270506,158.850886730023,-1.22710416472317
"16498","Site",470,4000,0.1175,0.229176265270506,158.850886730023,-1.17060732323296
"20578","Site",470,4000,0.1175,0.229176265270506,158.850886730023,-1.17060732323296
"25476","Site",658,5000,0.1316,0.229176265270506,158.850886730023,-1.14353524095945
"4354","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"6453","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"12407","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"14449","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"17444","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"17731","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"18033","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"18549","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"22033","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"24867","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"24917","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"30019","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"30816","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"39000","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"39044","Site",188,2000,0.094,0.229176265270506,158.850886730023,-1.00192635493864
"10624","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402
"14105","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402
"14164","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402
"16992","Site",376,3000,0.125333333333333,0.229176265270506,158.850886730023,-0.942666184793402
"534","Site",752,5000,0.1504,0.229176265270506,158.850886730023,-0.923210529100083
"37908","Site",1034,6000,0.172333333333333,0.229176265270506,158.850886730023,-0.729747230019317
"4723","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"6209","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"8240","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"10388","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"10531","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"14169","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"16424","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"17938","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"18179","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"18244","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"18806","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"21015","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"24680","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"25664","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"27025","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"30776","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"33633","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"34326","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"34343","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"36994","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"37191","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"37912","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"39048","Site",94,1000,0.094,0.229176265270506,158.850886730023,-0.70846891982663
"5927","Site",846,5000,0.1692,0.229176265270506,158.850886730023,-0.702885817240713
"6022","Site",846,5000,0.1692,0.229176265270506,158.850886730023,-0.702885817240713
"9075","Site",846,5000,0.1692,0.229176265270506,158.850886730023,-0.702885817240713
"12392","Site",658,4000,0.1645,0.229176265270506,158.850886730023,-0.677946290392352
"13081","Site",658,4000,0.1645,0.229176265270506,158.850886730023,-0.677946290392352
"14648","Site",658,4000,0.1645,0.229176265270506,158.850886730023,-0.677946290392352
"33296","Site",658,4000,0.1645,0.229176265270506,158.850886730023,-0.677946290392352
"10371","Site",470,3000,0.156666666666667,0.229176265270506,158.850886730023,-0.658228204863639
"30212","Site",470,3000,0.156666666666667,0.229176265270506,158.850886730023,-0.658228204863639
"31107","Site",2350,12000,0.195833333333333,0.229176265270506,158.850886730023,-0.605361459902872
"12417","Site",1974,10000,0.1974,0.229176265270506,158.850886730023,-0.526651362085315
"34660","Site",752,4000,0.188,0.229176265270506,158.850886730023,-0.431615773972049
"34869","Site",752,4000,0.188,0.229176265270506,158.850886730023,-0.431615773972049
"5444","Site",376,2000,0.188,0.229176265270506,158.850886730023,-0.305198440642716
"21541","Site",376,2000,0.188,0.229176265270506,158.850886730023,-0.305198440642716
"25970","Site",376,2000,0.188,0.229176265270506,158.850886730023,-0.305198440642716
"29192","Site",376,2000,0.188,0.229176265270506,158.850886730023,-0.305198440642716
"34903","Site",376,2000,0.188,0.229176265270506,158.850886730023,-0.305198440642716
"16996","Site",1034,5000,0.2068,0.229176265270506,158.850886730023,-0.262236393521973
