"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"SITE5289","Site",3,4,0.75,2.31812411289246,1
"SITE9082","Site",3,4,0.75,2.31812411289246,1
"SITE101","Site",5,7,0.714285714285714,2.85184275968818,1
"SITE7208","Site",6,10,0.6,2.5872536808344,1
"SITE4874","Site",7,14,0.5,2.2109243281572,1
"SITE8351","Site",8,17,0.470588235294118,2.16071814517461,1
"SITE4275","Site",2,3,0.666666666666667,1.67952261094077,0
"SITE4754","Site",2,3,0.666666666666667,1.67952261094077,0
"SITE4028","Site",3,5,0.6,1.82946462236786,0
"SITE4744","Site",2,4,0.5,1.18178876343537,0
"SITE7246","Site",2,4,0.5,1.18178876343537,0
"SITE9147","Site",2,4,0.5,1.18178876343537,0
"SITE6410","Site",4,8,0.5,1.67130169711043,0
"SITE8091","Site",5,10,0.5,1.86857210282485,0
"SITE9580","Site",4,9,0.444444444444444,1.39390469533403,0
"SITE022","Site",3,7,0.428571428571429,1.13386519361096,0
"SITE3415","Site",3,7,0.428571428571429,1.13386519361096,0
"SITE3938","Site",3,7,0.428571428571429,1.13386519361096,0
"SITE1841","Site",2,5,0.4,0.813095387719049,0
"SITE2883","Site",2,5,0.4,0.813095387719049,0
"SITE6155","Site",2,5,0.4,0.813095387719049,0
"SITE2323","Site",4,10,0.4,1.14989052481529,0
"SITE9737","Site",4,10,0.4,1.14989052481529,0
"SITE8786","Site",5,13,0.384615384615385,1.18501182968444,0
"SITE1257","Site",3,8,0.375,0.86779126580734,0
"SITE1786","Site",3,8,0.375,0.86779126580734,0
"SITE2373","Site",3,8,0.375,0.86779126580734,0
"SITE4629","Site",4,11,0.363636363636364,0.931920957568455,0
"SITE5384","Site",4,11,0.363636363636364,0.931920957568455,0
"SITE5895","Site",5,14,0.357142857142857,0.99613074125764,0
"SITE4155","Site",1,3,0.333333333333333,0.367395571143293,0
"SITE4671","Site",1,3,0.333333333333333,0.367395571143293,0
"SITE4875","Site",1,3,0.333333333333333,0.367395571143293,0
"SITE7543","Site",1,3,0.333333333333333,0.367395571143293,0
"SITE8857","Site",1,3,0.333333333333333,0.367395571143293,0
"SITE9888","Site",1,3,0.333333333333333,0.367395571143293,0
"SITE2901","Site",2,6,0.333333333333333,0.519575799466654,0
"SITE3068","Site",2,6,0.333333333333333,0.519575799466654,0
"SITE3754","Site",2,6,0.333333333333333,0.519575799466654,0
"SITE8764","Site",2,6,0.333333333333333,0.519575799466654,0
"SITE5611","Site",3,9,0.333333333333333,0.63634779569597,0
"SITE759","Site",3,9,0.333333333333333,0.63634779569597,0
"SITE4260","Site",4,12,0.333333333333333,0.734791142286586,0
"SITE1748","Site",3,10,0.3,0.431208946805733,0
"SITE2986","Site",3,10,0.3,0.431208946805733,0
"SITE3289","Site",3,10,0.3,0.431208946805733,0
