"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score","Flag","Weight","WeightMax"
"SITE8351","Site",8,17,0.470588235294118,0.24,1.06145635267152,2.16071814517461,1,8,16
"SITE4874","Site",7,14,0.5,0.24,1.06145635267152,2.2109243281572,1,8,16
"SITE5289","Site",3,4,0.75,0.24,1.06145635267152,2.31812411289246,1,8,16
"SITE9082","Site",3,4,0.75,0.24,1.06145635267152,2.31812411289246,1,8,16
"SITE7208","Site",6,10,0.6,0.24,1.06145635267152,2.5872536808344,1,8,16
"SITE101","Site",5,7,0.714285714285714,0.24,1.06145635267152,2.85184275968818,1,8,16
"SITE213","Site",0,11,0,0.24,1.06145635267152,-1.80902303527994,0,0,16
"SITE4485","Site",0,11,0,0.24,1.06145635267152,-1.80902303527994,0,0,16
"SITE2170","Site",0,10,0,0.24,1.06145635267152,-1.72483578722293,0,0,16
"SITE4072","Site",0,9,0,0.24,1.06145635267152,-1.63632290321821,0,0,16
"SITE4323","Site",1,15,0.0666666666666667,0.24,1.06145635267152,-1.52568273317342,0,0,16
"SITE1727","Site",0,7,0,0.24,1.06145635267152,-1.44310115550486,0,0,16
"SITE8768","Site",0,7,0,0.24,1.06145635267152,-1.44310115550486,0,0,16
"SITE7983","Site",1,14,0.0714285714285714,0.24,1.06145635267152,-1.43345643254148,0,0,16
"SITE8799","Site",1,14,0.0714285714285714,0.24,1.06145635267152,-1.43345643254148,0,0,16
"SITE4590","Site",1,13,0.0769230769230769,0.24,1.06145635267152,-1.3362899356016,0,0,16
"SITE3081","Site",1,12,0.0833333333333333,0.24,1.06145635267152,-1.23339941740963,0,0,16
"SITE958","Site",1,12,0.0833333333333333,0.24,1.06145635267152,-1.23339941740963,0,0,16
"SITE2894","Site",0,5,0,0.24,1.06145635267152,-1.21964308157857,0,0,16
"SITE3719","Site",0,5,0,0.24,1.06145635267152,-1.21964308157857,0,0,16
"SITE6184","Site",0,5,0,0.24,1.06145635267152,-1.21964308157857,0,0,16
"SITE6384","Site",0,5,0,0.24,1.06145635267152,-1.21964308157857,0,0,16
"SITE8835","Site",0,5,0,0.24,1.06145635267152,-1.21964308157857,0,0,16
"SITE1102","Site",0,4,0,0.24,1.06145635267152,-1.0908819354788,0,0,16
"SITE7860","Site",0,4,0,0.24,1.06145635267152,-1.0908819354788,0,0,16
"SITE9858","Site",0,4,0,0.24,1.06145635267152,-1.0908819354788,0,0,16
"SITE2192","Site",2,16,0.125,0.24,1.06145635267152,-1.04542852150052,0,0,16
"SITE3871","Site",0,3,0,0.24,1.06145635267152,-0.944731468654182,0,0,16
"SITE6572","Site",0,3,0,0.24,1.06145635267152,-0.944731468654182,0,0,16
"SITE7838","Site",0,3,0,0.24,1.06145635267152,-0.944731468654182,0,0,16
"SITE4314","Site",1,9,0.111111111111111,0.24,1.06145635267152,-0.878766003580148,0,0,16
"SITE8625","Site",2,14,0.142857142857143,0.24,1.06145635267152,-0.826059639091701,0,0,16
"SITE3353","Site",1,8,0.125,0.24,1.06145635267152,-0.739229596798845,0,0,16
"SITE3909","Site",1,8,0.125,0.24,1.06145635267152,-0.739229596798845,0,0,16
"SITE3989","Site",1,8,0.125,0.24,1.06145635267152,-0.739229596798845,0,0,16
"SITE6900","Site",1,8,0.125,0.24,1.06145635267152,-0.739229596798845,0,0,16
"SITE7809","Site",1,8,0.125,0.24,1.06145635267152,-0.739229596798845,0,0,16
"SITE9142","Site",3,18,0.166666666666667,0.24,1.06145635267152,-0.707089179546721,0,0,16
"SITE2532","Site",2,13,0.153846153846154,0.24,1.06145635267152,-0.705964494280092,0,0,16
"SITE4959","Site",2,13,0.153846153846154,0.24,1.06145635267152,-0.705964494280092,0,0,16
"SITE1233","Site",1,7,0.142857142857143,0.24,1.06145635267152,-0.584112372466254,0,0,16
"SITE3839","Site",1,7,0.142857142857143,0.24,1.06145635267152,-0.584112372466254,0,0,16
"SITE8420","Site",1,7,0.142857142857143,0.24,1.06145635267152,-0.584112372466254,0,0,16
"SITE8633","Site",1,7,0.142857142857143,0.24,1.06145635267152,-0.584112372466254,0,0,16
"SITE8788","Site",1,7,0.142857142857143,0.24,1.06145635267152,-0.584112372466254,0,0,16
"SITE6603","Site",2,11,0.181818181818182,0.24,1.06145635267152,-0.438551038855743,0,0,16
"SITE7004","Site",2,11,0.181818181818182,0.24,1.06145635267152,-0.438551038855743,0,0,16
"SITE9360","Site",2,11,0.181818181818182,0.24,1.06145635267152,-0.438551038855743,0,0,16
"SITE1910","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE3090","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE4264","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE5062","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE6832","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE7096","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE9604","Site",1,6,0.166666666666667,0.24,1.06145635267152,-0.408238128152371,0,0,16
"SITE216","Site",2,10,0.2,0.24,1.06145635267152,-0.287472631203822,0,0,16
"SITE9346","Site",3,14,0.214285714285714,0.24,1.06145635267152,-0.218662845641921,0,0,16
"SITE1934","Site",1,5,0.2,0.24,1.06145635267152,-0.203273846929762,0,0,16
"SITE2980","Site",1,5,0.2,0.24,1.06145635267152,-0.203273846929762,0,0,16
"SITE7604","Site",1,5,0.2,0.24,1.06145635267152,-0.203273846929762,0,0,16
"SITE9395","Site",1,5,0.2,0.24,1.06145635267152,-0.203273846929762,0,0,16
"SITE9516","Site",1,5,0.2,0.24,1.06145635267152,-0.203273846929762,0,0,16
"SITE9884","Site",1,5,0.2,0.24,1.06145635267152,-0.203273846929762,0,0,16
"SITE1750","Site",2,9,0.222222222222222,0.24,1.06145635267152,-0.121209103942089,0,0,16
"SITE180","Site",2,9,0.222222222222222,0.24,1.06145635267152,-0.121209103942089,0,0,16
"SITE9414","Site",2,9,0.222222222222222,0.24,1.06145635267152,-0.121209103942089,0,0,16
"SITE9661","Site",2,9,0.222222222222222,0.24,1.06145635267152,-0.121209103942089,0,0,16
"SITE5033","Site",3,13,0.230769230769231,0.24,1.06145635267152,-0.0756390529585812,0,0,16
"SITE2354","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE2923","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE3077","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE404","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE4543","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE4597","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE6991","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE9418","Site",1,4,0.25,0.24,1.06145635267152,0.0454534139782836,0,0,16
"SITE6405","Site",2,8,0.25,0.24,1.06145635267152,0.0642808345042474,0,0,16
"SITE7011","Site",2,8,0.25,0.24,1.06145635267152,0.0642808345042474,0,0,16
"SITE8210","Site",2,8,0.25,0.24,1.06145635267152,0.0642808345042474,0,0,16
"SITE8354","Site",2,8,0.25,0.24,1.06145635267152,0.0642808345042474,0,0,16
"SITE8517","Site",2,8,0.25,0.24,1.06145635267152,0.0642808345042474,0,0,16
"SITE1982","Site",2,7,0.285714285714286,0.24,1.06145635267152,0.274876410572355,0,0,16
"SITE3319","Site",2,7,0.285714285714286,0.24,1.06145635267152,0.274876410572355,0,0,16
