"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",81,1504,0.0538563829787234
"257","Site",126,2632,0.0478723404255319
"384","Site",331,7144,0.0463325867861142
"531","Site",775,15416,0.0502724442138038
"534","Site",151,3008,0.0501994680851064
"1028","Site",145,2632,0.0550911854103343
"1881","Site",314,6392,0.0491239048811014
"2392","Site",499,10528,0.0473974164133739
"4354","Site",41,752,0.0545212765957447
"4659","Site",99,1880,0.0526595744680851
"4695","Site",214,4136,0.0517408123791103
"4723","Site",21,376,0.0558510638297872
"5444","Site",73,1504,0.0485372340425532
"5927","Site",175,3384,0.0517139479905437
"5960","Site",110,1880,0.0585106382978723
"5968","Site",377,7144,0.0527715565509519
"6022","Site",185,3384,0.0546690307328605
"6209","Site",20,376,0.0531914893617021
"6416","Site",178,3760,0.0473404255319149
"6452","Site",94,1504,0.0625
"6453","Site",33,752,0.0438829787234043
"6530","Site",343,6392,0.0536608260325407
"8240","Site",28,376,0.074468085106383
"8560","Site",367,7520,0.0488031914893617
"8594","Site",754,15040,0.0501329787234043
"8995","Site",452,8648,0.0522664199814986
"9044","Site",53,1128,0.0469858156028369
"9075","Site",169,3384,0.0499408983451537
"9522","Site",292,6016,0.0485372340425532
"10371","Site",100,1880,0.0531914893617021
"10388","Site",14,376,0.0372340425531915
"10497","Site",183,3760,0.0486702127659574
"10531","Site",21,376,0.0558510638297872
"10624","Site",74,1504,0.0492021276595745
"10630","Site",221,4512,0.0489804964539007
"12392","Site",141,2632,0.0535714285714286
"12407","Site",38,752,0.050531914893617
"12417","Site",401,7896,0.0507852077001013
"12432","Site",269,5640,0.0476950354609929
"12937","Site",269,4888,0.0550327332242226
"13081","Site",149,2632,0.0566109422492401
"13139","Site",81,1504,0.0538563829787234
"13333","Site",58,1128,0.0514184397163121
"14105","Site",74,1504,0.0492021276595745
"14164","Site",73,1504,0.0485372340425532
"14169","Site",25,376,0.0664893617021277
"14393","Site",106,2256,0.0469858156028369
"14449","Site",44,752,0.0585106382978723
"14601","Site",345,6392,0.053973717146433
"14648","Site",130,2632,0.0493920972644377
"14729","Site",313,6392,0.0489674593241552
"16424","Site",14,376,0.0372340425531915
"16498","Site",94,1880,0.05
"16992","Site",72,1504,0.0478723404255319
"16996","Site",216,4136,0.0522243713733075
"17172","Site",206,4136,0.0498065764023211
"17187","Site",641,13536,0.0473552009456265
"17444","Site",46,752,0.0611702127659574
"17541","Site",528,10152,0.0520094562647754
"17731","Site",36,752,0.0478723404255319
"17808","Site",580,10904,0.0531914893617021
"17938","Site",24,376,0.0638297872340425
"17961","Site",279,5640,0.049468085106383
"18033","Site",39,752,0.0518617021276596
"18179","Site",19,376,0.050531914893617
"18244","Site",21,376,0.0558510638297872
"18260","Site",61,1128,0.0540780141843972
"18548","Site",177,4136,0.0427949709864603
"18549","Site",32,752,0.0425531914893617
"18777","Site",418,8648,0.0483348751156337
"18806","Site",23,376,0.0611702127659574
"20531","Site",344,7144,0.0481522956326988
"20578","Site",102,1880,0.0542553191489362
"21015","Site",22,376,0.0585106382978723
"21129","Site",41,752,0.0545212765957447
"21380","Site",423,8648,0.0489130434782609
"21541","Site",70,1504,0.0465425531914894
"22033","Site",30,752,0.0398936170212766
"22677","Site",465,9400,0.049468085106383
"24680","Site",20,376,0.0531914893617021
"24867","Site",38,752,0.050531914893617
"24917","Site",25,752,0.0332446808510638
"24964","Site",62,1128,0.0549645390070922
"25476","Site",128,2632,0.0486322188449848
"25605","Site",374,7896,0.0473657548125633
"25616","Site",121,2632,0.0459726443768997
"25664","Site",22,376,0.0585106382978723
"25970","Site",80,1504,0.0531914893617021
"26115","Site",435,9400,0.0462765957446808
"26674","Site",90,2256,0.0398936170212766
"26880","Site",382,7144,0.053471444568869
"27025","Site",20,376,0.0531914893617021
"28676","Site",159,3384,0.0469858156028369
"28689","Site",349,6768,0.0515661938534279
"28822","Site",199,4136,0.0481141199226306
