"GroupID","GroupLevel","Numerator","Denominator","Metric"
"34","Site",353,376,0.938829787234043
"257","Site",605,658,0.919452887537994
"384","Site",1634,1786,0.914893617021277
"531","Site",3524,3854,0.91437467566165
"534","Site",683,752,0.908244680851064
"1028","Site",591,658,0.898176291793313
"1881","Site",1482,1598,0.927409261576971
"2392","Site",2420,2632,0.919452887537994
"4354","Site",174,188,0.925531914893617
"4659","Site",428,470,0.91063829787234
"4695","Site",962,1034,0.93036750483559
"4723","Site",88,94,0.936170212765957
"5444","Site",346,376,0.920212765957447
"5927","Site",775,846,0.916075650118203
"5960","Site",438,470,0.931914893617021
"5968","Site",1644,1786,0.920492721164614
"6022","Site",777,846,0.918439716312057
"6209","Site",85,94,0.904255319148936
"6416","Site",862,940,0.917021276595745
"6452","Site",348,376,0.925531914893617
"6453","Site",175,188,0.930851063829787
"6530","Site",1467,1598,0.9180225281602
"8240","Site",85,94,0.904255319148936
"8560","Site",1741,1880,0.926063829787234
"8594","Site",3480,3760,0.925531914893617
"8995","Site",2003,2162,0.92645698427382
"9044","Site",257,282,0.911347517730496
"9075","Site",784,846,0.926713947990544
"9522","Site",1363,1504,0.90625
"10371","Site",425,470,0.904255319148936
"10388","Site",87,94,0.925531914893617
"10497","Site",850,940,0.904255319148936
"10531","Site",90,94,0.957446808510638
"10624","Site",353,376,0.938829787234043
"10630","Site",1039,1128,0.921099290780142
"12392","Site",600,658,0.911854103343465
"12407","Site",167,188,0.888297872340426
"12417","Site",1796,1974,0.909827760891591
"12432","Site",1301,1410,0.922695035460993
"12937","Site",1110,1222,0.908346972176759
"13081","Site",594,658,0.90273556231003
"13139","Site",345,376,0.917553191489362
"13333","Site",256,282,0.907801418439716
"14105","Site",350,376,0.930851063829787
"14164","Site",348,376,0.925531914893617
"14169","Site",91,94,0.968085106382979
"14393","Site",516,564,0.914893617021277
"14449","Site",167,188,0.888297872340426
"14601","Site",1473,1598,0.921777221526909
"14648","Site",595,658,0.904255319148936
"14729","Site",1483,1598,0.928035043804756
"16424","Site",84,94,0.893617021276596
"16498","Site",423,470,0.9
"16992","Site",341,376,0.906914893617021
"16996","Site",962,1034,0.93036750483559
"17172","Site",938,1034,0.90715667311412
"17187","Site",3105,3384,0.917553191489362
"17444","Site",174,188,0.925531914893617
"17541","Site",2323,2538,0.915287628053586
"17731","Site",181,188,0.962765957446808
"17808","Site",2486,2726,0.911958914159941
"17938","Site",86,94,0.914893617021277
"17961","Site",1282,1410,0.909219858156028
"18033","Site",175,188,0.930851063829787
"18179","Site",89,94,0.946808510638298
"18244","Site",89,94,0.946808510638298
"18260","Site",253,282,0.897163120567376
"18548","Site",943,1034,0.911992263056093
"18549","Site",172,188,0.914893617021277
"18777","Site",1975,2162,0.913506012950971
"18806","Site",83,94,0.882978723404255
"20531","Site",1647,1786,0.922172452407615
"20578","Site",425,470,0.904255319148936
"21015","Site",89,94,0.946808510638298
"21129","Site",174,188,0.925531914893617
"21380","Site",1984,2162,0.917668825161887
"21541","Site",340,376,0.904255319148936
"22033","Site",169,188,0.898936170212766
"22677","Site",2156,2350,0.917446808510638
"24680","Site",88,94,0.936170212765957
"24867","Site",175,188,0.930851063829787
"24917","Site",171,188,0.909574468085106
"24964","Site",260,282,0.921985815602837
"25476","Site",609,658,0.925531914893617
"25605","Site",1809,1974,0.916413373860182
"25616","Site",611,658,0.928571428571429
"25664","Site",87,94,0.925531914893617
"25970","Site",341,376,0.906914893617021
"26115","Site",2148,2350,0.914042553191489
"26674","Site",522,564,0.925531914893617
"26880","Site",1644,1786,0.920492721164614
"27025","Site",84,94,0.893617021276596
"28676","Site",764,846,0.903073286052009
"28689","Site",1556,1692,0.919621749408983
"28822","Site",936,1034,0.905222437137331
"29060","Site",950,1034,0.918762088974855
"29192","Site",345,376,0.917553191489362
"30019","Site",179,188,0.952127659574468
"30212","Site",444,470,0.94468085106383
"30729","Site",1204,1316,0.914893617021277
"30776","Site",87,94,0.925531914893617
"30816","Site",173,188,0.920212765957447
"31107","Site",2138,2350,0.909787234042553
"32913","Site",1040,1128,0.921985815602837
"33296","Site",597,658,0.907294832826748
"33617","Site",2044,2256,0.906028368794326
"33620","Site",857,940,0.911702127659574
"33633","Site",88,94,0.936170212765957
"33824","Site",599,658,0.910334346504559
"34071","Site",1736,1880,0.923404255319149
"34326","Site",83,94,0.882978723404255
"34341","Site",3461,3760,0.920478723404255
"34343","Site",90,94,0.957446808510638
"34355","Site",1379,1504,0.91688829787234
"34660","Site",697,752,0.92686170212766
"34664","Site",346,376,0.920212765957447
"34694","Site",1556,1692,0.919621749408983
"34696","Site",1377,1504,0.915558510638298
"34713","Site",3114,3384,0.920212765957447
"34869","Site",679,752,0.902925531914894
"34903","Site",340,376,0.904255319148936
"35223","Site",353,376,0.938829787234043
"36994","Site",81,94,0.861702127659574
"37186","Site",4207,4606,0.913373860182371
"37191","Site",86,94,0.914893617021277
"37702","Site",3348,3666,0.913256955810147
"37728","Site",2052,2256,0.909574468085106
"37781","Site",266,282,0.943262411347518
"37908","Site",950,1034,0.918762088974855
"37912","Site",88,94,0.936170212765957
"38166","Site",260,282,0.921985815602837
"38272","Site",1274,1410,0.90354609929078
"38404","Site",768,846,0.907801418439716
"38497","Site",610,658,0.927051671732523
"38711","Site",1447,1598,0.905506883604506
"39000","Site",170,188,0.904255319148936
"39044","Site",165,188,0.877659574468085
"39048","Site",83,94,0.882978723404255
