"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE022","Site",4,49,0.0816326530612245
"SITE101","Site",7,117,0.0598290598290598
"SITE1102","Site",4,111,0.036036036036036
"SITE1233","Site",6,106,0.0566037735849057
"SITE1257","Site",9,298,0.0302013422818792
"SITE1273","Site",1,21,0.0476190476190476
"SITE1544","Site",4,107,0.0373831775700935
"SITE1727","Site",6,195,0.0307692307692308
"SITE1748","Site",6,125,0.048
"SITE1750","Site",6,389,0.0154241645244216
"SITE1786","Site",10,169,0.0591715976331361
"SITE180","Site",12,365,0.0328767123287671
"SITE1841","Site",2,23,0.0869565217391304
"SITE1910","Site",9,247,0.0364372469635627
"SITE1934","Site",3,67,0.0447761194029851
"SITE1935","Site",1,26,0.0384615384615385
"SITE1982","Site",7,307,0.0228013029315961
"SITE2030","Site",1,5,0.2
"SITE2062","Site",0,4,0
"SITE213","Site",26,1006,0.025844930417495
"SITE216","Site",8,258,0.0310077519379845
"SITE2170","Site",15,536,0.0279850746268657
"SITE2192","Site",34,1005,0.0338308457711443
"SITE2323","Site",21,381,0.0551181102362205
"SITE2354","Site",1,53,0.0188679245283019
"SITE2373","Site",10,183,0.0546448087431694
"SITE2532","Site",20,583,0.0343053173241852
"SITE2883","Site",4,123,0.032520325203252
"SITE2894","Site",4,39,0.102564102564103
"SITE2901","Site",11,262,0.0419847328244275
"SITE2923","Site",1,30,0.0333333333333333
"SITE2980","Site",2,166,0.0120481927710843
"SITE2986","Site",5,367,0.0136239782016349
"SITE3068","Site",5,102,0.0490196078431373
"SITE3077","Site",1,52,0.0192307692307692
"SITE3081","Site",18,603,0.0298507462686567
"SITE3090","Site",5,268,0.0186567164179104
"SITE3289","Site",7,413,0.0169491525423729
"SITE3319","Site",2,194,0.0103092783505155
"SITE3353","Site",5,113,0.0442477876106195
"SITE3415","Site",2,174,0.0114942528735632
"SITE3719","Site",9,163,0.0552147239263804
"SITE3754","Site",5,144,0.0347222222222222
"SITE3759","Site",1,28,0.0357142857142857
"SITE3839","Site",6,72,0.0833333333333333
"SITE3871","Site",2,40,0.05
"SITE3909","Site",16,516,0.0310077519379845
"SITE3938","Site",9,165,0.0545454545454545
"SITE3989","Site",19,350,0.0542857142857143
"SITE4028","Site",1,24,0.0416666666666667
"SITE404","Site",4,121,0.0330578512396694
"SITE4072","Site",6,177,0.0338983050847458
"SITE4155","Site",3,35,0.0857142857142857
"SITE4260","Site",13,259,0.0501930501930502
"SITE4264","Site",12,296,0.0405405405405405
"SITE4275","Site",0,28,0
"SITE4314","Site",8,284,0.028169014084507
"SITE4323","Site",37,977,0.037871033776868
"SITE4424","Site",1,24,0.0416666666666667
"SITE4485","Site",32,800,0.04
"SITE4543","Site",3,52,0.0576923076923077
"SITE4590","Site",19,666,0.0285285285285285
"SITE4597","Site",3,47,0.0638297872340425
"SITE4612","Site",0,6,0
"SITE4629","Site",10,521,0.0191938579654511
"SITE4671","Site",0,43,0
"SITE4703","Site",1,17,0.0588235294117647
"SITE4744","Site",0,6,0
"SITE4754","Site",2,30,0.0666666666666667
"SITE4874","Site",8,255,0.0313725490196078
"SITE4875","Site",1,28,0.0357142857142857
"SITE4959","Site",16,645,0.0248062015503876
"SITE4976","Site",1,6,0.166666666666667
"SITE5033","Site",17,461,0.0368763557483731
"SITE5062","Site",7,120,0.0583333333333333
"SITE5185","Site",2,10,0.2
"SITE5217","Site",1,4,0.25
"SITE5289","Site",3,36,0.0833333333333333
"SITE5384","Site",15,539,0.0278293135435993
"SITE5425","Site",3,89,0.0337078651685393
"SITE5611","Site",7,169,0.0414201183431953
"SITE5895","Site",20,497,0.0402414486921529
"SITE6068","Site",2,11,0.181818181818182
"SITE6123","Site",4,19,0.210526315789474
"SITE6155","Site",3,63,0.0476190476190476
"SITE6184","Site",4,59,0.0677966101694915
"SITE6384","Site",3,158,0.0189873417721519
"SITE6405","Site",10,450,0.0222222222222222
"SITE6410","Site",6,214,0.0280373831775701
"SITE6440","Site",1,2,0.5
"SITE6572","Site",3,71,0.0422535211267606
"SITE6603","Site",16,579,0.0276338514680484
"SITE6832","Site",5,122,0.040983606557377
"SITE6900","Site",15,436,0.0344036697247706
"SITE6991","Site",1,49,0.0204081632653061
"SITE7004","Site",14,376,0.0372340425531915
"SITE7011","Site",22,433,0.0508083140877598
"SITE7096","Site",9,160,0.05625
"SITE7184","Site",5,217,0.0230414746543779
"SITE7208","Site",1,91,0.010989010989011
"SITE7246","Site",1,25,0.04
"SITE7543","Site",2,32,0.0625
"SITE759","Site",11,361,0.0304709141274238
"SITE7604","Site",4,161,0.0248447204968944
"SITE7734","Site",3,10,0.3
"SITE7809","Site",14,434,0.032258064516129
"SITE7838","Site",7,32,0.21875
"SITE7860","Site",2,37,0.0540540540540541
"SITE7913","Site",1,24,0.0416666666666667
"SITE7983","Site",13,497,0.0261569416498994
"SITE8084","Site",2,38,0.0526315789473684
"SITE8091","Site",5,308,0.0162337662337662
"SITE8210","Site",8,299,0.0267558528428094
"SITE8351","Site",19,580,0.0327586206896552
"SITE8354","Site",10,250,0.04
"SITE8361","Site",0,14,0
"SITE8420","Site",3,236,0.0127118644067797
"SITE8517","Site",17,450,0.0377777777777778
"SITE8616","Site",1,27,0.037037037037037
"SITE8625","Site",28,809,0.034610630407911
"SITE8627","Site",1,15,0.0666666666666667
"SITE8633","Site",19,431,0.0440835266821346
"SITE8764","Site",9,246,0.0365853658536585
"SITE8768","Site",3,107,0.0280373831775701
"SITE8786","Site",17,457,0.037199124726477
"SITE8788","Site",12,367,0.0326975476839237
"SITE8799","Site",21,857,0.0245040840140023
"SITE8835","Site",8,172,0.0465116279069767
"SITE8857","Site",3,73,0.0410958904109589
"SITE8997","Site",5,49,0.102040816326531
"SITE9082","Site",2,20,0.1
"SITE9142","Site",30,1116,0.0268817204301075
"SITE9147","Site",3,45,0.0666666666666667
"SITE9346","Site",21,794,0.026448362720403
"SITE9360","Site",20,576,0.0347222222222222
"SITE9395","Site",3,35,0.0857142857142857
"SITE9414","Site",12,250,0.048
"SITE9418","Site",1,45,0.0222222222222222
"SITE9516","Site",3,42,0.0714285714285714
"SITE958","Site",26,665,0.0390977443609023
"SITE9580","Site",9,361,0.0249307479224377
"SITE9604","Site",5,127,0.0393700787401575
"SITE9661","Site",10,274,0.0364963503649635
"SITE9737","Site",14,441,0.0317460317460317
"SITE9766","Site",3,21,0.142857142857143
"SITE9858","Site",1,90,0.0111111111111111
"SITE9884","Site",0,61,0
"SITE9888","Site",3,107,0.0280373831775701
